"Status","Year","Function_of_post","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Hampshire and Isle of Wight","AA/AO","40","30","[c]","[c]"
"Leaver Dept.","2021","No function","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Inner London - West","AA/AO","60","60","23100","22680"
"Leaver Dept.","2021","No function","Inner London - West","EO","240","240","27460","27310"
"Leaver Dept.","2021","No function","Inner London - West","G6/G7","640","620","56060","54230"
"Leaver Dept.","2021","No function","Inner London - West","SCS","110","100","89000","77550"
"Leaver Dept.","2021","No function","Inner London - West","SEO/HEO","860","840","35530","34240"
"Leaver Dept.","2021","No function","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Shropshire and Staffordshire","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","G6/G7","50","50","57570","54700"
"Leaver Dept.","2021","No function","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Unknown","SEO/HEO","540","540","31570","32000"
"Leaver Dept.","2021","No function","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands","AA/AO","80","70","20150","19930"
"Leaver Dept.","2021","No function","West Midlands","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Wales and The Valleys","AA/AO","60","60","20550","21170"
"Leaver Dept.","2021","No function","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","130","130","33320","32470"
"Leaver Dept.","2021","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - West","G6/G7","60","60","58560","58190"
"Leaver Dept.","2021","Project Delivery","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Inner London - West","SEO/HEO","60","60","37260","38150"
"Leaver Dept.","2021","Project Delivery","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
