"Status","Year","Sex","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","AA/AO","110","100","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","EO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","170","150","21100","20920"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","EO","60","60","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","AA/AO","170","140","19920","20180"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","EO","90","70","25510","26890"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","SEO/HEO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","AA/AO","150","120","20610","21010"
"Leaver CS","2021","Female","Devon","EO","50","50","[c]","[c]"
"Leaver CS","2021","Female","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Female","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","EO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","AA/AO","240","200","20200","20230"
"Leaver CS","2021","Female","East Anglia","EO","130","110","26440","26950"
"Leaver CS","2021","Female","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Anglia","SEO/HEO","90","80","35410","33840"
"Leaver CS","2021","Female","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Wales","AA/AO","340","270","20430","20180"
"Leaver CS","2021","Female","East Wales","EO","130","110","26580","27510"
"Leaver CS","2021","Female","East Wales","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Female","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Wales","SEO/HEO","100","90","36780","37410"
"Leaver CS","2021","Female","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","AA/AO","130","110","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","EO","50","40","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Female","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","AA/AO","320","260","21810","21010"
"Leaver CS","2021","Female","Eastern Scotland","EO","120","100","27730","27570"
"Leaver CS","2021","Female","Eastern Scotland","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Eastern Scotland","SEO/HEO","90","70","38840","37880"
"Leaver CS","2021","Female","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","AA/AO","90","80","22510","21720"
"Leaver CS","2021","Female","Essex","EO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","210","190","20110","20180"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","EO","160","130","24910","26030"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","190","170","35070","33630"
"Leaver CS","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","AA/AO","240","200","20350","20500"
"Leaver CS","2021","Female","Greater Manchester","EO","130","110","26750","27570"
"Leaver CS","2021","Female","Greater Manchester","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Greater Manchester","SEO/HEO","90","80","35490","34530"
"Leaver CS","2021","Female","Greater Manchester","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","AA/AO","180","150","20150","20500"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","EO","90","70","26650","26840"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","SEO/HEO","80","70","35300","34160"
"Leaver CS","2021","Female","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","EO","40","30","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","AA/AO","130","120","22660","22680"
"Leaver CS","2021","Female","Inner London - East","EO","110","100","29200","29190"
"Leaver CS","2021","Female","Inner London - East","G6/G7","90","80","59480","55470"
"Leaver CS","2021","Female","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Inner London - East","SEO/HEO","120","110","38570","38960"
"Leaver CS","2021","Female","Inner London - East","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Female","Inner London - West","AA/AO","320","280","22580","22680"
"Leaver CS","2021","Female","Inner London - West","EO","300","260","26960","27760"
"Leaver CS","2021","Female","Inner London - West","G6/G7","380","320","61050","58800"
"Leaver CS","2021","Female","Inner London - West","SCS","90","70","90320","84080"
"Leaver CS","2021","Female","Inner London - West","SEO/HEO","440","410","36880","36620"
"Leaver CS","2021","Female","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kent","AA/AO","180","150","21640","21430"
"Leaver CS","2021","Female","Kent","EO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Kent","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Female","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","AA/AO","240","190","20650","21010"
"Leaver CS","2021","Female","Lancashire","EO","90","70","27200","27570"
"Leaver CS","2021","Female","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","AA/AO","230","190","20190","20100"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","EO","90","80","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","Female","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","AA/AO","70","60","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","EO","40","30","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","AA/AO","230","170","20670","21010"
"Leaver CS","2021","Female","Merseyside","EO","120","90","26060","26890"
"Leaver CS","2021","Female","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","AA/AO","60","50","20490","20920"
"Leaver CS","2021","Female","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","AA/AO","60","40","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","EO","30","20","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","AA/AO","390","280","20490","21010"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","EO","140","110","26850","27570"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","EO","50","40","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","AA/AO","70","60","23530","25110"
"Leaver CS","2021","Female","Outer London - South","EO","80","60","29530","29370"
"Leaver CS","2021","Female","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","AA/AO","120","100","22650","23050"
"Leaver CS","2021","Female","Outer London - West and North West","EO","110","90","29490","31060"
"Leaver CS","2021","Female","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Overseas","SEO/HEO","60","50","35990","36960"
"Leaver CS","2021","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","AA/AO","140","120","20280","20500"
"Leaver CS","2021","Female","Shropshire and Staffordshire","EO","60","50","26920","27350"
"Leaver CS","2021","Female","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","AA/AO","170","140","20700","21010"
"Leaver CS","2021","Female","South Yorkshire","EO","110","80","26350","27400"
"Leaver CS","2021","Female","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","AA/AO","80","60","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","EO","30","20","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","AA/AO","160","140","21850","21010"
"Leaver CS","2021","Female","Surrey, East and West Sussex","EO","60","50","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Female","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","AA/AO","240","190","20400","21010"
"Leaver CS","2021","Female","Tees Valley and Durham","EO","70","50","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Female","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","AA/AO","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","220","220","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","AA/AO","190","150","21580","21010"
"Leaver CS","2021","Female","West Central Scotland","EO","100","80","27200","27570"
"Leaver CS","2021","Female","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Female","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","AA/AO","320","250","20180","20180"
"Leaver CS","2021","Female","West Midlands","EO","160","120","26610","27570"
"Leaver CS","2021","Female","West Midlands","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Midlands","SEO/HEO","120","110","37970","36950"
"Leaver CS","2021","Female","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","AA/AO","260","190","20530","21010"
"Leaver CS","2021","Female","West Wales and The Valleys","EO","60","50","27160","27570"
"Leaver CS","2021","Female","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Female","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","AA/AO","240","210","20110","20100"
"Leaver CS","2021","Female","West Yorkshire","EO","140","100","26790","27570"
"Leaver CS","2021","Female","West Yorkshire","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","West Yorkshire","SEO/HEO","100","80","36590","36330"
"Leaver CS","2021","Female","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","AA/AO","90","90","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","EO","50","50","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Male","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","190","180","24220","21720"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","EO","90","80","29070","29290"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","60","60","38900","37930"
"Leaver CS","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","AA/AO","40","40","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","AA/AO","150","140","21530","21010"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","EO","70","60","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Male","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon","AA/AO","150","140","21230","21010"
"Leaver CS","2021","Male","Devon","EO","80","70","[c]","[c]"
"Leaver CS","2021","Male","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Devon","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2021","Male","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","AA/AO","80","70","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","EO","50","40","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Dorset and Somerset","SEO/HEO","70","60","37470","37260"
"Leaver CS","2021","Male","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","AA/AO","250","240","22190","20880"
"Leaver CS","2021","Male","East Anglia","EO","80","70","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","G6/G7","30","30","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Anglia","SEO/HEO","100","90","37600","35960"
"Leaver CS","2021","Male","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Wales","AA/AO","270","260","20090","19560"
"Leaver CS","2021","Male","East Wales","EO","110","100","26980","27460"
"Leaver CS","2021","Male","East Wales","G6/G7","60","50","[c]","[c]"
"Leaver CS","2021","Male","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Wales","SEO/HEO","110","100","37200","37410"
"Leaver CS","2021","Male","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","AA/AO","120","110","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","EO","60","50","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Male","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","AA/AO","200","190","21930","21010"
"Leaver CS","2021","Male","Eastern Scotland","EO","140","130","29820","29190"
"Leaver CS","2021","Male","Eastern Scotland","G6/G7","50","50","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Eastern Scotland","SEO/HEO","140","120","39510","39350"
"Leaver CS","2021","Male","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","AA/AO","60","60","[c]","[c]"
"Leaver CS","2021","Male","Essex","EO","30","30","[c]","[c]"
"Leaver CS","2021","Male","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Essex","SEO/HEO","30","30","[c]","[c]"
