"Status","Year","Sex","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Inner London - East","AA/AO","1180","1130","27240","25110"
"In post","2021","Male","Inner London - East","EO","1740","1700","31080","31060"
"In post","2021","Male","Inner London - East","G6/G7","1910","1870","62490","59940"
"In post","2021","Male","Inner London - East","SCS","350","330","99050","94560"
"In post","2021","Male","Inner London - East","SEO/HEO","2190","2150","40440","40170"
"In post","2021","Male","Inner London - East","Unknown","190","190","34250","34100"
"In post","2021","Male","Inner London - West","AA/AO","2110","2060","26250","24590"
"In post","2021","Male","Inner London - West","EO","3150","3120","29500","29460"
"In post","2021","Male","Inner London - West","G6/G7","10570","10430","60640","58750"
"In post","2021","Male","Inner London - West","SCS","2030","2010","92010","81490"
"In post","2021","Male","Inner London - West","SEO/HEO","10880","10790","38220","37640"
"In post","2021","Male","Inner London - West","Unknown","80","80","37440","36580"
"In post","2021","Male","Kent","AA/AO","1490","1460","26500","26420"
"In post","2021","Male","Kent","EO","1790","1690","28380","27370"
"In post","2021","Male","Kent","G6/G7","170","170","55070","52280"
"In post","2021","Male","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Kent","SEO/HEO","770","740","37390","36480"
"In post","2021","Male","Kent","Unknown","70","70","29680","31260"
"In post","2021","Male","Lancashire","AA/AO","2660","2510","22640","21010"
"In post","2021","Male","Lancashire","EO","1700","1630","27800","27570"
"In post","2021","Male","Lancashire","G6/G7","380","370","58420","55610"
"In post","2021","Male","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Lancashire","SEO/HEO","990","950","35920","34290"
"In post","2021","Male","Lancashire","Unknown","100","90","31140","32100"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","AA/AO","1220","1180","23050","21440"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","EO","780","760","27690","27570"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","G6/G7","90","80","60900","55610"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","SEO/HEO","440","420","37580","37120"
"In post","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","70","60","30130","30210"
"In post","2021","Male","Lincolnshire","AA/AO","610","590","23250","21360"
"In post","2021","Male","Lincolnshire","EO","360","340","28400","27570"
"In post","2021","Male","Lincolnshire","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Lincolnshire","SEO/HEO","340","330","37320","36450"
"In post","2021","Male","Lincolnshire","Unknown","30","30","[c]","[c]"
"In post","2021","Male","Merseyside","AA/AO","2740","2600","21390","21400"
"In post","2021","Male","Merseyside","EO","2320","2230","26290","26000"
"In post","2021","Male","Merseyside","G6/G7","690","680","56620","53430"
"In post","2021","Male","Merseyside","SCS","50","50","[c]","[c]"
"In post","2021","Male","Merseyside","SEO/HEO","1920","1870","35280","33300"
"In post","2021","Male","Merseyside","Unknown","80","80","31290","32690"
"In post","2021","Male","North Eastern Scotland","AA/AO","260","250","28160","25870"
"In post","2021","Male","North Eastern Scotland","EO","280","270","30280","29190"
"In post","2021","Male","North Eastern Scotland","G6/G7","70","70","69230","61850"
"In post","2021","Male","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","North Eastern Scotland","SEO/HEO","320","310","50250","41090"
"In post","2021","Male","North Yorkshire","AA/AO","710","690","23400","20920"
"In post","2021","Male","North Yorkshire","EO","490","480","27780","26750"
"In post","2021","Male","North Yorkshire","G6/G7","330","320","58010","55610"
"In post","2021","Male","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","North Yorkshire","SEO/HEO","670","660","35730","35480"
"In post","2021","Male","North Yorkshire","Unknown","50","50","29870","29200"
"In post","2021","Male","Northern Ireland","AA/AO","990","950","20660","20310"
"In post","2021","Male","Northern Ireland","EO","480","470","26510","25560"
"In post","2021","Male","Northern Ireland","G6/G7","130","120","56140","52580"
"In post","2021","Male","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland","SEO/HEO","460","450","35030","32100"
"In post","2021","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northumberland and Tyne and Wear","AA/AO","3200","3000","20660","21010"
"In post","2021","Male","Northumberland and Tyne and Wear","EO","2230","2130","26400","26120"
"In post","2021","Male","Northumberland and Tyne and Wear","G6/G7","910","900","54950","52580"
"In post","2021","Male","Northumberland and Tyne and Wear","SCS","50","50","92390","88790"
"In post","2021","Male","Northumberland and Tyne and Wear","SEO/HEO","2210","2140","34740","32430"
"In post","2021","Male","Northumberland and Tyne and Wear","Unknown","90","90","30870","30210"
"In post","2021","Male","Outer London - East and North East","AA/AO","620","600","28450","28720"
"In post","2021","Male","Outer London - East and North East","EO","640","620","31700","31060"
"In post","2021","Male","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Outer London - East and North East","SEO/HEO","180","170","40750","39070"
"In post","2021","Male","Outer London - East and North East","Unknown","70","70","33590","33950"
"In post","2021","Male","Outer London - South","AA/AO","730","710","24110","25110"
"In post","2021","Male","Outer London - South","EO","1250","1230","30070","29570"
"In post","2021","Male","Outer London - South","G6/G7","880","860","63910","61280"
"In post","2021","Male","Outer London - South","SCS","30","30","[c]","[c]"
"In post","2021","Male","Outer London - South","SEO/HEO","1720","1690","39650","38770"
"In post","2021","Male","Outer London - South","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Outer London - West and North West","AA/AO","890","860","26510","25630"
"In post","2021","Male","Outer London - West and North West","EO","1850","1710","29880","30160"
"In post","2021","Male","Outer London - West and North West","G6/G7","280","270","60080","58440"
"In post","2021","Male","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Outer London - West and North West","SEO/HEO","990","970","38660","37420"
"In post","2021","Male","Outer London - West and North West","Unknown","60","60","32550","29960"
"In post","2021","Male","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Overseas","EO","150","150","28040","27370"
"In post","2021","Male","Overseas","G6/G7","780","780","60220","58030"
"In post","2021","Male","Overseas","SCS","180","180","87050","78410"
"In post","2021","Male","Overseas","SEO/HEO","960","960","40640","36920"
"In post","2021","Male","Overseas","Unknown","160","150","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","AA/AO","1490","1430","23910","22350"
"In post","2021","Male","Shropshire and Staffordshire","EO","1140","1100","28210","27570"
"In post","2021","Male","Shropshire and Staffordshire","G6/G7","250","240","59160","54540"
"In post","2021","Male","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Shropshire and Staffordshire","SEO/HEO","760","740","37990","37890"
"In post","2021","Male","Shropshire and Staffordshire","Unknown","120","110","32940","34320"
"In post","2021","Male","South Yorkshire","AA/AO","1320","1260","22980","21430"
"In post","2021","Male","South Yorkshire","EO","1070","1030","27340","27370"
"In post","2021","Male","South Yorkshire","G6/G7","580","570","56500","53120"
"In post","2021","Male","South Yorkshire","SCS","40","40","[c]","[c]"
"In post","2021","Male","South Yorkshire","SEO/HEO","1130","1100","35640","35310"
"In post","2021","Male","South Yorkshire","Unknown","60","60","29830","30210"
"In post","2021","Male","Southern Scotland","AA/AO","850","800","21730","20140"
"In post","2021","Male","Southern Scotland","EO","790","750","26810","27150"
"In post","2021","Male","Southern Scotland","G6/G7","240","230","56450","53910"
"In post","2021","Male","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Southern Scotland","SEO/HEO","620","600","35460","33930"
"In post","2021","Male","Surrey, East and West Sussex","AA/AO","1350","1290","25600","24220"
"In post","2021","Male","Surrey, East and West Sussex","EO","1220","1130","28650","27570"
"In post","2021","Male","Surrey, East and West Sussex","G6/G7","230","230","58680","56540"
"In post","2021","Male","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Surrey, East and West Sussex","SEO/HEO","700","680","37930","37310"
"In post","2021","Male","Surrey, East and West Sussex","Unknown","80","80","28960","24320"
"In post","2021","Male","Tees Valley and Durham","AA/AO","2080","1950","24250","21950"
"In post","2021","Male","Tees Valley and Durham","EO","930","880","28110","27570"
"In post","2021","Male","Tees Valley and Durham","G6/G7","170","170","56830","52580"
"In post","2021","Male","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Tees Valley and Durham","SEO/HEO","600","580","37440","36780"
"In post","2021","Male","Tees Valley and Durham","Unknown","80","70","30200","30210"
"In post","2021","Male","Unknown","AA/AO","90","80","21840","21010"
"In post","2021","Male","Unknown","EO","230","220","28000","27570"
"In post","2021","Male","Unknown","G6/G7","90","90","58380","55000"
"In post","2021","Male","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","SEO/HEO","360","360","34840","32750"
"In post","2021","Male","Unknown","Unknown","1750","1740","37670","34160"
"In post","2021","Male","West Central Scotland","AA/AO","3180","3040","23200","21010"
"In post","2021","Male","West Central Scotland","EO","2390","2280","28740","27570"
"In post","2021","Male","West Central Scotland","G6/G7","680","670","60770","61010"
"In post","2021","Male","West Central Scotland","SCS","40","40","[c]","[c]"
"In post","2021","Male","West Central Scotland","SEO/HEO","2080","2010","37510","35810"
"In post","2021","Male","West Central Scotland","Unknown","50","50","43160","45130"
"In post","2021","Male","West Midlands","AA/AO","2000","1910","21210","20640"
"In post","2021","Male","West Midlands","EO","2240","2160","26910","27570"
"In post","2021","Male","West Midlands","G6/G7","850","840","57380","53500"
"In post","2021","Male","West Midlands","SCS","80","80","97280","89500"
"In post","2021","Male","West Midlands","SEO/HEO","2030","1990","35700","33990"
"In post","2021","Male","West Midlands","Unknown","180","180","30360","28200"
"In post","2021","Male","West Wales and The Valleys","AA/AO","2490","2360","21490","21590"
"In post","2021","Male","West Wales and The Valleys","EO","1510","1460","27530","27570"
"In post","2021","Male","West Wales and The Valleys","G6/G7","470","460","62150","60830"
"In post","2021","Male","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","West Wales and The Valleys","SEO/HEO","1420","1380","38900","37410"
"In post","2021","Male","West Wales and The Valleys","Unknown","130","120","31240","30210"
"In post","2021","Male","West Yorkshire","AA/AO","2310","2200","22640","21010"
"In post","2021","Male","West Yorkshire","EO","2240","2170","27150","27570"
"In post","2021","Male","West Yorkshire","G6/G7","930","910","56310","52760"
"In post","2021","Male","West Yorkshire","SCS","90","80","88290","79880"
"In post","2021","Male","West Yorkshire","SEO/HEO","2000","1940","35340","33920"
"In post","2021","Male","West Yorkshire","Unknown","120","120","30500","31340"
"In post","2021","Unknown","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bedfordshire and Hertfordshire","AA/AO","660","590","23980","23230"
"In post","2022","Female","Bedfordshire and Hertfordshire","EO","950","860","28850","29290"
"In post","2022","Female","Bedfordshire and Hertfordshire","G6/G7","210","200","61100","59730"
"In post","2022","Female","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Female","Bedfordshire and Hertfordshire","SEO/HEO","540","510","38900","37800"
"In post","2022","Female","Bedfordshire and Hertfordshire","Unknown","330","300","29590","28200"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","1520","1390","23870","21960"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","EO","1320","1210","28580","27570"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","360","330","60790","57930"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","SCS","30","30","[c]","[c]"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","1180","1120","37410","36050"
"In post","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","480","450","29430","26310"
