"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Barnsley, Doncaster and Rotherham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedford","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Belfast","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Belfast","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Belfast","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Belfast","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Belfast","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bexley and Greenwich","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bexley and Greenwich","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackburn with Darwen","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackpool","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackpool","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackpool","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackpool","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Blackpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bournemouth and Poole","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bournemouth and Poole","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bradford","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Breckland and South Norfolk","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Brent","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bridgend and Neath Port Talbot","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Brighton and Hove","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bristol, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Buckinghamshire CC","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Buckinghamshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Buckinghamshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Calderdale and Kirklees","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Valleys","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Valleys","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire East","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chorley and West Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Croydon","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Croydon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Croydon","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Croydon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Darlington","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derby","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset CC","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dorset CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Durham CC","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Durham CC","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Durham CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Durham CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Durham CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ealing","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Ealing","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Cumbria","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Cumbria","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Kent","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Kent","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Merseyside","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Riding of Yorkshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Riding of Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Riding of Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Surrey","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Surrey","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Sussex CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Sussex CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Enfield","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Enfield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Thames Gateway","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Flintshire and Wrexham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Flintshire and Wrexham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Flintshire and Wrexham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Glasgow City","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gloucestershire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester North West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South East","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South West","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gwent Valleys","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gwynedd","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hackney and Newham","Unknown","[c]","[c]","[c]","[c]"
