"Status","Year","Sexual_orientation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Ministry of Defence","410","400","31760","28080"
"Leaver CS","2022","Heterosexual / straight","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Social Research","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Statistics","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Cabinet Office","320","300","48780","41330"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Transport","130","130","48780","43360"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department for Work and Pensions","490","460","26260","25110"
"Leaver CS","2022","Heterosexual / straight","Unknown","Department of Health and Social Care","40","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Ministry of Justice","440","380","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Scottish Government","300","280","43130","36130"
"Leaver CS","2022","Heterosexual / straight","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Veterinarian","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
