"Status","Year","Sexual_orientation","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Transport","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Department for Work and Pensions","390","370","26400","27570"
"Leaver CS","2022","LGBO","Operational Delivery","Department of Health and Social Care","60","60","33560","27200"
"Leaver CS","2022","LGBO","Operational Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Home Office","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Ministry of Justice","470","460","26120","21170"
"Leaver CS","2022","LGBO","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
