"Status","Year","Responsibility_level","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","60","60","18690","18850"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Security","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","120","120","20930","21010"
"New entrant CS","2021","AA/AO","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Operational Delivery","330","320","20350","19930"
"New entrant CS","2021","AA/AO","Greater Manchester","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Greater Manchester","Tax","260","250","20140","20140"
"New entrant CS","2021","AA/AO","Greater Manchester","Unknown","320","320","20950","21010"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Operational Delivery","260","240","21390","20600"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Other","60","60","20560","20920"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Security","60","60","27320","24540"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Tax","80","80","20140","20140"
"New entrant CS","2021","AA/AO","Hampshire and Isle of Wight","Unknown","90","80","20960","21010"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","140","140","21770","22850"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Herefordshire, Worcestershire and Warwickshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Highlands and Islands","Unknown","60","60","21190","21010"
"New entrant CS","2021","AA/AO","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Operational Delivery","340","330","24620","22680"
"New entrant CS","2021","AA/AO","Inner London - East","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - East","Unknown","200","200","24760","25110"
"New entrant CS","2021","AA/AO","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Economics","50","50","23230","23310"
"New entrant CS","2021","AA/AO","Inner London - West","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Operational Delivery","550","540","24190","22680"
"New entrant CS","2021","AA/AO","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Other","70","70","22850","22390"
"New entrant CS","2021","AA/AO","Inner London - West","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Policy","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Security","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Inner London - West","Unknown","120","110","23950","25110"
"New entrant CS","2021","AA/AO","Kent","Operational Delivery","380","370","23240","21500"
"New entrant CS","2021","AA/AO","Kent","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Kent","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Kent","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Kent","Unknown","130","120","24150","24180"
"New entrant CS","2021","AA/AO","Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Operational Delivery","220","210","21430","21880"
"New entrant CS","2021","AA/AO","Lancashire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lancashire","Unknown","730","720","21020","21010"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Operational Delivery","260","260","20910","20600"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Leicestershire, Rutland and Northamptonshire","Unknown","130","120","21180","21010"
"New entrant CS","2021","AA/AO","Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Operational Delivery","70","70","21090","20600"
"New entrant CS","2021","AA/AO","Lincolnshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Operational Delivery","260","250","20640","21430"
"New entrant CS","2021","AA/AO","Merseyside","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Merseyside","Tax","210","200","20140","20140"
"New entrant CS","2021","AA/AO","Merseyside","Unknown","110","110","20940","21010"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Operational Delivery","60","60","20920","21050"
"New entrant CS","2021","AA/AO","North Yorkshire","Other","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","North Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Operational Delivery","90","90","20310","20140"
"New entrant CS","2021","AA/AO","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland","Tax","100","90","20140","20140"
"New entrant CS","2021","AA/AO","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Operational Delivery","90","90","19980","20140"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Tax","440","430","20140","20140"
"New entrant CS","2021","AA/AO","Northumberland and Tyne and Wear","Unknown","860","860","20950","21010"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Operational Delivery","180","170","25620","28720"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - East and North East","Unknown","140","140","25140","25110"
"New entrant CS","2021","AA/AO","Outer London - South","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Operational Delivery","140","140","22940","23400"
"New entrant CS","2021","AA/AO","Outer London - South","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - South","Unknown","90","90","24910","25110"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Operational Delivery","200","190","24060","22680"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
