"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Portsmouth","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Crown Prosecution Service","Attorney General's Departments","110","100","38780","30110"
"In post","2021","Portsmouth","Defence Equipment and Support","Ministry of Defence","90","80","33480","32930"
"In post","2021","Portsmouth","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","330","290","25440","27570"
"In post","2021","Portsmouth","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","HM Courts and Tribunals Service","Ministry of Justice","120","100","25000","20910"
"In post","2021","Portsmouth","HM Prison and Probation Service","Ministry of Justice","60","50","30760","30210"
"In post","2021","Portsmouth","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1000","880","27510","25560"
"In post","2021","Portsmouth","Home Office (incl. agencies)","Home Office","440","420","28880","26410"
"In post","2021","Portsmouth","Ministry of Defence (excl. agencies)","Ministry of Defence","1730","1680","33240","33300"
"In post","2021","Portsmouth","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","80","27310","27570"
"In post","2021","Powys","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Powys","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Powys","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Ministry of Defence (excl. agencies)","Ministry of Defence","230","220","24820","21130"
"In post","2021","Powys","Welsh Government (excl. agencies)","Welsh Government","190","180","34610","28850"
"In post","2021","Redbridge and Waltham Forest","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","810","740","29180","31060"
"In post","2021","Redbridge and Waltham Forest","Driver and Vehicle Standards Agency","Department for Transport","50","40","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","HM Courts and Tribunals Service","Ministry of Justice","110","90","23940","22450"
"In post","2021","Redbridge and Waltham Forest","HM Prison and Probation Service","Ministry of Justice","80","70","32450","32090"
"In post","2021","Redbridge and Waltham Forest","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","350","310","27280","27570"
"In post","2021","Sandwell","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","HM Prison and Probation Service","Ministry of Justice","60","60","26430","23840"
"In post","2021","Sandwell","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","60","27710","27570"
"In post","2021","Scottish Borders","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Scottish Government (excl. agencies)","Scottish Government","50","40","[c]","[c]"
"In post","2021","Scottish Borders","Scottish Public Pensions Agency","Scottish Government","290","260","29650","26160"
"In post","2021","Scottish Borders","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Charity Commission","Charity Commission","310","290","32780","29160"
"In post","2021","Sefton","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","910","820","26880","27570"
"In post","2021","Sefton","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Health and Safety Executive","Department for Work and Pensions","870","820","40150","35910"
"In post","2021","Sefton","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","HM Prison and Probation Service","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Sefton","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2490","2230","27060","21440"
"In post","2021","Sefton","Home Office (incl. agencies)","Home Office","1220","1110","24990","21430"
"In post","2021","Sefton","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Valuation Office Agency","HM Revenue and Customs","120","110","33010","30000"
"In post","2021","Sheffield","Cabinet Office (excl. agencies)","Cabinet Office","100","100","46980","49700"
"In post","2021","Sheffield","Crown Prosecution Service","Attorney General's Departments","140","120","35940","28430"
"In post","2021","Sheffield","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Department for Education (excl. agencies)","Department for Education","1080","1040","40920","36960"
"In post","2021","Sheffield","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1930","1750","33960","31990"
"In post","2021","Sheffield","Driver and Vehicle Standards Agency","Department for Transport","40","30","[c]","[c]"
"In post","2021","Sheffield","Education and Skills Funding Agency","Department for Education","300","290","38660","36500"
"In post","2021","Sheffield","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Health and Safety Executive","Department for Work and Pensions","50","50","46330","45870"
"In post","2021","Sheffield","HM Courts and Tribunals Service","Ministry of Justice","220","190","22360","19830"
"In post","2021","Sheffield","HM Prison and Probation Service","Ministry of Justice","130","120","29170","28200"
"In post","2021","Sheffield","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","60","50","36340","31840"
"In post","2021","Sheffield","Home Office (incl. agencies)","Home Office","2510","2310","27710","24890"
"In post","2021","Sheffield","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Ministry of Justice (excl. agencies)","Ministry of Justice","100","100","52730","53000"
"In post","2021","Sheffield","National Crime Agency","National Crime Agency","90","90","35150","34140"
"In post","2021","Sheffield","Public Health England","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Sheffield","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Valuation Office Agency","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","Shetland Islands","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Shropshire CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","120","27640","27570"
"In post","2021","Shropshire CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","HM Prison and Probation Service","Ministry of Justice","380","360","29050","26810"
"In post","2021","Shropshire CC","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","530","520","28770","29350"
"In post","2021","Shropshire CC","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Solihull","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","120","27270","27570"
"In post","2021","Solihull","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","150","140","32590","31810"
"In post","2021","Solihull","Home Office (incl. agencies)","Home Office","770","720","27930","25360"
"In post","2021","Solihull","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Somerset","Charity Commission","Charity Commission","50","50","35580","30350"
"In post","2021","Somerset","Defence Equipment and Support","Ministry of Defence","330","320","36070","34810"
"In post","2021","Somerset","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","540","470","26230","27570"
"In post","2021","Somerset","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"In post","2021","Somerset","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","HM Courts and Tribunals Service","Ministry of Justice","80","70","22250","19830"
"In post","2021","Somerset","HM Prison and Probation Service","Ministry of Justice","70","60","28170","28200"
"In post","2021","Somerset","Ministry of Defence (excl. agencies)","Ministry of Defence","320","300","25060","20920"
"In post","2021","Somerset","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","UK Hydrographic Office","Ministry of Defence","840","800","34690","33290"
"In post","2021","South and West Derbyshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","310","270","27940","27570"
"In post","2021","South and West Derbyshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Health and Safety Executive","Department for Work and Pensions","340","310","41420","39390"
"In post","2021","South and West Derbyshire","HM Prison and Probation Service","Ministry of Justice","460","430","29640","27380"
"In post","2021","South and West Derbyshire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","140","130","27350","27570"
"In post","2021","South Ayrshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Scottish Government (excl. agencies)","Scottish Government","50","50","31780","29190"
"In post","2021","South Ayrshire","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Crown Prosecution Service","Attorney General's Departments","150","140","45830","50520"
"In post","2021","South Hampshire","Defence Equipment and Support","Ministry of Defence","220","220","24870","23090"
"In post","2021","South Hampshire","Defence Science and Technology Laboratory","Ministry of Defence","80","70","36890","37320"
"In post","2021","South Hampshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","230","200","27600","27570"
"In post","2021","South Hampshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","HM Prison and Probation Service","Ministry of Justice","70","60","26380","22920"
"In post","2021","South Hampshire","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Maritime and Coastguard Agency","Department for Transport","160","160","32890","31470"
"In post","2021","South Hampshire","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Ministry of Defence (excl. agencies)","Ministry of Defence","620","590","31470","32670"
"In post","2021","South Hampshire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","United Kingdom Statistics Authority","United Kingdom Statistics Authority","2430","1990","28660","23520"
"In post","2021","South Lanarkshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Crown Office and Procurator Fiscal Service","Scottish Government","140","130","38270","33550"
"In post","2021","South Lanarkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","170","140","27430","27570"
"In post","2021","South Lanarkshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","970","930","40570","34530"
"In post","2021","South Lanarkshire","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2230","1940","25280","21440"
"In post","2021","South Lanarkshire","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Scottish Courts and Tribunals Service","Scottish Government","70","60","24900","22820"
"In post","2021","South Lanarkshire","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","40","26930","27570"
"In post","2021","South Nottinghamshire","Driver and Vehicle Standards Agency","Department for Transport","40","40","[c]","[c]"
"In post","2021","South Nottinghamshire","Health and Safety Executive","Department for Work and Pensions","50","50","48210","44460"
"In post","2021","South Nottinghamshire","HM Prison and Probation Service","Ministry of Justice","420","400","29380","27380"
"In post","2021","South Nottinghamshire","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Ministry of Defence (excl. agencies)","Ministry of Defence","120","120","25900","22080"
"In post","2021","South Nottinghamshire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Crown Prosecution Service","Attorney General's Departments","100","90","38060","32370"
"In post","2021","South Teesside","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","630","560","25020","27570"
"In post","2021","South Teesside","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","HM Courts and Tribunals Service","Ministry of Justice","170","150","23860","20100"
"In post","2021","South Teesside","HM Prison and Probation Service","Ministry of Justice","120","100","28180","28200"
"In post","2021","South Teesside","Home Office (incl. agencies)","Home Office","90","90","25790","25240"
"In post","2021","South Teesside","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","150","140","28110","25190"
"In post","2021","South West Wales","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","430","380","25290","27570"
"In post","2021","South West Wales","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","South West Wales","HM Prison and Probation Service","Ministry of Justice","70","70","27930","24020"
"In post","2021","South West Wales","Home Office (incl. agencies)","Home Office","40","40","[c]","[c]"
"In post","2021","South West Wales","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Ministry of Defence (excl. agencies)","Ministry of Defence","60","60","23200","20060"
"In post","2021","South West Wales","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Welsh Government (excl. agencies)","Welsh Government","590","560","35510","34490"
"In post","2021","Southampton","Department for Transport (excl. agencies)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Southampton","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","270","240","26150","27570"
"In post","2021","Southampton","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","HM Courts and Tribunals Service","Ministry of Justice","130","110","23500","20910"
"In post","2021","Southampton","HM Prison and Probation Service","Ministry of Justice","70","60","28130","28200"
"In post","2021","Southampton","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Home Office (incl. agencies)","Home Office","80","80","27440","26410"
"In post","2021","Southampton","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Maritime and Coastguard Agency","Department for Transport","520","500","38570","36790"
"In post","2021","Southampton","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Valuation Office Agency","HM Revenue and Customs","100","90","33970","32100"
"In post","2021","Southend-on-Sea","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","220","200","28800","29290"
"In post","2021","Southend-on-Sea","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Southend-on-Sea","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1030","930","33360","31810"
"In post","2021","Southend-on-Sea","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","60","60","25520","21050"
"In post","2021","Staffordshire CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Defence Electronics and Components Agency","Ministry of Defence","60","60","25770","25950"
"In post","2021","Staffordshire CC","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","480","430","27560","27570"
"In post","2021","Staffordshire CC","Driver and Vehicle Standards Agency","Department for Transport","130","120","27870","26780"
"In post","2021","Staffordshire CC","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","HM Courts and Tribunals Service","Ministry of Justice","110","100","26360","20420"
"In post","2021","Staffordshire CC","HM Prison and Probation Service","Ministry of Justice","2110","2000","29310","26810"
"In post","2021","Staffordshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","770","740","34010","33300"
"In post","2021","Staffordshire CC","Ministry of Justice (excl. agencies)","Ministry of Justice","150","140","26360","21170"
"In post","2021","Staffordshire CC","National Crime Agency","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Staffordshire CC","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Crown Prosecution Service","Attorney General's Departments","60","60","41930","48080"
"In post","2021","Stoke-on-Trent","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","490","430","25650","27570"
"In post","2021","Stoke-on-Trent","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","HM Courts and Tribunals Service","Ministry of Justice","480","440","20130","18880"
"In post","2021","Stoke-on-Trent","HM Prison and Probation Service","Ministry of Justice","90","80","29800","28200"
"In post","2021","Stoke-on-Trent","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
