"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bristol, City of","HM Prison and Probation Service","Ministry of Justice","510","480","28340","25380"
"In post","2021","Bristol, City of","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1290","1220","35180","31810"
"In post","2021","Bristol, City of","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Insolvency Service","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Bristol, City of","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Legal Aid Agency","Ministry of Justice","60","60","25430","22570"
"In post","2021","Bristol, City of","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Bristol, City of","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","70","60","42060","38160"
"In post","2021","Bristol, City of","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","280","270","43010","35010"
"In post","2021","Bristol, City of","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Planning Inspectorate","Ministry of Housing, Communities and Local Government","810","740","43430","42050"
"In post","2021","Bristol, City of","Public Health England","Department of Health and Social Care","360","320","40130","34660"
"In post","2021","Bristol, City of","Rural Payments Agency","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2021","Bristol, City of","Valuation Office Agency","HM Revenue and Customs","110","90","35950","32100"
"In post","2021","Bristol, City of","Vehicle Certification Agency","Department for Transport","130","120","33750","28980"
"In post","2021","Bromley","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","280","260","31150","31060"
"In post","2021","Bromley","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","HM Courts and Tribunals Service","Ministry of Justice","140","130","25280","22450"
"In post","2021","Bromley","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","210","190","27760","27570"
"In post","2021","Buckinghamshire CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","HM Courts and Tribunals Service","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","HM Prison and Probation Service","Ministry of Justice","690","650","31240","30400"
"In post","2021","Buckinghamshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","720","700","34150","32120"
"In post","2021","Buckinghamshire CC","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","50","27230","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Forestry and Land Scotland","Scottish Government","50","50","28720","27320"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Scottish Government (excl. agencies)","Scottish Government","40","40","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","730","650","27080","27570"
"In post","2021","Calderdale and Kirklees","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","HM Courts and Tribunals Service","Ministry of Justice","50","40","23840","20100"
"In post","2021","Calderdale and Kirklees","HM Prison and Probation Service","Ministry of Justice","110","100","28420","28200"
"In post","2021","Calderdale and Kirklees","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","Valuation Office Agency","HM Revenue and Customs","120","110","26250","21100"
"In post","2021","Cambridgeshire CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Defence Equipment and Support","Ministry of Defence","50","50","35010","34370"
"In post","2021","Cambridgeshire CC","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Education (excl. agencies)","Department for Education","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","230","220","28320","27570"
"In post","2021","Cambridgeshire CC","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","HM Courts and Tribunals Service","Ministry of Justice","70","60","22670","19930"
"In post","2021","Cambridgeshire CC","HM Prison and Probation Service","Ministry of Justice","1210","1140","29830","29810"
"In post","2021","Cambridgeshire CC","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","1040","1020","34360","33300"
"In post","2021","Cambridgeshire CC","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Cambridgeshire CC","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","100","100","62230","64500"
"In post","2021","Cambridgeshire CC","Public Health England","Department of Health and Social Care","310","280","42540","34620"
"In post","2021","Cambridgeshire CC","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Cambridgeshire CC","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cambridgeshire CC","Valuation Office Agency","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Camden and City of London","Cabinet Office (excl. agencies)","Cabinet Office","100","90","54190","54700"
"In post","2021","Camden and City of London","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Debt Management Office","HM Treasury","110","110","58680","51550"
"In post","2021","Camden and City of London","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","70","70","30980","31060"
"In post","2021","Camden and City of London","Government Actuary's Department","Chancellor's other departments","200","190","64910","57250"
"In post","2021","Camden and City of London","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","HM Courts and Tribunals Service","Ministry of Justice","860","830","26190","23500"
"In post","2021","Camden and City of London","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1510","1450","38460","36160"
"In post","2021","Camden and City of London","Home Office (incl. agencies)","Home Office","340","330","34220","30600"
"In post","2021","Camden and City of London","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Camden and City of London","Ministry of Defence (excl. agencies)","Ministry of Defence","120","120","34730","30750"
"In post","2021","Camden and City of London","Ministry of Justice (excl. agencies)","Ministry of Justice","130","130","37770","31780"
"In post","2021","Camden and City of London","National Infrastructure Commission","HM Treasury","40","40","[c]","[c]"
