"Status","Year","Region_ITL3","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","City of Edinburgh","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","HM Revenue and Customs (excl. agencies)","Unknown","220","210","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","National Records of Scotland","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Registers of Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Registers of Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","No function","30","30","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Government (excl. agencies)","Unknown","310","290","43170","36130"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","No function","40","30","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","City of Edinburgh","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","No function","60","50","24010","21260"
"Leaver CS","2022","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Scottish Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Scottish Prison Service","No function","30","30","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Clackmannanshire and Fife","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Conwy and Denbighshire","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","No function","70","70","24090","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Work and Pensions (excl. agencies)","No function","30","20","[c]","[c]"
"Leaver CS","2022","Coventry","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Coventry","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Department for Work and Pensions (excl. agencies)","No function","40","40","[c]","[c]"
"Leaver CS","2022","Croydon","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Courts and Tribunals Service","No function","30","30","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Prison and Probation Service","No function","40","40","[c]","[c]"
"Leaver CS","2022","Croydon","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","HM Revenue and Customs (excl. agencies)","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","Croydon","Home Office","Unknown","330","300","38060","35050"
"Leaver CS","2022","Croydon","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Croydon","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Work and Pensions (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","HM Treasury (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Darlington","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Department for Work and Pensions (excl. agencies)","No function","60","50","25450","27570"
"Leaver CS","2022","Derby","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derby","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derry City and Strabane","HM Revenue and Customs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Department for Work and Pensions (excl. agencies)","No function","100","80","24250","21260"
"Leaver CS","2022","Devon CC","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","HM Prison and Probation Service","No function","150","130","[c]","[c]"
"Leaver CS","2022","Devon CC","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Met Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Met Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Met Office","Digital, Data & Technology","80","70","33490","33050"
"Leaver CS","2022","Devon CC","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Met Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","The Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","UK Health Security Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon CC","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Department for Work and Pensions (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","HM Prison and Probation Service","No function","120","110","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","No function","40","30","[c]","[c]"
"Leaver CS","2022","Dudley","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Driver and Vehicle Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","HM Prison and Probation Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dudley","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
