"Status","Year","Organisation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Leicestershire, Rutland and Northamptonshire","1260","1120","25600","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Lincolnshire","490","430","26110","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Merseyside","3190","2780","25510","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","North Eastern Scotland","210","180","26180","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","North Yorkshire","270","240","27630","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Northumberland, and Tyne and Wear","4660","4080","24680","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outer London - East and North East","1310","1200","30900","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outer London - South","660","620","30870","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outer London - West and North West","1360","1250","30810","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Shropshire and Staffordshire","1210","1060","26480","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","South Yorkshire","1790","1540","26490","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Southern Scotland","630","560","27070","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Surrey, East and West Sussex","1920","1690","26300","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Tees Valley and Durham","1940","1700","25230","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","390","360","28770","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Central Scotland","3310","2900","24660","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Midlands","4270","3750","25870","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Wales and The Valleys","3390","3030","25670","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","West Yorkshire","2750","2490","26850","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Operational Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Bedfordshire and Hertfordshire","140","130","27720","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Berkshire, Buckinghamshire and Oxfordshire","60","50","28690","28920"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Cheshire","70","70","27130","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Cornwall and Isles of Scilly","50","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Derbyshire and Nottinghamshire","130","120","26190","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Devon","100","90","26960","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Dorset and Somerset","180","150","23460","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","East Anglia","160","150","26750","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","East Wales","130","120","26910","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","East Yorkshire and Northern Lincolnshire","80","70","25980","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Eastern Scotland","200","180","26610","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Essex","90","80","27950","29290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","26570","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Greater Manchester","610","560","24920","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Herefordshire, Worcestershire and Warwickshire","250","210","22710","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Highlands and Islands","150","140","23960","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Inner London - East","160","150","30850","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Inner London - West","230","220","45000","31880"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Kent","170","160","28460","29290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Lancashire","380","350","26920","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Leicestershire, Rutland and Northamptonshire","300","250","23400","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Merseyside","230","210","27310","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","North Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Northumberland, and Tyne and Wear","740","660","24170","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Outer London - East and North East","130","120","31030","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Outer London - South","90","80","30700","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Outer London - West and North West","120","110","30660","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Shropshire and Staffordshire","110","100","27840","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","South Yorkshire","370","320","25850","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Southern Scotland","60","50","27750","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Surrey, East and West Sussex","160","140","27020","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Tees Valley and Durham","120","110","25010","26120"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","Unknown","100","90","28090","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","West Central Scotland","330","300","25080","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","West Midlands","470","420","24590","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","West Wales and The Valleys","380","350","25940","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Other","West Yorkshire","440","380","25450","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Inner London - West","570","550","48520","41600"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","South Yorkshire","190","180","44200","38550"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Policy","West Yorkshire","180","170","39390","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Greater Manchester","60","50","40370","35470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Hampshire and Isle of Wight","140","100","22360","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Inner London - East","120","90","25340","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Inner London - West","130","130","47910","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Lancashire","330","300","33610","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Northumberland, and Tyne and Wear","140","120","38040","34290"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","South Yorkshire","110","100","39690","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands","50","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Yorkshire","120","100","41120","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Inner London - West","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Northumberland, and Tyne and Wear","40","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Greater Manchester","50","50","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Inner London - West","90","90","44870","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Lancashire","50","50","39500","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Northumberland, and Tyne and Wear","80","80","37330","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South Yorkshire","40","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Yorkshire","80","70","42960","36540"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Inner London - West","50","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Northumberland, and Tyne and Wear","70","70","43070","36780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","South Yorkshire","40","40","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Greater Manchester","50","50","33270","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Inner London - West","90","90","45510","36650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Lancashire","30","30","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Northumberland, and Tyne and Wear","70","70","32810","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South Yorkshire","50","50","37450","31990"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","West Yorkshire","50","50","[c]","[c]"
