"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Policy","Education and Skills Funding Agency","30-39","50","50","[c]","[c]"
"In post","2021","Policy","Education and Skills Funding Agency","40-49","60","60","54290","50630"
"In post","2021","Policy","Education and Skills Funding Agency","50-59","50","50","53980","50130"
"In post","2021","Policy","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Food Standards Agency","30-39","60","60","42280","37910"
"In post","2021","Policy","Food Standards Agency","40-49","50","50","45290","40960"
"In post","2021","Policy","Food Standards Agency","50-59","40","40","[c]","[c]"
"In post","2021","Policy","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","720","720","36290","35700"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","1180","1170","49210","52680"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","1130","1110","55540","56800"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","890","870","56500","56590"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","110","110","62020","60720"
"In post","2021","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Health and Safety Executive","50-59","40","40","[c]","[c]"
"In post","2021","Policy","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Prison and Probation Service","20-29","100","90","27420","27070"
"In post","2021","Policy","HM Prison and Probation Service","30-39","150","150","37460","33900"
"In post","2021","Policy","HM Prison and Probation Service","40-49","150","140","39850","34290"
"In post","2021","Policy","HM Prison and Probation Service","50-59","150","150","43240","32340"
"In post","2021","Policy","HM Prison and Probation Service","60-64","40","40","[c]","[c]"
"In post","2021","Policy","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","20-29","60","60","41250","36160"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","30-39","180","170","55330","59160"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","40-49","280","260","53570","52580"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","50-59","490","470","52850","52580"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","60-64","90","70","50370","44610"
"In post","2021","Policy","HM Revenue and Customs (excl. agencies)","65+","30","20","[c]","[c]"
"In post","2021","Policy","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Treasury (excl. agencies)","20-29","710","710","39970","33820"
"In post","2021","Policy","HM Treasury (excl. agencies)","30-39","450","440","57540","59050"
"In post","2021","Policy","HM Treasury (excl. agencies)","40-49","120","110","66530","68270"
"In post","2021","Policy","HM Treasury (excl. agencies)","50-59","60","50","61740","53710"
"In post","2021","Policy","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","HM Treasury (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Home Office (incl. agencies)","20-29","510","510","40700","37450"
"In post","2021","Policy","Home Office (incl. agencies)","30-39","720","700","51050","57430"
"In post","2021","Policy","Home Office (incl. agencies)","40-49","520","490","55520","57460"
"In post","2021","Policy","Home Office (incl. agencies)","50-59","300","300","53490","52280"
"In post","2021","Policy","Home Office (incl. agencies)","60-64","60","50","49990","42410"
"In post","2021","Policy","Home Office (incl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Insolvency Service","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Legal Aid Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Legal Aid Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Legal Aid Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Maritime and Coastguard Agency","20-29","30","30","[c]","[c]"
"In post","2021","Policy","Maritime and Coastguard Agency","30-39","60","60","37160","38650"
"In post","2021","Policy","Maritime and Coastguard Agency","40-49","60","60","42930","40080"
"In post","2021","Policy","Maritime and Coastguard Agency","50-59","30","30","[c]","[c]"
"In post","2021","Policy","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","20-29","240","240","39950","37760"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","30-39","280","280","47650","45200"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","40-49","200","190","50390","45200"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","50-59","270","270","40680","35550"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","60-64","50","50","39990","35970"
"In post","2021","Policy","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","20-29","360","360","39430","34550"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","30-39","400","390","49960","53130"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","40-49","260","250","55910","53130"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","50-59","220","210","51580","53130"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","60-64","40","30","[c]","[c]"
"In post","2021","Policy","Ministry of Housing, Communities and Local Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","20-29","170","170","37920","36800"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","30-39","180","170","43590","37760"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","40-49","150","150","49200","49740"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","50-59","130","130","45150","41340"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","60-64","30","30","[c]","[c]"
"In post","2021","Policy","Ministry of Justice (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","National Infrastructure Commission","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","30-39","30","30","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office for Standards in Education, Children's Services and Skills","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Gas and Electricity Markets","20-29","40","40","[c]","[c]"
"In post","2021","Policy","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of the Public Guardian","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of the Public Guardian","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Office of the Public Guardian","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Registers of Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Registers of Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Registers of Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Scotland Office (incl. Office of the Advocate General for Scotland)","20-29","[c]","[c]","[c]","[c]"
