"Status","Year","Region_ITL3","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mid Kent","Department for Work and Pensions","Operational Delivery","170","160","31220","29290"
"In post","2022","Mid Kent","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Operational Delivery","550","520","28920","27120"
"In post","2022","Mid Kent","Ministry of Justice","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Kent","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Legal","90","90","52010","54200"
"In post","2022","Mid Lancashire","Attorney General's Departments","Operational Delivery","80","70","26840","25950"
"In post","2022","Mid Lancashire","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Operational Delivery","90","80","26970","24920"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Transport","Operational Delivery","50","50","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Counter Fraud","60","60","27810","27570"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Operational Delivery","1600","1420","23750","21260"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Other","90","80","24710","22250"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Operational Delivery","400","360","28350","27130"
"In post","2022","Mid Lancashire","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Operational Delivery","1120","970","26280","22080"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Policy","50","40","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Project Delivery","200","190","43380","40520"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Property","40","40","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Tax","130","110","30050","21250"
"In post","2022","Mid Lancashire","HM Revenue and Customs","Unknown","120","110","25130","21250"
"In post","2022","Mid Lancashire","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Other","60","60","24100","21830"
"In post","2022","Mid Lancashire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mid Lancashire","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
