"Status","Year","Parent_department","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Declared non-disabled","200","200","35290","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Commercial","Unknown","60","60","30840","29360"
"New entrant CS","2022","Department for Education","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Communications","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data and Technology","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Digital, Data and Technology","Unknown","140","140","37140","36500"
"New entrant CS","2022","Department for Education","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Finance","Unknown","120","120","34420","29360"
"New entrant CS","2022","Department for Education","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Operational Delivery","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Operational Delivery","Unknown","70","70","33610","29360"
"New entrant CS","2022","Department for Education","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Policy","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Policy","Unknown","320","310","32210","29360"
"New entrant CS","2022","Department for Education","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Property","Unknown","80","80","42130","36500"
"New entrant CS","2022","Department for Education","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Declared non-disabled","190","190","39240","37050"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Declared non-disabled","60","60","37890","34300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Declared disabled","60","60","23050","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Declared non-disabled","770","740","23000","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Operational Delivery","Unknown","60","50","23950","21300"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Policy","Declared disabled","120","120","38250","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Policy","Declared non-disabled","720","710","37050","32690"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Policy","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Policy","Unknown","270","260","38090","33820"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Declared non-disabled","110","110","26900","25010"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Declared non-disabled","90","90","36530","31800"
"New entrant CS","2022","Department for International Trade","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","International Trade","Unknown","100","100","37680","31800"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Declared non-disabled","60","50","29440","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Policy","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Policy","Declared non-disabled","240","240","36250","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Policy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Policy","Unknown","80","80","34630","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data and Technology","Declared non-disabled","70","70","34970","30730"
"New entrant CS","2022","Department for Transport","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Digital, Data and Technology","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Economics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Operational Delivery","Declared disabled","30","30","[c]","[c]"
