"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SCS","Medicines and Healthcare Products Regulatory Agency","Female","70","70","86590","83660"
"In post","2022","SCS","Medicines and Healthcare Products Regulatory Agency","Male","50","50","[c]","[c]"
"In post","2022","SCS","Met Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Met Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence (excl. agencies)","Female","130","130","86730","80000"
"In post","2022","SCS","Ministry of Defence (excl. agencies)","Male","220","210","92700","87030"
"In post","2022","SCS","Ministry of Justice (excl. agencies)","Female","90","80","85630","80690"
"In post","2022","SCS","Ministry of Justice (excl. agencies)","Male","70","70","89350","84900"
"In post","2022","SCS","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Government (excl. agencies)","Female","110","100","88080","83230"
"In post","2022","SCS","Scottish Government (excl. agencies)","Male","110","110","89080","83230"
"In post","2022","SCS","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Health Security Agency","Female","210","180","104420","100980"
"In post","2022","SCS","UK Health Security Agency","Male","200","180","106120","102850"
"In post","2022","SCS","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Female","30","30","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Male","50","50","[c]","[c]"
"In post","2022","SCS","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Welsh Government (excl. agencies)","Female","80","80","83870","78460"
"In post","2022","SCS","Welsh Government (excl. agencies)","Male","110","100","89600","81760"
"In post","2022","SCS","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Advisory, Conciliation and Arbitration Service","Female","350","320","35010","34500"
"In post","2022","SEO/HEO","Advisory, Conciliation and Arbitration Service","Male","250","240","36750","34500"
"In post","2022","SEO/HEO","Animal and Plant Health Agency","Female","550","520","35140","35900"
"In post","2022","SEO/HEO","Animal and Plant Health Agency","Male","430","420","35700","35900"
"In post","2022","SEO/HEO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Cabinet Office (excl. agencies)","Female","2370","2330","33700","33000"
"In post","2022","SEO/HEO","Cabinet Office (excl. agencies)","Male","1800","1790","33970","33300"
"In post","2022","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Female","160","150","32850","30440"
"In post","2022","SEO/HEO","Centre for Environment, Fisheries and Aquaculture Science","Male","170","170","33300","30660"
"In post","2022","SEO/HEO","Charity Commission","Female","140","130","32310","29300"
"In post","2022","SEO/HEO","Charity Commission","Male","110","100","32810","29550"
"In post","2022","SEO/HEO","Companies House","Female","160","150","37320","36400"
"In post","2022","SEO/HEO","Companies House","Male","170","170","39780","39820"
"In post","2022","SEO/HEO","Competition and Markets Authority","Female","110","110","37420","35340"
"In post","2022","SEO/HEO","Competition and Markets Authority","Male","90","90","37660","35400"
"In post","2022","SEO/HEO","Criminal Injuries Compensation Authority","Female","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Criminal Injuries Compensation Authority","Male","50","50","31910","30450"
"In post","2022","SEO/HEO","Crown Commercial Service","Female","230","220","35260","36910"
"In post","2022","SEO/HEO","Crown Commercial Service","Male","210","210","35810","38330"
"In post","2022","SEO/HEO","Crown Office and Procurator Fiscal Service","Female","630","590","42580","41750"
"In post","2022","SEO/HEO","Crown Office and Procurator Fiscal Service","Male","300","290","43700","41750"
"In post","2022","SEO/HEO","Crown Prosecution Service","Female","660","630","35710","35020"
"In post","2022","SEO/HEO","Crown Prosecution Service","Male","340","340","35430","34480"
"In post","2022","SEO/HEO","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Defence Electronics and Components Agency","Male","60","50","38170","35100"
"In post","2022","SEO/HEO","Defence Equipment and Support","Female","2250","2100","33830","33150"
"In post","2022","SEO/HEO","Defence Equipment and Support","Male","4230","4140","36290","36500"
"In post","2022","SEO/HEO","Defence Science and Technology Laboratory","Female","840","790","34400","38070"
"In post","2022","SEO/HEO","Defence Science and Technology Laboratory","Male","1390","1370","34670","38070"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","1290","1270","37810","37920"
"In post","2022","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","1260","1250","38390","39140"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Female","430","420","35430","34020"
"In post","2022","SEO/HEO","Department for Digital, Culture, Media and Sport","Male","350","350","35420","34020"
"In post","2022","SEO/HEO","Department for Education (excl. agencies)","Female","1740","1650","35650","36500"
"In post","2022","SEO/HEO","Department for Education (excl. agencies)","Male","1080","1070","35820","36500"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","1870","1780","35220","35900"
"In post","2022","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","1400","1380","35430","35900"
"In post","2022","SEO/HEO","Department for International Trade","Female","590","590","36070","35560"
"In post","2022","SEO/HEO","Department for International Trade","Male","650","650","36580","38160"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","750","730","35690","35590"
"In post","2022","SEO/HEO","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","650","640","36120","36340"
"In post","2022","SEO/HEO","Department for Transport (excl. agencies)","Female","670","650","37970","37660"
"In post","2022","SEO/HEO","Department for Transport (excl. agencies)","Male","810","800","38710","38650"
"In post","2022","SEO/HEO","Department for Work and Pensions (excl. agencies)","Female","6270","5800","34730","34290"
"In post","2022","SEO/HEO","Department for Work and Pensions (excl. agencies)","Male","4430","4290","35560","35120"
"In post","2022","SEO/HEO","Department of Health and Social Care (excl. agencies)","Female","1020","980","36050","36820"
"In post","2022","SEO/HEO","Department of Health and Social Care (excl. agencies)","Male","530","520","36010","36060"
"In post","2022","SEO/HEO","Disclosure Scotland","Female","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Driver and Vehicle Licensing Agency","Female","440","420","35240","33260"
"In post","2022","SEO/HEO","Driver and Vehicle Licensing Agency","Male","540","530","39030","39040"
"In post","2022","SEO/HEO","Driver and Vehicle Standards Agency","Female","340","330","35510","33350"
"In post","2022","SEO/HEO","Driver and Vehicle Standards Agency","Male","660","640","35250","33350"
"In post","2022","SEO/HEO","Education and Skills Funding Agency","Female","610","570","34590","36500"
"In post","2022","SEO/HEO","Education and Skills Funding Agency","Male","460","460","34960","36500"
"In post","2022","SEO/HEO","Education Scotland","Female","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","FCDO Services","Female","110","110","38840","39430"
"In post","2022","SEO/HEO","FCDO Services","Male","350","340","41330","41670"
"In post","2022","SEO/HEO","Food Standards Agency","Female","410","390","35470","37350"
"In post","2022","SEO/HEO","Food Standards Agency","Male","320","320","36030","37350"
"In post","2022","SEO/HEO","Food Standards Scotland","Female","90","80","35430","33840"
"In post","2022","SEO/HEO","Food Standards Scotland","Male","70","70","37430","34600"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","1310","1280","37630","37560"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","1240","1230","37580","37560"
"In post","2022","SEO/HEO","Forestry and Land Scotland","Female","100","90","40860","39520"
"In post","2022","SEO/HEO","Forestry and Land Scotland","Male","150","150","41380","39520"
"In post","2022","SEO/HEO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Government Actuary's Department","Male","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Government Internal Audit Agency","Female","140","130","39520","39980"
"In post","2022","SEO/HEO","Government Internal Audit Agency","Male","100","100","41490","41430"
"In post","2022","SEO/HEO","Government Legal Department","Female","150","150","38160","38290"
"In post","2022","SEO/HEO","Government Legal Department","Male","110","110","36870","37730"
"In post","2022","SEO/HEO","Government Property Agency","Female","60","60","36400","37300"
"In post","2022","SEO/HEO","Government Property Agency","Male","50","50","37550","37300"
"In post","2022","SEO/HEO","Health and Safety Executive","Female","630","590","39930","39390"
"In post","2022","SEO/HEO","Health and Safety Executive","Male","710","690","47670","43830"
"In post","2022","SEO/HEO","HM Courts and Tribunals Service","Female","1950","1820","36500","35820"
"In post","2022","SEO/HEO","HM Courts and Tribunals Service","Male","890","870","36920","36050"
"In post","2022","SEO/HEO","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Land Registry","Female","1170","1040","36760","33840"
"In post","2022","SEO/HEO","HM Land Registry","Male","1020","940","37980","38450"
"In post","2022","SEO/HEO","HM Prison and Probation Service","Female","3470","3340","39350","38150"
"In post","2022","SEO/HEO","HM Prison and Probation Service","Male","3460","3300","42010","38160"
"In post","2022","SEO/HEO","HM Revenue and Customs (excl. agencies)","Female","11570","10920","36350","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs (excl. agencies)","Male","11980","11680","36460","33430"
"In post","2022","SEO/HEO","HM Treasury (excl. agencies)","Female","380","370","34430","32320"
"In post","2022","SEO/HEO","HM Treasury (excl. agencies)","Male","390","390","34240","32320"
"In post","2022","SEO/HEO","Home Office","Female","5050","4820","36420","35200"
"In post","2022","SEO/HEO","Home Office","Male","4790","4710","36460","35200"
"In post","2022","SEO/HEO","Institute for Apprenticeships and Technical Education","Female","70","60","36010","36570"
"In post","2022","SEO/HEO","Institute for Apprenticeships and Technical Education","Male","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Intellectual Property Office","Female","250","240","37020","39910"
"In post","2022","SEO/HEO","Intellectual Property Office","Male","330","330","40780","41560"
"In post","2022","SEO/HEO","Legal Aid Agency","Female","180","170","36320","36050"
"In post","2022","SEO/HEO","Legal Aid Agency","Male","120","120","37120","36420"
"In post","2022","SEO/HEO","Maritime and Coastguard Agency","Female","180","180","36470","36180"
"In post","2022","SEO/HEO","Maritime and Coastguard Agency","Male","360","360","41580","38650"
"In post","2022","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","Female","260","250","38150","40450"
"In post","2022","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","Male","160","160","37990","40450"
"In post","2022","SEO/HEO","Met Office","Female","470","430","36290","37420"
"In post","2022","SEO/HEO","Met Office","Male","760","740","37730","38000"
"In post","2022","SEO/HEO","Ministry of Defence (excl. agencies)","Female","5420","5210","37790","37000"
"In post","2022","SEO/HEO","Ministry of Defence (excl. agencies)","Male","6590","6490","38990","39030"
"In post","2022","SEO/HEO","Ministry of Justice (excl. agencies)","Female","1850","1800","37490","36050"
"In post","2022","SEO/HEO","Ministry of Justice (excl. agencies)","Male","1310","1290","38680","38370"
"In post","2022","SEO/HEO","National Crime Agency","Female","910","860","43000","43630"
"In post","2022","SEO/HEO","National Crime Agency","Male","1470","1450","45370","44910"
"In post","2022","SEO/HEO","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","National Records of Scotland","Female","110","100","39070","36130"
"In post","2022","SEO/HEO","National Records of Scotland","Male","70","70","40990","40130"
"In post","2022","SEO/HEO","National Savings and Investments","Female","50","50","[c]","[c]"
"In post","2022","SEO/HEO","National Savings and Investments","Male","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Northern Ireland Office","Female","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Northern Ireland Office","Male","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Female","580","560","44640","46360"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Male","190","190","39700","39850"
"In post","2022","SEO/HEO","Office of Gas and Electricity Markets","Female","190","190","36110","35050"
"In post","2022","SEO/HEO","Office of Gas and Electricity Markets","Male","220","220","36100","35000"
"In post","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Female","90","80","35750","36540"
"In post","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","Male","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","Female","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","Male","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Public Guardian","Female","90","90","32130","30450"
"In post","2022","SEO/HEO","Office of the Public Guardian","Male","70","70","32950","30450"
"In post","2022","SEO/HEO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Planning Inspectorate","Female","80","70","35790","34860"
"In post","2022","SEO/HEO","Planning Inspectorate","Male","80","70","36410","34860"
"In post","2022","SEO/HEO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Registers of Scotland","Female","200","190","40040","37710"
"In post","2022","SEO/HEO","Registers of Scotland","Male","200","200","40930","37710"
"In post","2022","SEO/HEO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Rural Payments Agency","Female","260","230","32650","31070"
"In post","2022","SEO/HEO","Rural Payments Agency","Male","240","230","33130","31640"
"In post","2022","SEO/HEO","Scottish Courts and Tribunals Service","Female","220","210","38450","36360"
"In post","2022","SEO/HEO","Scottish Courts and Tribunals Service","Male","130","120","38340","36360"
"In post","2022","SEO/HEO","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Forestry","Female","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Forestry","Male","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Government (excl. agencies)","Female","2250","2130","39230","39660"
"In post","2022","SEO/HEO","Scottish Government (excl. agencies)","Male","1780","1750","40160","39660"
"In post","2022","SEO/HEO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Prison Service","Female","180","160","41920","40290"
"In post","2022","SEO/HEO","Scottish Prison Service","Male","510","440","41680","40290"
"In post","2022","SEO/HEO","Scottish Public Pensions Agency","Female","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Serious Fraud Office","Female","70","70","36960","36120"
"In post","2022","SEO/HEO","Serious Fraud Office","Male","120","110","38830","40000"
"In post","2022","SEO/HEO","Social Security Scotland","Female","390","380","36000","33070"
"In post","2022","SEO/HEO","Social Security Scotland","Male","260","260","36850","34600"
"In post","2022","SEO/HEO","Standards and Testing Agency","Female","50","50","38340","36960"
"In post","2022","SEO/HEO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Student Awards Agency for Scotland","Male","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","The Insolvency Service","Female","400","380","37940","39190"
"In post","2022","SEO/HEO","The Insolvency Service","Male","380","370","38290","39170"
"In post","2022","SEO/HEO","The National Archives","Female","170","160","34880","34290"
"In post","2022","SEO/HEO","The National Archives","Male","130","130","37290","35530"
"In post","2022","SEO/HEO","Transport Scotland","Female","120","120","39510","39660"
"In post","2022","SEO/HEO","Transport Scotland","Male","140","140","42180","40810"
"In post","2022","SEO/HEO","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","Female","110","100","40860","41000"
"In post","2022","SEO/HEO","UK Export Finance","Male","130","120","42340","41400"
"In post","2022","SEO/HEO","UK Health Security Agency","Female","1900","1760","35990","36330"
"In post","2022","SEO/HEO","UK Health Security Agency","Male","900","870","36250","36330"
"In post","2022","SEO/HEO","UK Hydrographic Office","Female","160","150","37130","33290"
"In post","2022","SEO/HEO","UK Hydrographic Office","Male","340","330","38170","35340"
"In post","2022","SEO/HEO","UK Space Agency","Female","70","70","36360","36740"
"In post","2022","SEO/HEO","UK Space Agency","Male","60","50","37360","39130"
"In post","2022","SEO/HEO","UK Statistics Authority","Female","1420","1330","34260","33710"
"In post","2022","SEO/HEO","UK Statistics Authority","Male","1040","1030","34490","34020"
"In post","2022","SEO/HEO","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Valuation Office Agency","Female","700","650","38370","38000"
"In post","2022","SEO/HEO","Valuation Office Agency","Male","810","780","39140","38870"
"In post","2022","SEO/HEO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Vehicle Certification Agency","Male","80","80","41640","39940"
"In post","2022","SEO/HEO","Veterinary Medicines Directorate","Female","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Water Services Regulation Authority","Female","70","70","46340","44420"
"In post","2022","SEO/HEO","Water Services Regulation Authority","Male","60","60","47950","46420"
"In post","2022","SEO/HEO","Welsh Government (excl. agencies)","Female","1670","1550","41260","38160"
"In post","2022","SEO/HEO","Welsh Government (excl. agencies)","Male","1000","970","41670","38160"
"In post","2022","SEO/HEO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","FCDO Services","Male","50","50","21200","21600"
"In post","2022","Unknown","HM Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","HM Prison and Probation Service","Female","14510","13350","29770","28200"
"In post","2022","Unknown","HM Prison and Probation Service","Male","4710","4440","31080","28200"
"In post","2022","Unknown","Home Office","Female","90","80","[c]","[c]"
"In post","2022","Unknown","Home Office","Male","140","130","[c]","[c]"
