"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Planning Inspectorate","Female","40","40","[c]","[c]"
"In post","2021","EO","Planning Inspectorate","Male","50","50","26720","26050"
"In post","2021","EO","Public Health England","Female","710","640","25990","25800"
"In post","2021","EO","Public Health England","Male","220","200","26000","26410"
"In post","2021","EO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Registers of Scotland","Female","190","180","30030","30080"
"In post","2021","EO","Registers of Scotland","Male","160","160","30080","30080"
"In post","2021","EO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Rural Payments Agency","Female","360","310","25520","25190"
"In post","2021","EO","Rural Payments Agency","Male","260","260","25490","25190"
"In post","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Courts and Tribunals Service","Female","340","310","28650","29350"
"In post","2021","EO","Scottish Courts and Tribunals Service","Male","150","150","28520","29350"
"In post","2021","EO","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Government (excl. agencies)","Female","620","590","27910","28170"
"In post","2021","EO","Scottish Government (excl. agencies)","Male","550","540","28680","29190"
"In post","2021","EO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Scottish Prison Service","Female","600","580","32230","33650"
"In post","2021","EO","Scottish Prison Service","Male","1520","1430","32980","33650"
"In post","2021","EO","Scottish Public Pensions Agency","Female","40","40","[c]","[c]"
"In post","2021","EO","Scottish Public Pensions Agency","Male","40","30","[c]","[c]"
"In post","2021","EO","Serious Fraud Office","Female","40","30","[c]","[c]"
"In post","2021","EO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Social Security Scotland","Female","180","180","26820","26160"
"In post","2021","EO","Social Security Scotland","Male","90","90","27180","27150"
"In post","2021","EO","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Student Awards Agency for Scotland","Female","30","30","[c]","[c]"
"In post","2021","EO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","The National Archives","Female","40","40","[c]","[c]"
"In post","2021","EO","The National Archives","Male","30","30","[c]","[c]"
"In post","2021","EO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Hydrographic Office","Female","90","80","27550","26740"
"In post","2021","EO","UK Hydrographic Office","Male","140","130","27470","26740"
"In post","2021","EO","UK Intellectual Property Office","Female","270","250","25110","23320"
"In post","2021","EO","UK Intellectual Property Office","Male","210","200","26170","26860"
"In post","2021","EO","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","United Kingdom Statistics Authority","Female","500","460","23920","23050"
"In post","2021","EO","United Kingdom Statistics Authority","Male","260","260","24070","23050"
"In post","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Valuation Office Agency","Female","530","470","27020","26000"
"In post","2021","EO","Valuation Office Agency","Male","420","410","26730","26000"
"In post","2021","EO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Welsh Government (excl. agencies)","Female","570","520","28710","28850"
"In post","2021","EO","Welsh Government (excl. agencies)","Male","440","430","28700","28850"
"In post","2021","EO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","EO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Animal and Plant Health Agency","Female","100","100","54150","54220"
"In post","2021","G6/G7","Animal and Plant Health Agency","Male","110","100","56240","54580"
"In post","2021","G6/G7","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cabinet Office (excl. agencies)","Female","1500","1460","59400","55950"
"In post","2021","G6/G7","Cabinet Office (excl. agencies)","Male","1520","1510","59800","56440"
"In post","2021","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","Centre for Environment, Fisheries and Aquaculture Science","Male","80","80","52510","48080"
"In post","2021","G6/G7","Charity Commission","Female","40","40","[c]","[c]"
"In post","2021","G6/G7","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Companies House","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","Companies House","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","Competition and Markets Authority","Female","220","210","65750","62890"
"In post","2021","G6/G7","Competition and Markets Authority","Male","210","210","66870","65340"
"In post","2021","G6/G7","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Crown Commercial Service","Female","110","110","51650","49300"
"In post","2021","G6/G7","Crown Commercial Service","Male","90","90","53970","55020"
"In post","2021","G6/G7","Crown Office and Procurator Fiscal Service","Female","140","130","66610","68470"
"In post","2021","G6/G7","Crown Office and Procurator Fiscal Service","Male","60","50","66500","68470"
"In post","2021","G6/G7","Crown Prosecution Service","Female","1740","1560","56880","55610"
"In post","2021","G6/G7","Crown Prosecution Service","Male","1140","1100","58780","55610"
"In post","2021","G6/G7","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Debt Management Office","Male","50","50","[c]","[c]"
"In post","2021","G6/G7","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Defence Equipment and Support","Female","480","460","55700","54530"
"In post","2021","G6/G7","Defence Equipment and Support","Male","1180","1170","57330","55480"
"In post","2021","G6/G7","Defence Science and Technology Laboratory","Female","580","540","49470","46090"
"In post","2021","G6/G7","Defence Science and Technology Laboratory","Male","1390","1350","51840","47140"
"In post","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","1080","1030","58280","56220"
"In post","2021","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","1260","1240","59050","57380"
"In post","2021","G6/G7","Department for Digital, Culture, Media and Sport","Female","420","400","58320","55220"
"In post","2021","G6/G7","Department for Digital, Culture, Media and Sport","Male","390","390","59020","58600"
"In post","2021","G6/G7","Department for Education (excl. agencies)","Female","1210","1140","56410","54160"
"In post","2021","G6/G7","Department for Education (excl. agencies)","Male","920","910","57430","54400"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","940","890","54280","53200"
"In post","2021","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","910","900","54860","53420"
"In post","2021","G6/G7","Department for International Trade","Female","490","480","54780","51970"
"In post","2021","G6/G7","Department for International Trade","Male","590","590","55980","53750"
"In post","2021","G6/G7","Department for Transport (excl. agencies)","Female","530","510","58350","54760"
"In post","2021","G6/G7","Department for Transport (excl. agencies)","Male","770","760","60990","57600"
"In post","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Female","1360","1280","55520","54000"
"In post","2021","G6/G7","Department for Work and Pensions (excl. agencies)","Male","1410","1370","57850","56230"
"In post","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Female","790","750","57590","53360"
"In post","2021","G6/G7","Department of Health and Social Care (excl. agencies)","Male","570","560","57530","53360"
"In post","2021","G6/G7","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Driver and Vehicle Licensing Agency","Female","100","90","63630","55320"
"In post","2021","G6/G7","Driver and Vehicle Licensing Agency","Male","180","180","64820","62490"
"In post","2021","G6/G7","Driver and Vehicle Standards Agency","Female","50","50","[c]","[c]"
"In post","2021","G6/G7","Driver and Vehicle Standards Agency","Male","70","70","55560","53840"
"In post","2021","G6/G7","Education and Skills Funding Agency","Female","320","310","54990","50790"
"In post","2021","G6/G7","Education and Skills Funding Agency","Male","270","270","55800","53420"
"In post","2021","G6/G7","Education Scotland","Female","140","130","68300","70160"
"In post","2021","G6/G7","Education Scotland","Male","60","50","68670","71160"
"In post","2021","G6/G7","ESTYN","Female","30","30","[c]","[c]"
"In post","2021","G6/G7","ESTYN","Male","40","30","[c]","[c]"
"In post","2021","G6/G7","FCDO Services","Female","60","50","63490","58890"
"In post","2021","G6/G7","FCDO Services","Male","170","150","61950","59740"
"In post","2021","G6/G7","Food Standards Agency","Female","110","100","56420","55300"
"In post","2021","G6/G7","Food Standards Agency","Male","110","110","56350","56130"
"In post","2021","G6/G7","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Female","1510","1460","58810","57910"
"In post","2021","G6/G7","Foreign, Commonwealth and Development Office (excl. agencies)","Male","1530","1520","59950","58470"
"In post","2021","G6/G7","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Government Actuary's Department","Female","50","40","[c]","[c]"
"In post","2021","G6/G7","Government Actuary's Department","Male","70","60","91910","89720"
"In post","2021","G6/G7","Government Internal Audit Agency","Female","70","70","57400","55230"
"In post","2021","G6/G7","Government Internal Audit Agency","Male","100","90","57650","56620"
"In post","2021","G6/G7","Government Legal Department","Female","1120","990","59250","57520"
