"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for International Trade","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","EO","80","80","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Unknown","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","EO","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","G6/G7","40","30","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","White","SEO/HEO","120","120","34190","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","EO","30","30","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","60","60","35190","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","EO","70","70","26680","27850"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","G6/G7","90","90","50510","49200"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","SEO/HEO","200","200","34240","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Asian","AA/AO","60","50","22190","21840"
"New entrant CS","2022","Department for Transport","Asian","EO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Asian","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","AA/AO","340","320","21050","21840"
"New entrant CS","2022","Department for Transport","Unknown","EO","260","260","26560","26130"
"New entrant CS","2022","Department for Transport","Unknown","G6/G7","70","70","57830","54110"
"New entrant CS","2022","Department for Transport","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","SEO/HEO","150","150","36700","34710"
"New entrant CS","2022","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","White","AA/AO","440","420","21310","21840"
"New entrant CS","2022","Department for Transport","White","EO","220","210","26730","26130"
"New entrant CS","2022","Department for Transport","White","G6/G7","130","130","55570","54110"
"New entrant CS","2022","Department for Transport","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","White","SEO/HEO","270","270","36480","34730"
"New entrant CS","2022","Department for Transport","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Asian","AA/AO","460","450","21940","21260"
"New entrant CS","2022","Department for Work and Pensions","Asian","EO","840","820","28670","27570"
"New entrant CS","2022","Department for Work and Pensions","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Asian","SEO/HEO","70","70","36500","36650"
"New entrant CS","2022","Department for Work and Pensions","Black","AA/AO","200","190","22650","21260"
"New entrant CS","2022","Department for Work and Pensions","Black","EO","430","430","29430","31060"
"New entrant CS","2022","Department for Work and Pensions","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Black","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Mixed","AA/AO","120","120","21830","21260"
"New entrant CS","2022","Department for Work and Pensions","Mixed","EO","160","160","28330","27570"
"New entrant CS","2022","Department for Work and Pensions","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","EO","40","40","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","AA/AO","90","90","21640","21260"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","EO","100","90","28600","27570"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","AA/AO","710","700","21570","21260"
"New entrant CS","2022","Department for Work and Pensions","Unknown","EO","690","670","28030","27570"
"New entrant CS","2022","Department for Work and Pensions","Unknown","G6/G7","50","50","57310","56060"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SEO/HEO","90","90","37050","36650"
"New entrant CS","2022","Department for Work and Pensions","White","AA/AO","3090","3030","21470","21260"
"New entrant CS","2022","Department for Work and Pensions","White","EO","2710","2640","27830","27570"
"New entrant CS","2022","Department for Work and Pensions","White","G6/G7","160","160","55740","54070"
"New entrant CS","2022","Department for Work and Pensions","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","White","SEO/HEO","400","400","36660","35310"
"New entrant CS","2022","Department of Health and Social Care","Asian","AA/AO","60","40","22400","22350"
"New entrant CS","2022","Department of Health and Social Care","Asian","EO","100","90","26060","26880"
"New entrant CS","2022","Department of Health and Social Care","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Asian","SEO/HEO","150","140","34740","32790"
"New entrant CS","2022","Department of Health and Social Care","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Black","AA/AO","30","20","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Black","EO","70","70","26140","26880"
"New entrant CS","2022","Department of Health and Social Care","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Black","SEO/HEO","100","90","35260","33760"
"New entrant CS","2022","Department of Health and Social Care","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Undeclared","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","EO","230","150","26500","27270"
"New entrant CS","2022","Department of Health and Social Care","Unknown","G6/G7","230","190","56710","53360"
"New entrant CS","2022","Department of Health and Social Care","Unknown","SCS","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","SEO/HEO","470","330","34630","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","White","AA/AO","190","170","20920","19880"
"New entrant CS","2022","Department of Health and Social Care","White","EO","310","280","25620","26360"
"New entrant CS","2022","Department of Health and Social Care","White","G6/G7","260","240","56170","52610"
"New entrant CS","2022","Department of Health and Social Care","White","SCS","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","White","SEO/HEO","730","670","34750","32790"
"New entrant CS","2022","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","EO","30","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","White","SEO/HEO","110","110","33980","32350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","White","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","White","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","White","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","AA/AO","90","90","22650","22600"
"New entrant CS","2022","HM Land Registry","Unknown","EO","50","50","27930","27130"
"New entrant CS","2022","HM Land Registry","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","White","AA/AO","160","160","22550","22600"
"New entrant CS","2022","HM Land Registry","White","EO","80","80","27470","27130"
"New entrant CS","2022","HM Land Registry","White","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","White","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","White","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Asian","AA/AO","480","450","21350","21250"
"New entrant CS","2022","HM Revenue and Customs","Asian","EO","290","290","27280","26590"
"New entrant CS","2022","HM Revenue and Customs","Asian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Asian","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Asian","SEO/HEO","220","220","35430","33080"
"New entrant CS","2022","HM Revenue and Customs","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Black","AA/AO","120","110","21490","21250"
"New entrant CS","2022","HM Revenue and Customs","Black","EO","110","100","28230","26590"
"New entrant CS","2022","HM Revenue and Customs","Black","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Black","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Black","SEO/HEO","80","80","36540","37610"
"New entrant CS","2022","HM Revenue and Customs","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Mixed","AA/AO","60","60","21590","21250"
"New entrant CS","2022","HM Revenue and Customs","Mixed","EO","50","50","27310","26590"
"New entrant CS","2022","HM Revenue and Customs","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Mixed","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Mixed","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","AA/AO","1570","1510","21360","21250"
