"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Ministry of Housing, Communities and Local Government","White","SEO/HEO","860","840","36320","35500"
"In post","2021","Ministry of Justice","Asian","AA/AO","1870","1710","22480","20650"
"In post","2021","Ministry of Justice","Asian","EO","560","540","25800","26410"
"In post","2021","Ministry of Justice","Asian","G6/G7","160","160","59540","58130"
"In post","2021","Ministry of Justice","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Asian","SEO/HEO","810","760","36980","36480"
"In post","2021","Ministry of Justice","Asian","Unknown","520","480","29300","28200"
"In post","2021","Ministry of Justice","Black","AA/AO","1730","1650","25700","23500"
"In post","2021","Ministry of Justice","Black","EO","450","440","28760","27380"
"In post","2021","Ministry of Justice","Black","G6/G7","90","90","59680","57780"
"In post","2021","Ministry of Justice","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Black","SEO/HEO","530","520","37820","36800"
"In post","2021","Ministry of Justice","Black","Unknown","790","770","31090","28200"
"In post","2021","Ministry of Justice","Chinese","AA/AO","60","60","23490","21710"
"In post","2021","Ministry of Justice","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Chinese","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Ministry of Justice","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Mixed","AA/AO","680","640","24970","23970"
"In post","2021","Ministry of Justice","Mixed","EO","190","180","28160","26410"
"In post","2021","Ministry of Justice","Mixed","G6/G7","80","70","64740","60470"
"In post","2021","Ministry of Justice","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Mixed","SEO/HEO","270","260","37750","36800"
"In post","2021","Ministry of Justice","Mixed","Unknown","360","330","30530","30210"
"In post","2021","Ministry of Justice","Other ethnicity","AA/AO","190","180","25420","23640"
"In post","2021","Ministry of Justice","Other ethnicity","EO","60","50","27930","26410"
"In post","2021","Ministry of Justice","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Other ethnicity","SEO/HEO","80","80","39500","37720"
"In post","2021","Ministry of Justice","Other ethnicity","Unknown","60","60","30260","30210"
"In post","2021","Ministry of Justice","Undeclared","AA/AO","1000","930","23860","21710"
"In post","2021","Ministry of Justice","Undeclared","EO","270","260","27800","26480"
"In post","2021","Ministry of Justice","Undeclared","G6/G7","90","90","61280","60120"
"In post","2021","Ministry of Justice","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Undeclared","SEO/HEO","370","360","38090","37390"
"In post","2021","Ministry of Justice","Undeclared","Unknown","360","340","31340","31420"
"In post","2021","Ministry of Justice","Unknown","AA/AO","6290","6050","24070","22850"
"In post","2021","Ministry of Justice","Unknown","EO","860","840","27680","26580"
"In post","2021","Ministry of Justice","Unknown","G6/G7","340","330","60170","58130"
"In post","2021","Ministry of Justice","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","SEO/HEO","1070","1020","35650","34810"
"In post","2021","Ministry of Justice","Unknown","Unknown","1090","970","27420","24800"
"In post","2021","Ministry of Justice","White","AA/AO","28760","26430","24570","23240"
"In post","2021","Ministry of Justice","White","EO","8010","7600","28550","27380"
"In post","2021","Ministry of Justice","White","G6/G7","2230","2170","62430","60290"
"In post","2021","Ministry of Justice","White","SCS","270","260","90360","86710"
"In post","2021","Ministry of Justice","White","SEO/HEO","9240","8860","38630","37280"
"In post","2021","Ministry of Justice","White","Unknown","8950","8260","30180","30210"
"In post","2021","National Crime Agency","Asian","AA/AO","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Asian","EO","110","110","33520","32770"
"In post","2021","National Crime Agency","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Asian","SEO/HEO","80","80","43640","41910"
"In post","2021","National Crime Agency","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Black","EO","50","40","[c]","[c]"
"In post","2021","National Crime Agency","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Black","SEO/HEO","30","30","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","EO","50","50","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Mixed","SEO/HEO","40","40","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","EO","100","100","31190","32260"
"In post","2021","National Crime Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","SEO/HEO","70","70","43990","43710"
"In post","2021","National Crime Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","EO","300","290","34690","35060"
"In post","2021","National Crime Agency","Unknown","G6/G7","60","50","61630","60990"
"In post","2021","National Crime Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","SEO/HEO","290","290","44830","43710"
"In post","2021","National Crime Agency","White","AA/AO","220","200","23640","22760"
"In post","2021","National Crime Agency","White","EO","1850","1810","33390","33100"
"In post","2021","National Crime Agency","White","G6/G7","290","290","65170","64410"
"In post","2021","National Crime Agency","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","White","SEO/HEO","1750","1710","44730","43710"
"In post","2021","Northern Ireland Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","White","G6/G7","30","30","[c]","[c]"
"In post","2021","Northern Ireland Office","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","White","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Asian","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Black","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","White","AA/AO","190","170","21260","21160"
"In post","2021","Office for Standards in Education","White","EO","160","160","26100","25880"
"In post","2021","Office for Standards in Education","White","G6/G7","540","530","73140","75500"
"In post","2021","Office for Standards in Education","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education","White","SEO/HEO","610","590","43330","42850"
"In post","2021","Office of Gas and Electricity Markets","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Asian","G6/G7","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Asian","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","White","AA/AO","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","White","EO","200","200","25620","25000"
"In post","2021","Office of Gas and Electricity Markets","White","G6/G7","320","320","60320","58930"
"In post","2021","Office of Gas and Electricity Markets","White","SCS","40","30","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","White","SEO/HEO","250","250","36010","35450"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","White","G6/G7","80","70","52830","48350"
"In post","2021","Office of Qualifications and Examinations Regulation","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","White","SEO/HEO","90","80","36330","36540"
"In post","2021","Office of Rail and Road","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","White","EO","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","White","G6/G7","140","130","62780","62490"
"In post","2021","Office of Rail and Road","White","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","White","SEO/HEO","60","60","40090","41640"
"In post","2021","Other Cabinet Office Agencies","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","SEO/HEO","70","70","30780","28340"
