"Status","Year","Region_ITL2","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Northern Ireland","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Ministry of Defence (excl. agencies)","160","150","24390","20560"
"In post","2022","Northern Ireland","Unknown","National Crime Agency","90","80","40620","39480"
"In post","2022","Northern Ireland","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Cabinet Office (excl. agencies)","70","60","28870","24100"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department for Work and Pensions (excl. agencies)","1160","1010","27150","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","HM Courts and Tribunals Service","70","60","25020","20970"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","HM Prison and Probation Service","110","100","29890","28200"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","HM Revenue and Customs (excl. agencies)","920","800","28720","26590"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Legal Aid Agency","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Advisory, Conciliation and Arbitration Service","60","50","29780","30950"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Animal and Plant Health Agency","40","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Cabinet Office (excl. agencies)","290","270","29890","25550"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Crown Prosecution Service","170","150","40260","38000"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","200","190","39330","36090"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","40420","36340"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department for Work and Pensions (excl. agencies)","6000","5400","29170","27570"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Driver and Vehicle Standards Agency","200","180","26820","26470"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Health and Safety Executive","70","60","42270","45100"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","HM Courts and Tribunals Service","280","240","26460","20970"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","HM Prison and Probation Service","370","350","29970","28200"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","HM Revenue and Customs (excl. agencies)","6220","5620","31420","26820"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Home Office","210","210","29210","26620"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Legal Aid Agency","180","160","26490","25120"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Ministry of Defence (excl. agencies)","140","130","24920","21480"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Ministry of Justice (excl. agencies)","50","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","National Crime Agency","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Rural Payments Agency","420","390","25950","21300"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","UK Health Security Agency","50","50","41380","36330"
"In post","2022","Northumberland, and Tyne and Wear","Declared non-disabled","Valuation Office Agency","140","120","37780","33370"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Department for Work and Pensions (excl. agencies)","340","320","30570","27570"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","HM Revenue and Customs (excl. agencies)","450","410","30760","26820"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Advisory, Conciliation and Arbitration Service","60","50","29950","30950"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Cabinet Office (excl. agencies)","80","80","30890","28000"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Crown Prosecution Service","60","60","38480","38000"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Education (excl. agencies)","40","30","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department for Work and Pensions (excl. agencies)","390","380","32530","27570"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Driver and Vehicle Standards Agency","50","50","25980","26130"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","HM Prison and Probation Service","80","80","28030","27000"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","HM Revenue and Customs (excl. agencies)","3070","2730","27610","22080"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Home Office","140","130","26750","24880"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","National Crime Agency","60","60","36950","34160"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Northumberland, and Tyne and Wear","Unknown","Valuation Office Agency","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Department for Work and Pensions (excl. agencies)","310","280","30570","31060"
"In post","2022","Outer London - East and North East","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","HM Courts and Tribunals Service","30","30","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","HM Prison and Probation Service","140","140","32210","31990"
"In post","2022","Outer London - East and North East","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1510","1390","30250","31060"
"In post","2022","Outer London - East and North East","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Driver and Vehicle Standards Agency","80","80","32280","30780"
"In post","2022","Outer London - East and North East","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","HM Courts and Tribunals Service","170","150","27020","23750"
"In post","2022","Outer London - East and North East","Declared non-disabled","HM Prison and Probation Service","880","850","33240","33490"
"In post","2022","Outer London - East and North East","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Ministry of Defence (excl. agencies)","60","60","33450","33410"
"In post","2022","Outer London - East and North East","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Department for Work and Pensions (excl. agencies)","70","70","29850","31060"
"In post","2022","Outer London - East and North East","Undeclared","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","HM Prison and Probation Service","170","160","33220","34750"
"In post","2022","Outer London - East and North East","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Department for Work and Pensions (excl. agencies)","80","80","30020","31060"
"In post","2022","Outer London - East and North East","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","HM Prison and Probation Service","230","220","29560","30200"
"In post","2022","Outer London - East and North East","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - East and North East","Unknown","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Department for Work and Pensions (excl. agencies)","130","120","31390","31060"
"In post","2022","Outer London - South","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","HM Courts and Tribunals Service","50","50","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","HM Prison and Probation Service","140","130","37140","32340"
"In post","2022","Outer London - South","Declared disabled","HM Revenue and Customs (excl. agencies)","260","240","41500","37930"
"In post","2022","Outer London - South","Declared disabled","Home Office","540","500","37330","35050"
"In post","2022","Outer London - South","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared disabled","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared non-disabled","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Outer London - South","Declared non-disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
