"Status","Year","Region_ITL2","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Department for Work and Pensions (excl. agencies)","150","130","25690","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Department for Work and Pensions (excl. agencies)","590","530","25520","27570"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","HM Courts and Tribunals Service","60","50","23270","20100"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Ministry of Defence (excl. agencies)","320","300","24640","21580"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Declared non-disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Defence (excl. agencies)","80","80","26710","21130"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared disabled","Rural Payments Agency","80","70","25190","21050"
"In post","2021","Cumbria","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Animal and Plant Health Agency","130","120","25300","21050"
"In post","2021","Cumbria","Declared non-disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Defence Equipment and Support","60","60","23910","21310"
"In post","2021","Cumbria","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Department for Work and Pensions (excl. agencies)","200","170","26470","27570"
"In post","2021","Cumbria","Declared non-disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","HM Courts and Tribunals Service","70","60","24160","20800"
"In post","2021","Cumbria","Declared non-disabled","HM Prison and Probation Service","230","220","28680","27380"
"In post","2021","Cumbria","Declared non-disabled","Ministry of Defence (excl. agencies)","80","70","28900","24610"
"In post","2021","Cumbria","Declared non-disabled","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Declared non-disabled","Rural Payments Agency","670","600","24800","21050"
"In post","2021","Cumbria","Declared non-disabled","Submarine Delivery Agency","120","120","42770","41370"
"In post","2021","Cumbria","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","HM Prison and Probation Service","30","30","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
