"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Human Resources","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Scotland","460","440","29470","25410"
"In post","2021","Human Resources","Declared non-disabled","South East (England)","350","330","36220","31540"
"In post","2021","Human Resources","Declared non-disabled","South West (England)","650","600","36750","33300"
"In post","2021","Human Resources","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Declared non-disabled","Wales","610","560","35220","31260"
"In post","2021","Human Resources","Declared non-disabled","West Midlands (England)","230","220","39530","36640"
"In post","2021","Human Resources","Declared non-disabled","Yorkshire and The Humber","230","210","40340","37660"
"In post","2021","Human Resources","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","London","150","150","46730","43750"
"In post","2021","Human Resources","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","North West (England)","50","40","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Scotland","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","South East (England)","40","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","South West (England)","30","30","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","East Midlands (England)","60","50","34100","30120"
"In post","2021","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","London","330","320","42370","36950"
"In post","2021","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","North West (England)","210","190","31230","26930"
"In post","2021","Human Resources","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Scotland","180","160","29910","26670"
"In post","2021","Human Resources","Unknown","South East (England)","50","50","34860","31810"
"In post","2021","Human Resources","Unknown","South West (England)","110","100","29540","28650"
"In post","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Wales","90","90","34100","29540"
"In post","2021","Human Resources","Unknown","West Midlands (England)","40","30","[c]","[c]"
"In post","2021","Human Resources","Unknown","Yorkshire and The Humber","70","70","34950","30230"
"In post","2021","Inspector of Education and Training","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Declared non-disabled","East Midlands (England)","60","60","65390","64500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","East of England","70","70","66100","75500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","London","190","180","67700","75500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","North West (England)","90","90","66420","70500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","South West (England)","60","60","68820","75500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","Wales","60","50","74440","74730"
"In post","2021","Inspector of Education and Training","Declared non-disabled","West Midlands (England)","90","90","66400","70500"
"In post","2021","Inspector of Education and Training","Declared non-disabled","Yorkshire and The Humber","100","100","67920","75500"
"In post","2021","Inspector of Education and Training","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","East of England","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","London","130","120","38230","35680"
"In post","2021","Intelligence Analysis","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","North West (England)","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","South East (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","East Midlands (England)","90","90","29920","27380"
"In post","2021","Intelligence Analysis","Declared non-disabled","East of England","290","290","32560","33000"
"In post","2021","Intelligence Analysis","Declared non-disabled","London","950","900","38720","35700"
"In post","2021","Intelligence Analysis","Declared non-disabled","North East (England)","50","50","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","North West (England)","290","270","28180","26160"
"In post","2021","Intelligence Analysis","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","Overseas","50","50","43860","40570"
"In post","2021","Intelligence Analysis","Declared non-disabled","Scotland","50","50","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","South East (England)","300","280","28610","27370"
"In post","2021","Intelligence Analysis","Declared non-disabled","South West (England)","40","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","Wales","30","30","[c]","[c]"
"In post","2021","Intelligence Analysis","Declared non-disabled","West Midlands (England)","70","60","31170","28330"
"In post","2021","Intelligence Analysis","Declared non-disabled","Yorkshire and The Humber","200","190","31360","27380"
"In post","2021","Intelligence Analysis","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","East of England","50","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","London","100","90","39920","36970"
"In post","2021","Intelligence Analysis","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","South East (England)","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","East of England","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","London","250","250","49510","53360"
"In post","2021","Intelligence Analysis","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Intelligence Analysis","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
