"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Yorkshire and The Humber","110","100","34710","31990"
"In post","2022","Knowledge and Information Management","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","London","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","London","120","120","43010","39780"
"In post","2022","Knowledge and Information Management","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","South West (England)","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","East Midlands (England)","60","60","43940","42870"
"In post","2022","Legal","Declared disabled","East of England","70","60","41950","40260"
"In post","2022","Legal","Declared disabled","London","370","350","56330","58360"
"In post","2022","Legal","Declared disabled","North East (England)","40","40","[c]","[c]"
"In post","2022","Legal","Declared disabled","North West (England)","110","100","45540","47590"
"In post","2022","Legal","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Scotland","70","60","47210","41750"
"In post","2022","Legal","Declared disabled","South East (England)","70","60","50330","53050"
"In post","2022","Legal","Declared disabled","South West (England)","50","50","47530","46710"
"In post","2022","Legal","Declared disabled","Wales","50","50","44960","43690"
"In post","2022","Legal","Declared disabled","West Midlands (England)","70","70","47780","48080"
"In post","2022","Legal","Declared disabled","Yorkshire and The Humber","60","60","45250","44350"
"In post","2022","Legal","Declared non-disabled","East Midlands (England)","340","320","44710","47590"
"In post","2022","Legal","Declared non-disabled","East of England","430","390","43760","40180"
"In post","2022","Legal","Declared non-disabled","London","3340","3140","56230","53810"
"In post","2022","Legal","Declared non-disabled","North East (England)","320","300","43230","42100"
"In post","2022","Legal","Declared non-disabled","North West (England)","800","750","45270","46970"
"In post","2022","Legal","Declared non-disabled","Northern Ireland","100","90","31110","28920"
"In post","2022","Legal","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared non-disabled","Scotland","830","780","50170","52520"
"In post","2022","Legal","Declared non-disabled","South East (England)","500","440","47460","50430"
"In post","2022","Legal","Declared non-disabled","South West (England)","380","350","45310","45680"
"In post","2022","Legal","Declared non-disabled","Wales","520","480","47780","48830"
"In post","2022","Legal","Declared non-disabled","West Midlands (England)","450","420","46430","48080"
"In post","2022","Legal","Declared non-disabled","Yorkshire and The Humber","570","520","46830","48080"
"In post","2022","Legal","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","East of England","40","40","[c]","[c]"
"In post","2022","Legal","Undeclared","London","220","210","55600","56420"
"In post","2022","Legal","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","North West (England)","50","50","40190","35740"
"In post","2022","Legal","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Scotland","40","30","[c]","[c]"
"In post","2022","Legal","Undeclared","South East (England)","40","40","[c]","[c]"
"In post","2022","Legal","Undeclared","South West (England)","30","30","[c]","[c]"
"In post","2022","Legal","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","East Midlands (England)","130","120","40220","38000"
"In post","2022","Legal","Unknown","East of England","140","130","35150","30450"
"In post","2022","Legal","Unknown","London","990","940","51230","51510"
"In post","2022","Legal","Unknown","North East (England)","80","80","38640","36050"
"In post","2022","Legal","Unknown","North West (England)","330","320","39110","33370"
"In post","2022","Legal","Unknown","Northern Ireland","50","50","[c]","[c]"
"In post","2022","Legal","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Scotland","100","90","39770","41750"
"In post","2022","Legal","Unknown","South East (England)","180","170","45120","40910"
"In post","2022","Legal","Unknown","South West (England)","120","110","42640","40520"
"In post","2022","Legal","Unknown","Wales","130","120","44640","48080"
"In post","2022","Legal","Unknown","West Midlands (England)","140","130","43290","48080"
"In post","2022","Legal","Unknown","Yorkshire and The Humber","150","150","41200","38000"
"In post","2022","Medicine","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","East Midlands (England)","130","120","46280","39030"
"In post","2022","Medicine","Declared non-disabled","East of England","110","100","53430","39030"
"In post","2022","Medicine","Declared non-disabled","London","180","160","74160","70410"
"In post","2022","Medicine","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","North West (England)","60","50","68290","74070"
"In post","2022","Medicine","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Overseas","30","30","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Scotland","70","60","45100","39030"
"In post","2022","Medicine","Declared non-disabled","South East (England)","250","220","49910","39630"
"In post","2022","Medicine","Declared non-disabled","South West (England)","220","180","49560","39030"
"In post","2022","Medicine","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Wales","220","200","51100","47470"
"In post","2022","Medicine","Declared non-disabled","West Midlands (England)","90","80","54160","41090"
"In post","2022","Medicine","Declared non-disabled","Yorkshire and The Humber","110","100","49800","39030"
"In post","2022","Medicine","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","East Midlands (England)","50","40","[c]","[c]"
"In post","2022","Medicine","Unknown","East of England","50","40","[c]","[c]"
"In post","2022","Medicine","Unknown","London","170","160","77670","68830"
"In post","2022","Medicine","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","South East (England)","110","100","57430","45840"
"In post","2022","Medicine","Unknown","South West (England)","170","150","41830","31530"
"In post","2022","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Wales","30","30","[c]","[c]"
"In post","2022","Medicine","Unknown","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Medicine","Unknown","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","Operational Delivery","Declared disabled","East Midlands (England)","2090","1890","27230","27130"
"In post","2022","Operational Delivery","Declared disabled","East of England","1830","1650","28290","27570"
"In post","2022","Operational Delivery","Declared disabled","London","3780","3540","33230","31060"
"In post","2022","Operational Delivery","Declared disabled","North East (England)","2700","2350","25760","23170"
"In post","2022","Operational Delivery","Declared disabled","North West (England)","5350","4770","26540","25880"
"In post","2022","Operational Delivery","Declared disabled","Northern Ireland","150","130","27170","26590"
"In post","2022","Operational Delivery","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Declared disabled","Scotland","2390","2110","27160","26900"
"In post","2022","Operational Delivery","Declared disabled","South East (England)","2900","2610","28430","27570"
"In post","2022","Operational Delivery","Declared disabled","South West (England)","2040","1830","27740","27570"
"In post","2022","Operational Delivery","Declared disabled","Unknown","70","70","27550","27570"
"In post","2022","Operational Delivery","Declared disabled","Wales","2540","2230","26050","24030"
"In post","2022","Operational Delivery","Declared disabled","West Midlands (England)","2800","2530","27650","27570"
"In post","2022","Operational Delivery","Declared disabled","Yorkshire and The Humber","2650","2360","27650","27380"
"In post","2022","Operational Delivery","Declared non-disabled","East Midlands (England)","9810","9000","27880","26820"
"In post","2022","Operational Delivery","Declared non-disabled","East of England","9860","9070","28750","27570"
"In post","2022","Operational Delivery","Declared non-disabled","London","21980","20700","34470","31060"
"In post","2022","Operational Delivery","Declared non-disabled","North East (England)","14110","12530","26530","24890"
"In post","2022","Operational Delivery","Declared non-disabled","North West (England)","28080","25670","27240","26070"
"In post","2022","Operational Delivery","Declared non-disabled","Northern Ireland","990","910","28280","26590"
"In post","2022","Operational Delivery","Declared non-disabled","Overseas","190","190","44470","38380"
"In post","2022","Operational Delivery","Declared non-disabled","Scotland","12080","10910","27520","26700"
"In post","2022","Operational Delivery","Declared non-disabled","South East (England)","15530","14220","29120","27570"
"In post","2022","Operational Delivery","Declared non-disabled","South West (England)","10630","9600","28810","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Unknown","370","350","29330","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Wales","14920","13560","27660","25610"
"In post","2022","Operational Delivery","Declared non-disabled","West Midlands (England)","14090","12910","27900","26820"
"In post","2022","Operational Delivery","Declared non-disabled","Yorkshire and The Humber","15130","13760","28250","27130"
"In post","2022","Operational Delivery","Undeclared","East Midlands (England)","1010","930","28760","27570"
"In post","2022","Operational Delivery","Undeclared","East of England","1020","930","29890","29290"
"In post","2022","Operational Delivery","Undeclared","London","2000","1880","34260","31060"
"In post","2022","Operational Delivery","Undeclared","North East (England)","1220","1080","27560","27120"
"In post","2022","Operational Delivery","Undeclared","North West (England)","2350","2140","27920","27380"
"In post","2022","Operational Delivery","Undeclared","Northern Ireland","70","70","28770","26820"
"In post","2022","Operational Delivery","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","Scotland","730","670","27180","25570"
"In post","2022","Operational Delivery","Undeclared","South East (England)","1880","1710","29870","29290"
"In post","2022","Operational Delivery","Undeclared","South West (England)","870","780","28530","27570"
"In post","2022","Operational Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","Wales","1120","1000","27230","25590"
"In post","2022","Operational Delivery","Undeclared","West Midlands (England)","1250","1140","28150","27570"
"In post","2022","Operational Delivery","Undeclared","Yorkshire and The Humber","1360","1240","29490","27570"
"In post","2022","Operational Delivery","Unknown","East Midlands (England)","1840","1720","26730","24800"
"In post","2022","Operational Delivery","Unknown","East of England","1660","1570","28260","26130"
"In post","2022","Operational Delivery","Unknown","London","6040","5840","36950","32260"
"In post","2022","Operational Delivery","Unknown","North East (England)","3240","2890","25230","22080"
"In post","2022","Operational Delivery","Unknown","North West (England)","5990","5630","27040","24880"
"In post","2022","Operational Delivery","Unknown","Northern Ireland","570","540","26680","24880"
"In post","2022","Operational Delivery","Unknown","Overseas","70","70","56970","58570"
"In post","2022","Operational Delivery","Unknown","Scotland","6710","6200","29080","26900"
"In post","2022","Operational Delivery","Unknown","South East (England)","3520","3190","27810","25770"
"In post","2022","Operational Delivery","Unknown","South West (England)","1930","1830","28540","25480"
"In post","2022","Operational Delivery","Unknown","Unknown","90","80","33770","29420"
"In post","2022","Operational Delivery","Unknown","Wales","3230","3000","25250","22740"
"In post","2022","Operational Delivery","Unknown","West Midlands (England)","2890","2720","27620","24880"
"In post","2022","Operational Delivery","Unknown","Yorkshire and The Humber","3200","3040","27810","24880"
"In post","2022","Operational Research","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","London","30","30","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","London","240","230","51830","52420"
"In post","2022","Operational Research","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","North West (England)","70","60","43990","40520"
"In post","2022","Operational Research","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","South East (England)","410","390","43540","47010"
"In post","2022","Operational Research","Declared non-disabled","South West (England)","90","90","43570","42510"
"In post","2022","Operational Research","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","London","70","60","44380","37930"
"In post","2022","Operational Research","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","East Midlands (England)","160","140","24350","21260"
"In post","2022","Other","Declared disabled","East of England","190","170","25690","24900"
"In post","2022","Other","Declared disabled","London","400","380","36600","31060"
"In post","2022","Other","Declared disabled","North East (England)","160","140","24490","21260"
"In post","2022","Other","Declared disabled","North West (England)","320","300","25940","26870"
"In post","2022","Other","Declared disabled","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Other","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","Scotland","310","290","27730","26900"
"In post","2022","Other","Declared disabled","South East (England)","370","350","27530","26670"
"In post","2022","Other","Declared disabled","South West (England)","640","600","29590","26930"
"In post","2022","Other","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","Wales","160","150","29510","27570"
"In post","2022","Other","Declared disabled","West Midlands (England)","290","260","26090","26670"
"In post","2022","Other","Declared disabled","Yorkshire and The Humber","270","240","25530","21850"
"In post","2022","Other","Declared non-disabled","East Midlands (England)","930","860","25060","21380"
"In post","2022","Other","Declared non-disabled","East of England","1060","1010","25700","23660"
"In post","2022","Other","Declared non-disabled","London","3010","2920","41230","31880"
"In post","2022","Other","Declared non-disabled","North East (England)","810","730","25100","21260"
"In post","2022","Other","Declared non-disabled","North West (England)","1580","1470","27350","27570"
"In post","2022","Other","Declared non-disabled","Northern Ireland","240","230","25010","22130"
"In post","2022","Other","Declared non-disabled","Overseas","130","130","52250","55800"
"In post","2022","Other","Declared non-disabled","Scotland","1680","1600","28030","25800"
"In post","2022","Other","Declared non-disabled","South East (England)","2140","2050","27890","26650"
"In post","2022","Other","Declared non-disabled","South West (England)","3710","3530","31290","27570"
"In post","2022","Other","Declared non-disabled","Unknown","120","110","27230","25110"
"In post","2022","Other","Declared non-disabled","Wales","1260","1190","34100","29430"
"In post","2022","Other","Declared non-disabled","West Midlands (England)","1420","1320","25720","22080"
"In post","2022","Other","Declared non-disabled","Yorkshire and The Humber","1560","1440","26210","24880"
"In post","2022","Other","Undeclared","East Midlands (England)","100","90","25420","21260"
"In post","2022","Other","Undeclared","East of England","80","80","24250","21380"
"In post","2022","Other","Undeclared","London","170","160","34480","31060"
"In post","2022","Other","Undeclared","North East (England)","50","40","[c]","[c]"
"In post","2022","Other","Undeclared","North West (England)","140","130","25980","22330"
"In post","2022","Other","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Scotland","120","110","26600","24770"
"In post","2022","Other","Undeclared","South East (England)","250","240","28190","26350"
"In post","2022","Other","Undeclared","South West (England)","330","310","31620","27570"
"In post","2022","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Wales","90","90","30970","27570"
"In post","2022","Other","Undeclared","West Midlands (England)","140","130","26180","23740"
"In post","2022","Other","Undeclared","Yorkshire and The Humber","180","170","25540","21830"
"In post","2022","Other","Unknown","East Midlands (England)","120","120","24170","21260"
"In post","2022","Other","Unknown","East of England","210","210","26490","21830"
"In post","2022","Other","Unknown","London","780","760","41680","34360"
"In post","2022","Other","Unknown","North East (England)","50","50","27900","21850"
"In post","2022","Other","Unknown","North West (England)","180","170","28220","25880"
"In post","2022","Other","Unknown","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Other","Unknown","Overseas","400","390","47080","46600"
"In post","2022","Other","Unknown","Scotland","790","740","32370","29900"
"In post","2022","Other","Unknown","South East (England)","360","350","27750","22720"
"In post","2022","Other","Unknown","South West (England)","520","490","29220","26050"
"In post","2022","Other","Unknown","Unknown","1780","1780","37460","34310"
"In post","2022","Other","Unknown","Wales","120","120","29640","26820"
"In post","2022","Other","Unknown","West Midlands (England)","160","160","26040","21380"
"In post","2022","Other","Unknown","Yorkshire and The Humber","190","180","27210","24960"
"In post","2022","Planning","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","London","70","70","48600","46120"
"In post","2022","Planning","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Wales","60","60","44200","38160"
"In post","2022","Planning","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","South East (England)","30","30","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","South West (England)","40","40","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Scotland","[c]","[c]","[c]","[c]"
