"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Other","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Ministry of Defence (excl. agencies)","170","160","24960","21170"
"New entrant CS","2022","30-39","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Office of Gas and Electricity Markets","60","60","40930","36000"
"New entrant CS","2022","30-39","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Planning Inspectors","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","130","130","40860","38970"
"New entrant CS","2022","30-39","Policy","Department for Digital, Culture, Media and Sport","50","50","37820","34020"
"New entrant CS","2022","30-39","Policy","Department for Education (excl. agencies)","80","80","35420","36500"
"New entrant CS","2022","30-39","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","280","280","40180","35950"
"New entrant CS","2022","30-39","Policy","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","90","90","39140","36340"
"New entrant CS","2022","30-39","Policy","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Department of Health and Social Care (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Defence Equipment and Support","50","50","34200","34000"
"New entrant CS","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","60","60","42580","40180"
"New entrant CS","2022","30-39","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Property","Valuation Office Agency","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","HM Prison and Probation Service","30","30","[c]","[c]"
"New entrant CS","2022","30-39","Psychology","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Defence Equipment and Support","60","60","39750","44000"
"New entrant CS","2022","30-39","Science and Engineering","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Science and Engineering","Met Office","[c]","[c]","[c]","[c]"
