"Status","Year","Sexual_orientation","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Black","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Greater Manchester South West","220","220","28400","26820"
"In post","2022","Heterosexual / straight","Black","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Hackney and Newham","700","670","34320","31060"
"In post","2022","Heterosexual / straight","Black","Haringey and Islington","300","300","31250","31060"
"In post","2022","Heterosexual / straight","Black","Harrow and Hillingdon","230","210","30320","29170"
"In post","2022","Heterosexual / straight","Black","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Heart of Essex","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Hertfordshire CC","140","130","32530","29290"
"In post","2022","Heterosexual / straight","Black","Hounslow and Richmond upon Thames","170","160","31510","31060"
"In post","2022","Heterosexual / straight","Black","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Kensington & Chelsea and Hammersmith & Fulham","170","160","31570","31060"
"In post","2022","Heterosexual / straight","Black","Kent Thames Gateway","50","50","31360","29290"
"In post","2022","Heterosexual / straight","Black","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Lambeth","380","370","34570","31880"
"In post","2022","Heterosexual / straight","Black","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Leeds","270","260","30590","27570"
"In post","2022","Heterosexual / straight","Black","Leicester","70","60","27900","24260"
"In post","2022","Heterosexual / straight","Black","Leicestershire CC and Rutland","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Lewisham and Southwark","340","330","31980","31060"
"In post","2022","Heterosexual / straight","Black","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Liverpool","90","90","28650","24890"
"In post","2022","Heterosexual / straight","Black","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Luton","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Manchester","290","280","31690","28200"
"In post","2022","Heterosexual / straight","Black","Medway","50","50","31390","29290"
"In post","2022","Heterosexual / straight","Black","Merton, Kingston upon Thames and Sutton","80","80","31420","31060"
"In post","2022","Heterosexual / straight","Black","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Milton Keynes","100","90","29620","27570"
"In post","2022","Heterosexual / straight","Black","Monmouthshire and Newport","50","50","33280","30710"
"In post","2022","Heterosexual / straight","Black","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Nottingham","260","240","28110","26590"
"In post","2022","Heterosexual / straight","Black","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Overseas","70","70","43910","38540"
"In post","2022","Heterosexual / straight","Black","Oxfordshire CC","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Peterborough","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Redbridge and Waltham Forest","190","180","31480","31060"
"In post","2022","Heterosexual / straight","Black","Sandwell","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Sheffield","140","130","27980","25220"
"In post","2022","Heterosexual / straight","Black","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Solihull","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South Hampshire","50","40","28430","25540"
"In post","2022","Heterosexual / straight","Black","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Staffordshire CC","70","70","29860","27570"
"In post","2022","Heterosexual / straight","Black","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Tower Hamlets","430","420","38870","34550"
"In post","2022","Heterosexual / straight","Black","Tyneside","110","100","28870","26820"
"In post","2022","Heterosexual / straight","Black","Unknown","50","50","34800","31060"
"In post","2022","Heterosexual / straight","Black","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Walsall","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Wandsworth","170","170","32280","31880"
"In post","2022","Heterosexual / straight","Black","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Essex","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Northamptonshire","50","50","26920","27380"
"In post","2022","Heterosexual / straight","Black","West Surrey","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Sussex (North East)","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Westminster","3140","3090","39510","35200"
"In post","2022","Heterosexual / straight","Black","Wiltshire","50","50","32040","31550"
"In post","2022","Heterosexual / straight","Black","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","Wolverhampton","70","60","26770","26310"
"In post","2022","Heterosexual / straight","Black","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Black","York","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Barnet","70","70","34780","31060"
"In post","2022","Heterosexual / straight","Mixed","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bath and North East Somerset, North Somerset and South Gloucestershire","180","170","36560","32890"
"In post","2022","Heterosexual / straight","Mixed","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Berkshire","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bexley and Greenwich","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Birmingham","250","240","29850","27570"
"In post","2022","Heterosexual / straight","Mixed","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Blackpool","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Bristol, City of","120","110","33650","30040"
"In post","2022","Heterosexual / straight","Mixed","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Buckinghamshire","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Cambridgeshire CC","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Camden and City of London","60","50","40530","30610"
"In post","2022","Heterosexual / straight","Mixed","Cardiff and Vale of Glamorgan","160","150","34110","30210"
"In post","2022","Heterosexual / straight","Mixed","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Central Hampshire","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","City of Edinburgh","80","80","40620","34600"
"In post","2022","Heterosexual / straight","Mixed","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Coventry","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Croydon","310","300","38150","35050"
"In post","2022","Heterosexual / straight","Mixed","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Devon CC","60","50","32650","30810"
"In post","2022","Heterosexual / straight","Mixed","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Durham","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Kent","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Surrey","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","East Sussex CC","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Glasgow City","70","70","32840","27570"
"In post","2022","Heterosexual / straight","Mixed","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Greater Manchester South West","100","100","31850","27570"
"In post","2022","Heterosexual / straight","Mixed","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Hackney and Newham","110","100","39990","37610"
"In post","2022","Heterosexual / straight","Mixed","Haringey and Islington","70","70","31700","31060"
"In post","2022","Heterosexual / straight","Mixed","Harrow and Hillingdon","50","50","31850","29410"
"In post","2022","Heterosexual / straight","Mixed","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Hertfordshire CC","70","70","33100","29290"
"In post","2022","Heterosexual / straight","Mixed","Hounslow and Richmond upon Thames","70","70","30850","30110"
"In post","2022","Heterosexual / straight","Mixed","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Lambeth","100","100","38160","35600"
"In post","2022","Heterosexual / straight","Mixed","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Leeds","180","170","33050","27880"
"In post","2022","Heterosexual / straight","Mixed","Leicester","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Lewisham and Southwark","50","50","33090","31060"
"In post","2022","Heterosexual / straight","Mixed","Lincolnshire CC","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Liverpool","150","140","28890","25260"
"In post","2022","Heterosexual / straight","Mixed","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Manchester","140","140","34120","29110"
"In post","2022","Heterosexual / straight","Mixed","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Mid Lancashire","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Milton Keynes","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Monmouthshire and Newport","70","60","34940","30740"
"In post","2022","Heterosexual / straight","Mixed","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Nottingham","140","130","31050","26820"
"In post","2022","Heterosexual / straight","Mixed","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Overseas","90","90","49430","49370"
"In post","2022","Heterosexual / straight","Mixed","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Portsmouth","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Sefton","50","50","32550","27570"
"In post","2022","Heterosexual / straight","Mixed","Sheffield","100","90","33100","27570"
"In post","2022","Heterosexual / straight","Mixed","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South Hampshire","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Staffordshire CC","60","60","31660","27570"
"In post","2022","Heterosexual / straight","Mixed","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Suffolk CC","70","70","29960","27570"
"In post","2022","Heterosexual / straight","Mixed","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Swansea","50","50","27050","23280"
"In post","2022","Heterosexual / straight","Mixed","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Tower Hamlets","150","150","44860","39780"
"In post","2022","Heterosexual / straight","Mixed","Tyneside","110","100","29220","26820"
"In post","2022","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Wandsworth","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Surrey","60","50","34380","30810"
"In post","2022","Heterosexual / straight","Mixed","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Westminster","1540","1500","45760","41820"
"In post","2022","Heterosexual / straight","Mixed","Wiltshire","60","60","34750","31600"
"In post","2022","Heterosexual / straight","Mixed","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Mixed","York","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Barnet","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Other ethnicity","Bexley and Greenwich","[c]","[c]","[c]","[c]"
