"Status","Year","Sexual_orientation","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","White","East Surrey","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","East Sussex CC","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Essex Haven Gateway","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Flintshire and Wrexham","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Glasgow City","200","180","31210","25870"
"Leaver CS","2021","Heterosexual / straight","White","Gloucestershire","60","50","29600","27130"
"Leaver CS","2021","Heterosexual / straight","White","Greater Manchester North East","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Greater Manchester North West","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Greater Manchester South East","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Greater Manchester South West","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Harrow and Hillingdon","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Hartlepool and Stockton-on-Tees","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Heart of Essex","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Hertfordshire","70","70","33610","29700"
"Leaver CS","2021","Heterosexual / straight","White","Hounslow and Richmond upon Thames","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Isle of Anglesey","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Kent Thames Gateway","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Kingston upon Hull, City of","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Lambeth","120","110","46660","39840"
"Leaver CS","2021","Heterosexual / straight","White","Lancaster and Wyre","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Leeds","210","180","30900","27570"
"Leaver CS","2021","Heterosexual / straight","White","Leicester","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Leicestershire CC and Rutland","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Lewisham and Southwark","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Lincolnshire","160","150","29080","27780"
"Leaver CS","2021","Heterosexual / straight","White","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Liverpool","200","160","25710","22230"
"Leaver CS","2021","Heterosexual / straight","White","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Luton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Manchester","190","170","36830","29620"
"Leaver CS","2021","Heterosexual / straight","White","Medway","60","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Mid Lancashire","90","70","29270","26780"
"Leaver CS","2021","Heterosexual / straight","White","Milton Keynes","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Monmouthshire and Newport","120","100","32310","26060"
"Leaver CS","2021","Heterosexual / straight","White","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North and West Norfolk","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North Hampshire","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","North Yorkshire CC","70","60","29240","21370"
"Leaver CS","2021","Heterosexual / straight","White","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Norwich and East Norfolk","70","70","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Nottingham","130","120","28960","24380"
"Leaver CS","2021","Heterosexual / straight","White","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Overseas","60","60","41750","36960"
"Leaver CS","2021","Heterosexual / straight","White","Oxfordshire","110","110","29610","25970"
"Leaver CS","2021","Heterosexual / straight","White","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Peterborough","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Plymouth","80","70","28420","26670"
"Leaver CS","2021","Heterosexual / straight","White","Portsmouth","100","90","29490","26670"
"Leaver CS","2021","Heterosexual / straight","White","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Sefton","80","70","31990","27470"
"Leaver CS","2021","Heterosexual / straight","White","Sheffield","160","140","29470","24700"
"Leaver CS","2021","Heterosexual / straight","White","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Shropshire CC","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Solihull","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Somerset","100","90","30550","27740"
"Leaver CS","2021","Heterosexual / straight","White","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","South Hampshire","150","120","26120","23050"
"Leaver CS","2021","Heterosexual / straight","White","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","South West Wales","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Southampton","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Staffordshire CC","130","120","29870","27570"
"Leaver CS","2021","Heterosexual / straight","White","Stoke-on-Trent","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Suffolk","150","140","27570","25670"
"Leaver CS","2021","Heterosexual / straight","White","Sunderland","60","40","24050","21010"
"Leaver CS","2021","Heterosexual / straight","White","Swansea","190","160","24080","21590"
"Leaver CS","2021","Heterosexual / straight","White","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Tower Hamlets","120","110","52180","52020"
"Leaver CS","2021","Heterosexual / straight","White","Tyneside","250","210","27060","21010"
"Leaver CS","2021","Heterosexual / straight","White","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Wakefield","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Warrington","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Warwickshire","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Northamptonshire","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Surrey","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Sussex (North East)","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Westminster","830","770","49830","46030"
"Leaver CS","2021","Heterosexual / straight","White","Wiltshire","270","250","32900","28650"
"Leaver CS","2021","Heterosexual / straight","White","Wirral","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","Worcestershire","80","70","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","York","60","50","40500","31620"
"Leaver CS","2021","LGBO","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bedford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Belfast","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Birmingham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bradford","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Dorset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Dudley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Durham CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
