"Status","Year","Responsibility_level","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Inner London - East","Female","330","300","58780","55000"
"Leaver CS","2022","G6/G7","Inner London - East","Male","260","250","61130","59650"
"Leaver CS","2022","G6/G7","Inner London - West","Female","650","540","59320","56340"
"Leaver CS","2022","G6/G7","Inner London - West","Male","700","620","60750","58470"
"Leaver CS","2022","G6/G7","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Merseyside","Female","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Merseyside","Male","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Northumberland, and Tyne and Wear","Female","70","60","56020","53220"
"Leaver CS","2022","G6/G7","Northumberland, and Tyne and Wear","Male","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - South","Female","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - South","Male","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","South Yorkshire","Male","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2022","G6/G7","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Central Scotland","Male","60","50","62250","61500"
"Leaver CS","2022","G6/G7","West Midlands","Female","70","70","57120","54000"
"Leaver CS","2022","G6/G7","West Midlands","Male","70","70","58050","55210"
"Leaver CS","2022","G6/G7","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","West Yorkshire","Female","90","60","57350","53740"
"Leaver CS","2022","G6/G7","West Yorkshire","Male","70","50","[c]","[c]"
"Leaver CS","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Anglia","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Inner London - East","Female","70","60","101360","95430"
"Leaver CS","2022","SCS","Inner London - East","Male","80","70","100310","96640"
"Leaver CS","2022","SCS","Inner London - West","Female","110","90","92020","84100"
"Leaver CS","2022","SCS","Inner London - West","Male","150","120","98000","90880"
"Leaver CS","2022","SCS","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Lancashire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Merseyside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Outer London - South","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Bedfordshire and Hertfordshire","Male","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Female","90","80","37290","35300"
"Leaver CS","2022","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Male","110","100","39580","39380"
"Leaver CS","2022","SEO/HEO","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cheshire","Male","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Female","90","80","38150","38000"
"Leaver CS","2022","SEO/HEO","Derbyshire and Nottinghamshire","Male","80","80","37940","37020"
"Leaver CS","2022","SEO/HEO","Devon","Female","60","50","36780","36590"
"Leaver CS","2022","SEO/HEO","Devon","Male","100","90","38780","38450"
"Leaver CS","2022","SEO/HEO","Dorset and Somerset","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Dorset and Somerset","Male","70","70","36620","35210"
"Leaver CS","2022","SEO/HEO","East Anglia","Female","110","90","36320","36330"
"Leaver CS","2022","SEO/HEO","East Anglia","Male","130","120","36470","34290"
"Leaver CS","2022","SEO/HEO","East Wales","Female","120","110","36230","36540"
"Leaver CS","2022","SEO/HEO","East Wales","Male","170","160","36320","36490"
"Leaver CS","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Eastern Scotland","Female","170","150","39710","39660"
"Leaver CS","2022","SEO/HEO","Eastern Scotland","Male","170","160","40440","40060"
"Leaver CS","2022","SEO/HEO","Essex","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Essex","Male","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Female","360","320","35360","35910"
"Leaver CS","2022","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","Male","570","550","36530","36460"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Female","120","100","35890","36030"
"Leaver CS","2022","SEO/HEO","Greater Manchester","Male","160","150","35860","36500"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Female","140","130","35040","33300"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Male","210","200","37880","36840"
"Leaver CS","2022","SEO/HEO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Inner London - East","Female","460","430","36950","37190"
"Leaver CS","2022","SEO/HEO","Inner London - East","Male","300","290","38330","38000"
"Leaver CS","2022","SEO/HEO","Inner London - West","Female","880","760","37560","36990"
"Leaver CS","2022","SEO/HEO","Inner London - West","Male","800","680","38510","37960"
"Leaver CS","2022","SEO/HEO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Kent","Male","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancashire","Female","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lancashire","Male","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Female","60","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Leicestershire, Rutland and Northamptonshire","Male","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Merseyside","Female","110","90","36550","35420"
"Leaver CS","2022","SEO/HEO","Merseyside","Male","90","80","37680","37910"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Female","30","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","North Yorkshire","Male","60","60","36450","36310"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Female","140","120","35770","34290"
"Leaver CS","2022","SEO/HEO","Northumberland, and Tyne and Wear","Male","110","100","36280","35310"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Outer London - South","Female","90","90","39320","37280"
"Leaver CS","2022","SEO/HEO","Outer London - South","Male","100","100","39980","39120"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Female","90","80","36710","35070"
"Leaver CS","2022","SEO/HEO","Outer London - West and North West","Male","80","70","36230","36130"
"Leaver CS","2022","SEO/HEO","Overseas","Female","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Overseas","Male","40","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Shropshire and Staffordshire","Male","50","50","[c]","[c]"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Female","70","60","35480","34290"
"Leaver CS","2022","SEO/HEO","South Yorkshire","Male","50","50","36420","36480"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Southern Scotland","Male","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Female","70","60","38770","39030"
"Leaver CS","2022","SEO/HEO","Surrey, East and West Sussex","Male","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Female","70","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Male","80","60","38000","35420"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Female","90","80","37960","36130"
"Leaver CS","2022","SEO/HEO","West Central Scotland","Male","130","120","39590","37590"
"Leaver CS","2022","SEO/HEO","West Midlands","Female","150","140","36530","36330"
"Leaver CS","2022","SEO/HEO","West Midlands","Male","140","130","39130","36870"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Female","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","West Wales and The Valleys","Male","60","50","38210","36590"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Female","200","150","35510","35110"
"Leaver CS","2022","SEO/HEO","West Yorkshire","Male","150","120","36810","36820"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Female","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Female","30","20","[c]","[c]"
"Leaver CS","2022","Unknown","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Female","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","East Anglia","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","East Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","90","80","[c]","[c]"
"Leaver CS","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","90","90","38860","39000"
"Leaver CS","2022","Unknown","Greater Manchester","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Female","80","80","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Female","70","40","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Lancashire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Merseyside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northumberland, and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - South","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","210","170","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","280","250","36490","33570"
"Leaver CS","2022","Unknown","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Female","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Female","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Devon","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","East Anglia","Female","[c]","[c]","[c]","[c]"
