"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Commercial","Ministry of Defence (excl. agencies)","100","100","60570","57010"
"In post","2021","G6/G7","Commercial","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","UK Export Finance","60","60","67590","65320"
"In post","2021","G6/G7","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Cabinet Office (excl. agencies)","120","120","59330","56610"
"In post","2021","G6/G7","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","30","30","[c]","[c]"
"In post","2021","G6/G7","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Department for Education (excl. agencies)","50","40","[c]","[c]"
"In post","2021","G6/G7","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","53490","53200"
"In post","2021","G6/G7","Communications","Department for International Trade","30","30","[c]","[c]"
"In post","2021","G6/G7","Communications","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Communications","Department of Health and Social Care (excl. agencies)","60","60","58310","55070"
"In post","2021","G6/G7","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","G6/G7","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","HM Revenue and Customs (excl. agencies)","170","160","56010","52580"
"In post","2021","G6/G7","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","G6/G7","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","HM Revenue and Customs (excl. agencies)","940","900","56880","52770"
"In post","2021","G6/G7","Counter Fraud","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Counter Fraud","Serious Fraud Office","80","70","64250","63000"
"In post","2021","G6/G7","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Debt","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Cabinet Office (excl. agencies)","600","590","58330","56340"
"In post","2021","G6/G7","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","40","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Department for Education (excl. agencies)","110","110","55430","53420"
"In post","2021","G6/G7","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","320","310","52470","49350"
"In post","2021","G6/G7","Digital, Data & Technology","Department for International Trade","50","50","56620","55080"
"In post","2021","G6/G7","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","50","50","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Driver and Vehicle Licensing Agency","130","130","63090","61290"
"In post","2021","G6/G7","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Education and Skills Funding Agency","60","60","52990","50630"
"In post","2021","G6/G7","Digital, Data & Technology","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","53650","51960"
"In post","2021","G6/G7","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
