"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Office of the Public Guardian","30","30","[c]","[c]"
"In post","2021","EO","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Scottish Courts and Tribunals Service","450","410","28640","29350"
"In post","2021","EO","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Advisory, Conciliation and Arbitration Service","320","300","24870","24250"
"In post","2021","EO","No function","Animal and Plant Health Agency","740","700","26600","25750"
"In post","2021","EO","No function","Cabinet Office (excl. agencies)","340","330","27940","27500"
"In post","2021","EO","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Companies House","150","140","26100","25460"
"In post","2021","EO","No function","Criminal Injuries Compensation Authority","80","80","23340","22710"
"In post","2021","EO","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Crown Office and Procurator Fiscal Service","300","280","27170","26570"
"In post","2021","EO","No function","Defence Science and Technology Laboratory","90","90","23540","22780"
"In post","2021","EO","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","320","310","27970","27680"
"In post","2021","EO","No function","Department for Digital, Culture, Media and Sport","120","120","27680","26180"
"In post","2021","EO","No function","Department for Education (excl. agencies)","290","280","26980","26000"
"In post","2021","EO","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","270","260","27130","27960"
"In post","2021","EO","No function","Department for International Trade","160","160","27180","26510"
"In post","2021","EO","No function","Department for Transport (excl. agencies)","270","260","28890","30270"
"In post","2021","EO","No function","Department of Health and Social Care (excl. agencies)","230","230","26970","27270"
"In post","2021","EO","No function","Driver and Vehicle Licensing Agency","530","490","26670","26780"
"In post","2021","EO","No function","Driver and Vehicle Standards Agency","2390","2220","28390","26780"
"In post","2021","EO","No function","Education and Skills Funding Agency","130","130","26110","26000"
"In post","2021","EO","No function","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Food Standards Agency","400","380","27260","26750"
"In post","2021","EO","No function","Foreign, Commonwealth and Development Office (excl. agencies)","400","390","30890","30430"
"In post","2021","EO","No function","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Health and Safety Executive","380","360","28020","27740"
"In post","2021","EO","No function","HM Courts and Tribunals Service","2510","2350","24030","23700"
"In post","2021","EO","No function","HM Land Registry","1860","1610","27250","27130"
"In post","2021","EO","No function","HM Prison and Probation Service","5990","5730","31060","31890"
"In post","2021","EO","No function","HM Revenue and Customs (excl. agencies)","5990","5420","26230","25560"
"In post","2021","EO","No function","HM Treasury (excl. agencies)","160","160","27310","26780"
"In post","2021","EO","No function","Insolvency Service","180","170","25940","26290"
"In post","2021","EO","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Legal Aid Agency","290","270","23380","22570"
"In post","2021","EO","No function","Maritime and Coastguard Agency","180","180","29590","31350"
"In post","2021","EO","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","210","200","28450","27850"
"In post","2021","EO","No function","Ministry of Justice (excl. agencies)","270","260","26480","26410"
"In post","2021","EO","No function","National Crime Agency","2290","2240","33640","34140"
"In post","2021","EO","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Office for Standards in Education, Children's Services and Skills","140","130","26380","25880"
"In post","2021","EO","No function","Office of Gas and Electricity Markets","230","230","25450","24650"
"In post","2021","EO","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Office of the Public Guardian","340","320","22290","22570"
"In post","2021","EO","No function","Planning Inspectorate","80","70","26680","26050"
"In post","2021","EO","No function","Public Health England","870","790","25950","25790"
"In post","2021","EO","No function","Registers of Scotland","300","290","30060","30080"
"In post","2021","EO","No function","Scottish Prison Service","2040","1920","32790","33650"
"In post","2021","EO","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","The National Archives","50","50","[c]","[c]"
"In post","2021","EO","No function","UK Hydrographic Office","190","180","27570","26740"
"In post","2021","EO","No function","UK Intellectual Property Office","400","380","25640","23320"
"In post","2021","EO","No function","United Kingdom Statistics Authority","420","390","23910","23050"
"In post","2021","EO","No function","Vehicle Certification Agency","40","30","[c]","[c]"
"In post","2021","EO","No function","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","EO","Project Delivery","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Defence Electronics and Components Agency","230","220","28120","28750"
"In post","2021","EO","Project Delivery","Defence Equipment and Support","2160","2070","22430","21660"
"In post","2021","EO","Project Delivery","Defence Science and Technology Laboratory","100","90","22730","22780"
"In post","2021","EO","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2021","EO","Project Delivery","Department for Education (excl. agencies)","50","40","[c]","[c]"
"In post","2021","EO","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","120","110","28290","30630"
"In post","2021","EO","Project Delivery","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","HM Revenue and Customs (excl. agencies)","540","480","26710","25560"
"In post","2021","EO","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Met Office","40","40","[c]","[c]"
"In post","2021","EO","Project Delivery","Ministry of Defence (excl. agencies)","850","820","27160","26670"
"In post","2021","EO","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2021","EO","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Scottish Forestry","50","50","[c]","[c]"
"In post","2021","EO","Project Delivery","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2021","EO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","80","70","25570","25100"
"In post","2021","EO","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","FCDO Services","70","70","27990","27090"
"In post","2021","EO","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Forestry and Land Scotland","210","200","31910","30160"
"In post","2021","EO","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","EO","Property","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Ministry of Defence (excl. agencies)","380","370","27030","26670"
"In post","2021","EO","Property","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"In post","2021","EO","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Scottish Prison Service","30","30","[c]","[c]"
"In post","2021","EO","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Property","Valuation Office Agency","910","830","26880","26000"
"In post","2021","EO","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Cabinet Office (excl. agencies)","140","140","26580","26670"
"In post","2021","EO","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","FCDO Services","40","40","[c]","[c]"
"In post","2021","EO","Security","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","EO","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","HM Prison and Probation Service","160","160","31520","29740"
"In post","2021","EO","Security","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","EO","Security","Ministry of Defence (excl. agencies)","680","670","34880","42660"
"In post","2021","EO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Security","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Accountant in Bankruptcy","40","40","[c]","[c]"
"In post","2021","EO","Unknown","Charity Commission","80","70","24740","24440"
"In post","2021","EO","Unknown","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Department for Education (excl. agencies)","60","60","27290","26000"
"In post","2021","EO","Unknown","Department for Work and Pensions (excl. agencies)","48570","43950","28120","27570"
"In post","2021","EO","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Disclosure Scotland","60","60","29370","29190"
"In post","2021","EO","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Food Standards Scotland","80","80","28600","29190"
"In post","2021","EO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Home Office (incl. agencies)","14370","13180","26950","26070"
"In post","2021","EO","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Medicines and Healthcare Products Regulatory Agency","190","180","27820","27400"
"In post","2021","EO","Unknown","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Ministry of Defence (excl. agencies)","3780","3680","28370","26930"
"In post","2021","EO","Unknown","National Records of Scotland","60","60","28660","29190"
"In post","2021","EO","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scottish Government (excl. agencies)","1170","1120","28270","28170"
"In post","2021","EO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Scottish Public Pensions Agency","80","70","28210","29190"
"In post","2021","EO","Unknown","Social Security Scotland","280","270","26940","26160"
"In post","2021","EO","Unknown","Student Awards Agency for Scotland","60","50","28570","27150"
"In post","2021","EO","Unknown","Transport Scotland","40","40","[c]","[c]"
"In post","2021","EO","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Welsh Government (excl. agencies)","1010","950","28710","28850"
"In post","2021","EO","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Centre for Environment, Fisheries and Aquaculture Science","90","80","51850","48080"
"In post","2021","G6/G7","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Competition and Markets Authority","80","70","65500","61590"
"In post","2021","G6/G7","Analysis","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Defence Science and Technology Laboratory","200","190","49100","46130"
"In post","2021","G6/G7","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","70","61930","57850"
"In post","2021","G6/G7","Analysis","Department for Digital, Culture, Media and Sport","60","60","63180","60130"
"In post","2021","G6/G7","Analysis","Department for Education (excl. agencies)","130","120","55510","53760"
"In post","2021","G6/G7","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Department for International Trade","110","100","54090","51970"
"In post","2021","G6/G7","Analysis","Department for Transport (excl. agencies)","170","160","58010","54760"
"In post","2021","G6/G7","Analysis","Department of Health and Social Care (excl. agencies)","220","210","57280","53360"
"In post","2021","G6/G7","Analysis","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","40","30","[c]","[c]"
"In post","2021","G6/G7","Analysis","Government Actuary's Department","110","90","87900","83030"
"In post","2021","G6/G7","Analysis","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","HM Revenue and Customs (excl. agencies)","220","210","57210","59160"
"In post","2021","G6/G7","Analysis","HM Treasury (excl. agencies)","60","60","58860","55840"
"In post","2021","G6/G7","Analysis","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","90","90","58090","54740"
"In post","2021","G6/G7","Analysis","Ministry of Justice (excl. agencies)","140","130","60330","58130"
"In post","2021","G6/G7","Analysis","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","G6/G7","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","United Kingdom Statistics Authority","350","340","52720","50090"
"In post","2021","G6/G7","Analysis","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Analysis","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Cabinet Office (excl. agencies)","800","780","63320","56920"
"In post","2021","G6/G7","Commercial","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","G6/G7","Commercial","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Defence Equipment and Support","80","80","58170","55420"
"In post","2021","G6/G7","Commercial","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Department of Health and Social Care (excl. agencies)","50","50","54960","53360"
"In post","2021","G6/G7","Commercial","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","HM Prison and Probation Service","150","150","72600","70740"
"In post","2021","G6/G7","Commercial","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Commercial","Met Office","90","90","51640","48080"
