"Status","Year","Region_ITL1","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Scotland","Declared disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","170","150","29480","27570"
"In post","2021","Scotland","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Falkirk","180","160","27740","27570"
"In post","2021","Scotland","Declared disabled","Glasgow City","1180","1080","28920","26160"
"In post","2021","Scotland","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","110","90","28810","27570"
"In post","2021","Scotland","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","110","100","28640","27570"
"In post","2021","Scotland","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","North Lanarkshire","280","230","25410","21440"
"In post","2021","Scotland","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Perth and Kinross and Stirling","130","120","31310","30930"
"In post","2021","Scotland","Declared disabled","Scottish Borders","40","40","[c]","[c]"
"In post","2021","Scotland","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared disabled","South Ayrshire","30","30","[c]","[c]"
"In post","2021","Scotland","Declared disabled","South Lanarkshire","320","280","29820","26120"
"In post","2021","Scotland","Declared disabled","West Lothian","50","40","[c]","[c]"
"In post","2021","Scotland","Declared non-disabled","Aberdeen City and Aberdeenshire","1050","990","38600","31060"
"In post","2021","Scotland","Declared non-disabled","Angus and Dundee City","1170","1070","26700","23120"
"In post","2021","Scotland","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","160","150","29480","27570"
"In post","2021","Scotland","Declared non-disabled","City of Edinburgh","6370","6090","39590","34190"
"In post","2021","Scotland","Declared non-disabled","Clackmannanshire and Fife","680","620","29450","27570"
"In post","2021","Scotland","Declared non-disabled","Dumfries and Galloway","320","290","29530","27570"
"In post","2021","Scotland","Declared non-disabled","East Ayrshire and North Ayrshire mainland","710","640","26830","26600"
"In post","2021","Scotland","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","1410","1330","30330","27570"
"In post","2021","Scotland","Declared non-disabled","East Lothian and Midlothian","70","70","28190","27570"
"In post","2021","Scotland","Declared non-disabled","Falkirk","1010","870","26050","22220"
"In post","2021","Scotland","Declared non-disabled","Glasgow City","7240","6740","31690","27570"
"In post","2021","Scotland","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","600","550","29250","27570"
"In post","2021","Scotland","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","770","730","29150","27570"
"In post","2021","Scotland","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","250","240","28970","27570"
"In post","2021","Scotland","Declared non-disabled","Na h-Eileanan Siar","140","130","26010","22230"
"In post","2021","Scotland","Declared non-disabled","North Lanarkshire","1680","1460","25950","21440"
"In post","2021","Scotland","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Declared non-disabled","Perth and Kinross and Stirling","470","440","30480","27570"
"In post","2021","Scotland","Declared non-disabled","Scottish Borders","270","250","30400","27570"
"In post","2021","Scotland","Declared non-disabled","Shetland Islands","40","40","[c]","[c]"
"In post","2021","Scotland","Declared non-disabled","South Ayrshire","210","190","28660","27570"
"In post","2021","Scotland","Declared non-disabled","South Lanarkshire","1980","1770","31810","27570"
"In post","2021","Scotland","Declared non-disabled","West Lothian","350","330","32250","27570"
"In post","2021","Scotland","Undeclared","Aberdeen City and Aberdeenshire","60","50","42700","30360"
"In post","2021","Scotland","Undeclared","Angus and Dundee City","90","80","24390","21010"
"In post","2021","Scotland","Undeclared","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","City of Edinburgh","300","290","35810","31810"
"In post","2021","Scotland","Undeclared","Clackmannanshire and Fife","40","40","[c]","[c]"
"In post","2021","Scotland","Undeclared","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"In post","2021","Scotland","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","100","90","33150","27570"
"In post","2021","Scotland","Undeclared","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Falkirk","80","70","24690","21010"
"In post","2021","Scotland","Undeclared","Glasgow City","430","400","29220","26670"
"In post","2021","Scotland","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","North Lanarkshire","90","80","25090","21440"
"In post","2021","Scotland","Undeclared","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Undeclared","South Lanarkshire","90","80","31860","28130"
"In post","2021","Scotland","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Aberdeen City and Aberdeenshire","630","590","32110","29350"
"In post","2021","Scotland","Unknown","Angus and Dundee City","390","360","26710","22230"
"In post","2021","Scotland","Unknown","Caithness and Sutherland and Ross and Cromarty","30","30","[c]","[c]"
"In post","2021","Scotland","Unknown","City of Edinburgh","5030","4780","34950","30650"
"In post","2021","Scotland","Unknown","Clackmannanshire and Fife","460","430","30220","29350"
"In post","2021","Scotland","Unknown","Dumfries and Galloway","210","190","29060","28410"
"In post","2021","Scotland","Unknown","East Ayrshire and North Ayrshire mainland","130","130","26490","23230"
"In post","2021","Scotland","Unknown","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","750","730","30860","30930"
"In post","2021","Scotland","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Falkirk","550","500","30750","33650"
"In post","2021","Scotland","Unknown","Glasgow City","2800","2640","33790","30650"
"In post","2021","Scotland","Unknown","Inverclyde, East Renfrewshire and Renfrewshire","310","280","30260","29350"
"In post","2021","Scotland","Unknown","Inverness and Nairn and Moray, Badenoch and Strathspey","230","210","29410","29030"
"In post","2021","Scotland","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50","40","26150","26160"
"In post","2021","Scotland","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","North Lanarkshire","750","680","27100","25560"
"In post","2021","Scotland","Unknown","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","Perth and Kinross and Stirling","730","690","31280","30930"
"In post","2021","Scotland","Unknown","Scottish Borders","160","140","27780","24110"
"In post","2021","Scotland","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Unknown","South Ayrshire","70","70","26750","27360"
"In post","2021","Scotland","Unknown","South Lanarkshire","1310","1180","27940","21440"
"In post","2021","Scotland","Unknown","West Lothian","100","90","36550","27620"
"In post","2021","South East (England)","Declared disabled","Berkshire","330","310","33310","30890"
"In post","2021","South East (England)","Declared disabled","Brighton and Hove","100","90","28460","27570"
"In post","2021","South East (England)","Declared disabled","Buckinghamshire CC","190","180","30340","28200"
"In post","2021","South East (England)","Declared disabled","Central Hampshire","440","420","34270","33300"
"In post","2021","South East (England)","Declared disabled","East Kent","450","410","28380","27370"
"In post","2021","South East (England)","Declared disabled","East Surrey","90","80","31710","31060"
"In post","2021","South East (England)","Declared disabled","East Sussex CC","280","240","25640","26120"
"In post","2021","South East (England)","Declared disabled","Isle of Wight","120","110","27360","26680"
"In post","2021","South East (England)","Declared disabled","Kent Thames Gateway","180","170","29790","29290"
"In post","2021","South East (England)","Declared disabled","Medway","160","150","31190","29290"
"In post","2021","South East (England)","Declared disabled","Mid Kent","110","100","29540","29290"
"In post","2021","South East (England)","Declared disabled","Milton Keynes","210","200","30500","27570"
"In post","2021","South East (England)","Declared disabled","North Hampshire","120","110","28910","27570"
"In post","2021","South East (England)","Declared disabled","Oxfordshire","280","260","31790","29530"
"In post","2021","South East (England)","Declared disabled","Portsmouth","430","390","28780","27320"
"In post","2021","South East (England)","Declared disabled","South Hampshire","430","360","29830","27570"
"In post","2021","South East (England)","Declared disabled","Southampton","150","130","28970","27570"
"In post","2021","South East (England)","Declared disabled","West Kent","60","60","33370","29290"
