"Status","Year","Region_ITL2","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Operational Delivery","190","180","22070","22850"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","140","140","25700","27570"
"New entrant CS","2021","Highlands and Islands","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Unknown","Unknown","90","90","26340","27570"
"New entrant CS","2021","Inner London - East","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Economics","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Commercial","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Communications","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - East","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Digital, Data & Technology","Digital, Data and Technology","140","140","48390","47550"
"New entrant CS","2021","Inner London - East","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Digital, Data & Technology","Unknown","120","120","44260","40600"
"New entrant CS","2021","Inner London - East","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Human Resources","Human Resources","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - East","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Legal","Legal","50","50","47920","52670"
"New entrant CS","2021","Inner London - East","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Legal","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Medicine","30","20","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Operational Delivery","1220","1150","33060","30220"
"New entrant CS","2021","Inner London - East","No function","Other","70","70","35720","25750"
"New entrant CS","2021","Inner London - East","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Science and Engineering","100","80","37780","38650"
"New entrant CS","2021","Inner London - East","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Project Delivery","Operational Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - East","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Project Delivery","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - East","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Unknown","Unknown","1090","1070","30750","31060"
"New entrant CS","2021","Inner London - West","Analysis","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Economics","210","210","32310","31800"
"New entrant CS","2021","Inner London - West","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Intelligence Analysis","60","50","53180","53360"
"New entrant CS","2021","Inner London - West","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Social Research","90","90","34840","32540"
"New entrant CS","2021","Inner London - West","Analysis","Statistics","140","140","35790","32540"
"New entrant CS","2021","Inner London - West","Analysis","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Commercial","Commercial","70","70","47080","40650"
"New entrant CS","2021","Inner London - West","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Commercial","Operational Delivery","50","50","47690","44080"
"New entrant CS","2021","Inner London - West","Commercial","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Commercial","Unknown","130","130","76550","71250"
"New entrant CS","2021","Inner London - West","Communications","Communications","230","230","38110","33360"
"New entrant CS","2021","Inner London - West","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Communications","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Communications","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Communications","Unknown","80","80","36400","34550"
"New entrant CS","2021","Inner London - West","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Digital, Data and Technology","280","270","46730","42460"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Finance","180","170","40830","34020"
"New entrant CS","2021","Inner London - West","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Human Resources","170","170","36510","32000"
"New entrant CS","2021","Inner London - West","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Human Resources","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - West","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Internal Audit","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Legal","Legal","320","310","46970","50500"
"New entrant CS","2021","Inner London - West","Legal","Operational Delivery","110","110","24790","23520"
"New entrant CS","2021","Inner London - West","Legal","Other","60","50","26920","26950"
"New entrant CS","2021","Inner London - West","No function","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Economics","80","80","32660","31500"
"New entrant CS","2021","Inner London - West","No function","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","International Trade","110","110","33070","31800"
"New entrant CS","2021","Inner London - West","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Operational Delivery","930","920","29660","27270"
"New entrant CS","2021","Inner London - West","No function","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Other","80","80","35690","29970"
"New entrant CS","2021","Inner London - West","No function","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Policy","2200","2170","37860","33570"
"New entrant CS","2021","Inner London - West","No function","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","No function","Unknown","650","640","34120","28000"
"New entrant CS","2021","Inner London - West","No function","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Project Delivery","180","170","41100","36800"
"New entrant CS","2021","Inner London - West","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Project Delivery","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Security","Security","60","60","33700","29370"
"New entrant CS","2021","Inner London - West","Security","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Economics","50","50","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Other","160","160","31670","28650"
"New entrant CS","2021","Inner London - West","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Policy","200","200","42000","37000"
"New entrant CS","2021","Inner London - West","Unknown","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - West","Unknown","Unknown","580","570","33900","31060"
"New entrant CS","2021","Kent","Communications","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","No function","Operational Delivery","380","370","25110","24920"
"New entrant CS","2021","Kent","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Operational Delivery","160","150","24180","24880"
"New entrant CS","2021","Kent","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Kent","Unknown","Unknown","520","520","28060","29290"
"New entrant CS","2021","Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Operational Delivery","270","250","22430","22350"
"New entrant CS","2021","Lancashire","No function","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Unknown","930","920","23120","21010"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Operational Delivery","320","310","21800","22350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","410","400","25730","27570"
"New entrant CS","2021","Lincolnshire","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Legal","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Operational Delivery","90","90","23880","22850"
"New entrant CS","2021","Lincolnshire","No function","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Operational Research","[c]","[c]","[c]","[c]"
