"Status","Year","Responsibility_level","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","White","Outer London - West and North West","730","670","26270","25110"
"In post","2021","AA/AO","White","Overseas","40","40","[c]","[c]"
"In post","2021","AA/AO","White","Shropshire and Staffordshire","2500","2290","22740","21050"
"In post","2021","AA/AO","White","South Yorkshire","2380","2080","22020","21300"
"In post","2021","AA/AO","White","Southern Scotland","1380","1180","21640","21010"
"In post","2021","AA/AO","White","Surrey, East and West Sussex","2140","1940","24190","21590"
"In post","2021","AA/AO","White","Tees Valley and Durham","3830","3370","23040","21430"
"In post","2021","AA/AO","White","Unknown","120","110","21540","21010"
"In post","2021","AA/AO","White","West Central Scotland","5110","4530","22120","21010"
"In post","2021","AA/AO","White","West Midlands","2350","2050","21160","21010"
"In post","2021","AA/AO","White","West Wales and The Valleys","5950","5100","21090","21590"
"In post","2021","AA/AO","White","West Yorkshire","2950","2610","22690","21100"
"In post","2021","EO","Asian","Bedfordshire and Hertfordshire","240","220","28550","28550"
"In post","2021","EO","Asian","Berkshire, Buckinghamshire and Oxfordshire","230","210","28710","29290"
"In post","2021","EO","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Derbyshire and Nottinghamshire","190","170","26370","26700"
"In post","2021","EO","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","East Anglia","100","100","26560","27130"
"In post","2021","EO","Asian","East Wales","100","100","26390","25560"
"In post","2021","EO","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Eastern Scotland","50","50","27530","27570"
"In post","2021","EO","Asian","Essex","100","90","28400","29290"
"In post","2021","EO","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","25380","26670"
"In post","2021","EO","Asian","Greater Manchester","490","460","26320","26450"
"In post","2021","EO","Asian","Hampshire and Isle of Wight","80","80","27200","27530"
"In post","2021","EO","Asian","Herefordshire, Worcestershire and Warwickshire","60","60","26970","27570"
"In post","2021","EO","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Inner London - East","890","830","30360","31060"
"In post","2021","EO","Asian","Inner London - West","1270","1210","29320","29390"
"In post","2021","EO","Asian","Kent","70","70","29410","29290"
"In post","2021","EO","Asian","Lancashire","290","270","26960","27570"
"In post","2021","EO","Asian","Leicestershire, Rutland and Northamptonshire","320","300","26880","27570"
"In post","2021","EO","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Merseyside","40","30","[c]","[c]"
"In post","2021","EO","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Northumberland and Tyne and Wear","70","60","26420","25560"
"In post","2021","EO","Asian","Outer London - East and North East","430","400","30770","31060"
"In post","2021","EO","Asian","Outer London - South","570","520","29640","29370"
"In post","2021","EO","Asian","Outer London - West and North West","1400","1280","29700","29760"
"In post","2021","EO","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Shropshire and Staffordshire","90","90","27020","27570"
"In post","2021","EO","Asian","South Yorkshire","120","110","25970","25260"
"In post","2021","EO","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Surrey, East and West Sussex","150","140","28520","28280"
"In post","2021","EO","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","Unknown","70","70","29010","27570"
"In post","2021","EO","Asian","West Central Scotland","70","60","26550","27340"
"In post","2021","EO","Asian","West Midlands","1320","1230","26440","27570"
"In post","2021","EO","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","EO","Asian","West Yorkshire","700","650","26560","27570"
"In post","2021","EO","Black","Bedfordshire and Hertfordshire","110","100","28920","29290"
"In post","2021","EO","Black","Berkshire, Buckinghamshire and Oxfordshire","100","100","28440","27570"
"In post","2021","EO","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Derbyshire and Nottinghamshire","110","100","26570","27570"
"In post","2021","EO","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","East Anglia","40","40","[c]","[c]"
"In post","2021","EO","Black","East Wales","50","50","[c]","[c]"
"In post","2021","EO","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Essex","130","120","28930","29290"
"In post","2021","EO","Black","Gloucestershire, Wiltshire and Bath/Bristol area","110","100","25550","26710"
"In post","2021","EO","Black","Greater Manchester","170","170","26630","27570"
"In post","2021","EO","Black","Hampshire and Isle of Wight","50","40","[c]","[c]"
"In post","2021","EO","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Inner London - East","1000","960","30720","31060"
"In post","2021","EO","Black","Inner London - West","1100","1070","29480","29510"
"In post","2021","EO","Black","Kent","90","90","29370","29290"
"In post","2021","EO","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"In post","2021","EO","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Merseyside","40","40","[c]","[c]"
"In post","2021","EO","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","EO","Black","Outer London - East and North East","340","320","31240","31060"
"In post","2021","EO","Black","Outer London - South","640","600","29910","29570"
"In post","2021","EO","Black","Outer London - West and North West","460","430","30190","31060"
"In post","2021","EO","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","EO","Black","South Yorkshire","50","50","26180","25480"
"In post","2021","EO","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Surrey, East and West Sussex","80","70","28660","27570"
"In post","2021","EO","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","West Midlands","320","300","26520","27570"
"In post","2021","EO","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","EO","Black","West Yorkshire","120","110","26830","27570"
"In post","2021","EO","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Devon","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Essex","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Inner London - West","50","50","29220","29200"
"In post","2021","EO","Chinese","Kent","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","EO","Chinese","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2021","EO","Mixed","Berkshire, Buckinghamshire and Oxfordshire","50","50","28630","27570"
"In post","2021","EO","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Derbyshire and Nottinghamshire","60","60","26010","27230"
"In post","2021","EO","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","East Anglia","50","50","27400","27570"
"In post","2021","EO","Mixed","East Wales","90","80","26530","26930"
"In post","2021","EO","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Essex","50","40","[c]","[c]"
"In post","2021","EO","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","25970","26810"
"In post","2021","EO","Mixed","Greater Manchester","110","110","26280","26830"
"In post","2021","EO","Mixed","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2021","EO","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Inner London - East","190","180","29940","31060"
"In post","2021","EO","Mixed","Inner London - West","290","280","29040","28700"
"In post","2021","EO","Mixed","Kent","50","40","[c]","[c]"
"In post","2021","EO","Mixed","Lancashire","40","30","[c]","[c]"
"In post","2021","EO","Mixed","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"In post","2021","EO","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Merseyside","80","70","26000","25560"
"In post","2021","EO","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Outer London - East and North East","50","50","[c]","[c]"
"In post","2021","EO","Mixed","Outer London - South","120","120","29530","29370"
"In post","2021","EO","Mixed","Outer London - West and North West","130","120","30450","31060"
"In post","2021","EO","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","EO","Mixed","South Yorkshire","50","40","[c]","[c]"
"In post","2021","EO","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Surrey, East and West Sussex","70","70","28520","27570"
"In post","2021","EO","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","West Midlands","130","120","27230","27570"
"In post","2021","EO","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","EO","Mixed","West Yorkshire","90","90","27020","27570"
"In post","2021","EO","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","EO","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Inner London - East","70","70","30960","31060"
"In post","2021","EO","Other ethnicity","Inner London - West","130","120","28920","28940"
"In post","2021","EO","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2021","EO","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
