"Status","Year","Responsibility_level","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","EO","Undeclared","Cheshire","70","70","30000","28840"
"In post","2022","EO","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Derbyshire and Nottinghamshire","130","120","27480","27570"
"In post","2022","EO","Undeclared","Devon","110","100","27500","27490"
"In post","2022","EO","Undeclared","Dorset and Somerset","70","60","27270","27520"
"In post","2022","EO","Undeclared","East Anglia","170","150","27830","27570"
"In post","2022","EO","Undeclared","East Wales","160","150","27870","27570"
"In post","2022","EO","Undeclared","East Yorkshire and Northern Lincolnshire","70","70","27750","27130"
"In post","2022","EO","Undeclared","Eastern Scotland","200","190","31180","30840"
"In post","2022","EO","Undeclared","Essex","120","110","28440","27370"
"In post","2022","EO","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","240","220","27050","27130"
"In post","2022","EO","Undeclared","Greater Manchester","210","190","27020","27370"
"In post","2022","EO","Undeclared","Hampshire and Isle of Wight","180","160","28010","27570"
"In post","2022","EO","Undeclared","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Inner London - East","300","280","31410","31060"
"In post","2022","EO","Undeclared","Inner London - West","280","270","29960","30000"
"In post","2022","EO","Undeclared","Kent","230","210","28340","27370"
"In post","2022","EO","Undeclared","Lancashire","160","140","27570","27570"
"In post","2022","EO","Undeclared","Leicestershire, Rutland and Northamptonshire","90","80","27830","27570"
"In post","2022","EO","Undeclared","Lincolnshire","30","30","[c]","[c]"
"In post","2022","EO","Undeclared","Merseyside","220","200","26920","27370"
"In post","2022","EO","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","North Yorkshire","40","40","[c]","[c]"
"In post","2022","EO","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Northumberland, and Tyne and Wear","180","160","27000","27330"
"In post","2022","EO","Undeclared","Outer London - East and North East","120","110","31150","31060"
"In post","2022","EO","Undeclared","Outer London - South","190","170","30650","30600"
"In post","2022","EO","Undeclared","Outer London - West and North West","260","230","29990","30410"
"In post","2022","EO","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","Shropshire and Staffordshire","100","90","27900","27570"
"In post","2022","EO","Undeclared","South Yorkshire","110","100","26840","26840"
"In post","2022","EO","Undeclared","Southern Scotland","50","50","28610","27570"
"In post","2022","EO","Undeclared","Surrey, East and West Sussex","170","150","28570","27570"
"In post","2022","EO","Undeclared","Tees Valley and Durham","70","70","27280","27570"
"In post","2022","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Undeclared","West Central Scotland","230","210","30290","27570"
"In post","2022","EO","Undeclared","West Midlands","290","260","27240","27570"
"In post","2022","EO","Undeclared","West Wales and The Valleys","180","160","27600","27570"
"In post","2022","EO","Undeclared","West Yorkshire","230","210","27410","27570"
"In post","2022","EO","Unknown","Bedfordshire and Hertfordshire","120","110","29210","28830"
"In post","2022","EO","Unknown","Berkshire, Buckinghamshire and Oxfordshire","200","190","29910","27570"
"In post","2022","EO","Unknown","Cheshire","110","100","29700","27570"
"In post","2022","EO","Unknown","Cornwall and Isles of Scilly","40","30","[c]","[c]"
"In post","2022","EO","Unknown","Cumbria","80","70","26080","24920"
"In post","2022","EO","Unknown","Derbyshire and Nottinghamshire","510","490","26750","26820"
"In post","2022","EO","Unknown","Devon","210","190","27480","27130"
"In post","2022","EO","Unknown","Dorset and Somerset","150","140","27280","26780"
"In post","2022","EO","Unknown","East Anglia","240","230","27340","26700"
"In post","2022","EO","Unknown","East Wales","710","680","26200","26590"
"In post","2022","EO","Unknown","East Yorkshire and Northern Lincolnshire","120","110","27110","27130"
"In post","2022","EO","Unknown","Eastern Scotland","1350","1270","30680","30450"
"In post","2022","EO","Unknown","Essex","150","140","28110","26820"
"In post","2022","EO","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","530","510","25560","26590"
"In post","2022","EO","Unknown","Greater Manchester","900","870","26720","26820"
"In post","2022","EO","Unknown","Hampshire and Isle of Wight","310","300","27120","26350"
"In post","2022","EO","Unknown","Herefordshire, Worcestershire and Warwickshire","70","70","26290","26350"
"In post","2022","EO","Unknown","Highlands and Islands","80","80","29860","29550"
"In post","2022","EO","Unknown","Inner London - East","620","590","31150","31020"
"In post","2022","EO","Unknown","Inner London - West","1140","1120","28800","28310"
"In post","2022","EO","Unknown","Kent","300","280","28150","26290"
"In post","2022","EO","Unknown","Lancashire","370","350","27620","27570"
"In post","2022","EO","Unknown","Leicestershire, Rutland and Northamptonshire","140","130","27340","27570"
"In post","2022","EO","Unknown","Lincolnshire","40","40","[c]","[c]"
"In post","2022","EO","Unknown","Merseyside","770","750","26290","26590"
"In post","2022","EO","Unknown","North Eastern Scotland","140","130","31100","30450"
"In post","2022","EO","Unknown","North Yorkshire","130","130","26530","26350"
"In post","2022","EO","Unknown","Northern Ireland","230","220","26280","26590"
"In post","2022","EO","Unknown","Northumberland, and Tyne and Wear","890","850","26500","26820"
"In post","2022","EO","Unknown","Outer London - East and North East","150","150","31290","31060"
"In post","2022","EO","Unknown","Outer London - South","490","470","30090","30170"
"In post","2022","EO","Unknown","Outer London - West and North West","370","360","29550","28650"
"In post","2022","EO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","EO","Unknown","Shropshire and Staffordshire","190","180","27480","27130"
"In post","2022","EO","Unknown","South Yorkshire","230","220","27060","26020"
"In post","2022","EO","Unknown","Southern Scotland","340","320","27400","27080"
"In post","2022","EO","Unknown","Surrey, East and West Sussex","290","260","28320","27570"
"In post","2022","EO","Unknown","Tees Valley and Durham","180","170","26900","27130"
"In post","2022","EO","Unknown","Unknown","60","60","27540","27570"
"In post","2022","EO","Unknown","West Central Scotland","1090","1040","29930","28200"
"In post","2022","EO","Unknown","West Midlands","750","720","26880","26820"
"In post","2022","EO","Unknown","West Wales and The Valleys","300","290","27130","27130"
"In post","2022","EO","Unknown","West Yorkshire","850","810","26690","26820"
"In post","2022","EO","White","Bedfordshire and Hertfordshire","980","900","29140","29290"
"In post","2022","EO","White","Berkshire, Buckinghamshire and Oxfordshire","1610","1510","29540","28350"
"In post","2022","EO","White","Cheshire","1140","1080","29840","28840"
"In post","2022","EO","White","Cornwall and Isles of Scilly","510","470","27310","27570"
"In post","2022","EO","White","Cumbria","490","450","26270","26270"
"In post","2022","EO","White","Derbyshire and Nottinghamshire","2620","2390","27320","27380"
"In post","2022","EO","White","Devon","1880","1700","27440","27570"
"In post","2022","EO","White","Dorset and Somerset","1370","1250","27450","27570"
"In post","2022","EO","White","East Anglia","2670","2460","27810","27570"
"In post","2022","EO","White","East Wales","4030","3760","27220","26940"
"In post","2022","EO","White","East Yorkshire and Northern Lincolnshire","1420","1290","27850","27570"
"In post","2022","EO","White","Eastern Scotland","3800","3550","28790","27570"
"In post","2022","EO","White","Essex","1540","1400","28820","29290"
"In post","2022","EO","White","Gloucestershire, Wiltshire and Bath/Bristol area","4550","4240","26360","26670"
"In post","2022","EO","White","Greater Manchester","3940","3680","26990","27570"
"In post","2022","EO","White","Hampshire and Isle of Wight","2920","2730","27160","26820"
"In post","2022","EO","White","Herefordshire, Worcestershire and Warwickshire","910","850","27290","27570"
"In post","2022","EO","White","Highlands and Islands","580","540","29020","27570"
"In post","2022","EO","White","Inner London - East","1660","1590","31790","31060"
"In post","2022","EO","White","Inner London - West","3140","3060","29460","29000"
"In post","2022","EO","White","Kent","2790","2570","28230","27370"
"In post","2022","EO","White","Lancashire","3510","3180","27670","27570"
"In post","2022","EO","White","Leicestershire, Rutland and Northamptonshire","1130","1040","27780","27570"
"In post","2022","EO","White","Lincolnshire","650","610","27830","27570"
"In post","2022","EO","White","Merseyside","5450","4990","26540","26820"
"In post","2022","EO","White","North Eastern Scotland","440","410","29090","27570"
"In post","2022","EO","White","North Yorkshire","830","780","27220","26670"
"In post","2022","EO","White","Northern Ireland","840","790","27110","26820"
"In post","2022","EO","White","Northumberland, and Tyne and Wear","4700","4260","27060","27570"
"In post","2022","EO","White","Outer London - East and North East","580","540","31790","31060"
"In post","2022","EO","White","Outer London - South","1280","1210","30490","30600"
"In post","2022","EO","White","Outer London - West and North West","1320","1220","29990","30130"
"In post","2022","EO","White","Overseas","190","190","27690","26930"
"In post","2022","EO","White","Shropshire and Staffordshire","2060","1900","27910","27570"
"In post","2022","EO","White","South Yorkshire","2240","2000","27190","27570"
"In post","2022","EO","White","Southern Scotland","1530","1380","27420","27570"
"In post","2022","EO","White","Surrey, East and West Sussex","2150","1940","28290","27570"
"In post","2022","EO","White","Tees Valley and Durham","2140","1930","27570","27570"
"In post","2022","EO","White","Unknown","230","220","27780","27570"
"In post","2022","EO","White","West Central Scotland","4090","3770","27910","27570"
"In post","2022","EO","White","West Midlands","3040","2750","27330","27570"
"In post","2022","EO","White","West Wales and The Valleys","3980","3650","27450","27570"
"In post","2022","EO","White","West Yorkshire","3260","2980","27550","27570"
"In post","2022","G6/G7","Asian","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2022","G6/G7","Asian","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2022","G6/G7","Asian","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Derbyshire and Nottinghamshire","70","70","57080","55210"
"In post","2022","G6/G7","Asian","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","East Wales","50","50","[c]","[c]"
"In post","2022","G6/G7","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","56170","54540"
"In post","2022","G6/G7","Asian","Greater Manchester","150","140","55380","55100"
"In post","2022","G6/G7","Asian","Hampshire and Isle of Wight","30","30","[c]","[c]"
"In post","2022","G6/G7","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Inner London - East","460","450","61970","61330"
"In post","2022","G6/G7","Asian","Inner London - West","1780","1730","59040","57430"
"In post","2022","G6/G7","Asian","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2022","G6/G7","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","G6/G7","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Outer London - South","200","190","62110","61680"
"In post","2022","G6/G7","Asian","Outer London - West and North West","100","100","61550","57680"
"In post","2022","G6/G7","Asian","Overseas","40","40","[c]","[c]"
"In post","2022","G6/G7","Asian","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","G6/G7","Asian","South Yorkshire","50","50","[c]","[c]"
"In post","2022","G6/G7","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","West Midlands","240","240","54140","52060"
"In post","2022","G6/G7","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Asian","West Yorkshire","120","120","55240","55210"
"In post","2022","G6/G7","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","G6/G7","Black","Greater Manchester","50","50","54440","52080"
"In post","2022","G6/G7","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Inner London - East","180","180","59880","59150"
"In post","2022","G6/G7","Black","Inner London - West","760","750","58030","55550"
"In post","2022","G6/G7","Black","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Outer London - South","110","100","62700","60940"
"In post","2022","G6/G7","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","West Midlands","60","60","55210","53900"
"In post","2022","G6/G7","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Black","West Yorkshire","30","30","[c]","[c]"
"In post","2022","G6/G7","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","East Wales","40","40","[c]","[c]"
"In post","2022","G6/G7","Mixed","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","70","70","55700","54540"
"In post","2022","G6/G7","Mixed","Greater Manchester","50","40","[c]","[c]"
"In post","2022","G6/G7","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Inner London - East","110","110","61390","60790"
"In post","2022","G6/G7","Mixed","Inner London - West","740","720","58600","57430"
"In post","2022","G6/G7","Mixed","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Outer London - South","60","50","62250","61050"
"In post","2022","G6/G7","Mixed","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Overseas","40","40","[c]","[c]"
"In post","2022","G6/G7","Mixed","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","West Midlands","30","30","[c]","[c]"
"In post","2022","G6/G7","Mixed","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Mixed","West Yorkshire","40","40","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Inner London - East","60","60","63300","62120"
"In post","2022","G6/G7","Other ethnicity","Inner London - West","220","210","59890","57420"
"In post","2022","G6/G7","Other ethnicity","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50","50","59420","56920"
"In post","2022","G6/G7","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Derbyshire and Nottinghamshire","60","50","59370","55500"
"In post","2022","G6/G7","Undeclared","Devon","50","50","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","East Anglia","40","30","[c]","[c]"
"In post","2022","G6/G7","Undeclared","East Wales","90","90","59950","61110"
"In post","2022","G6/G7","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Eastern Scotland","80","80","62560","62130"
"In post","2022","G6/G7","Undeclared","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","330","320","56090","55000"
"In post","2022","G6/G7","Undeclared","Greater Manchester","100","100","57620","55210"
"In post","2022","G6/G7","Undeclared","Hampshire and Isle of Wight","160","150","55220","54540"
"In post","2022","G6/G7","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Inner London - East","170","160","64770","62780"
"In post","2022","G6/G7","Undeclared","Inner London - West","820","800","61110","59540"
"In post","2022","G6/G7","Undeclared","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Lancashire","50","40","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Merseyside","60","60","56470","55210"
"In post","2022","G6/G7","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Northumberland, and Tyne and Wear","100","90","57640","55210"
"In post","2022","G6/G7","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Outer London - South","100","100","64280","62370"
"In post","2022","G6/G7","Undeclared","Outer London - West and North West","50","50","61930","60250"
"In post","2022","G6/G7","Undeclared","Overseas","80","80","58630","56300"
"In post","2022","G6/G7","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","South Yorkshire","50","50","54340","52050"
"In post","2022","G6/G7","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
