"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","No function","20-29","190","190","22310","21260"
"Leaver CS","2022","Lancashire","No function","30-39","120","110","23210","21260"
"Leaver CS","2022","Lancashire","No function","40-49","90","80","23530","21260"
"Leaver CS","2022","Lancashire","No function","50-59","150","130","25680","22600"
"Leaver CS","2022","Lancashire","No function","60-64","120","100","25430","23840"
"Leaver CS","2022","Lancashire","No function","65+","120","80","24580","21260"
"Leaver CS","2022","Lancashire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","20-29","190","180","22670","21220"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","30-39","120","110","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","40-49","90","80","30950","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","50-59","110","100","33610","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","60-64","70","60","28950","27570"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","No function","65+","50","40","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","50-59","70","60","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Communications","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Property","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Communications","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Debt","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","No function","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","No function","20-29","80","70","22890","21260"
"Leaver CS","2022","Merseyside","No function","30-39","70","60","25920","27300"
"Leaver CS","2022","Merseyside","No function","40-49","60","60","33770","27570"
"Leaver CS","2022","Merseyside","No function","50-59","100","90","30930","27570"
"Leaver CS","2022","Merseyside","No function","60-64","110","90","33000","27570"
"Leaver CS","2022","Merseyside","No function","65+","110","80","25180","21790"
"Leaver CS","2022","Merseyside","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Security","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Merseyside","Unknown","20-29","140","130","23410","21680"
"Leaver CS","2022","Merseyside","Unknown","30-39","120","110","25090","24890"
"Leaver CS","2022","Merseyside","Unknown","40-49","70","60","[c]","[c]"
"Leaver CS","2022","Merseyside","Unknown","50-59","140","120","26920","24890"
"Leaver CS","2022","Merseyside","Unknown","60-64","110","80","[c]","[c]"
"Leaver CS","2022","Merseyside","Unknown","65+","110","70","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","No function","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North Eastern Scotland","Unknown","20-29","[c]","[c]","[c]","[c]"
