"Status","Year","Ethnicity","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","South West (England)","G6/G7","190","190","56120","54000"
"New entrant CS","2021","White","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","South West (England)","SEO/HEO","830","800","34680","33290"
"New entrant CS","2021","White","South West (England)","Unknown","190","170","30880","26670"
"New entrant CS","2021","White","Unknown","AA/AO","60","60","21370","21010"
"New entrant CS","2021","White","Unknown","EO","130","130","27530","27570"
"New entrant CS","2021","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","SEO/HEO","50","50","35820","35310"
"New entrant CS","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","AA/AO","870","840","20640","21010"
"New entrant CS","2021","White","Wales","EO","450","450","26580","27570"
"New entrant CS","2021","White","Wales","G6/G7","80","80","55040","51880"
"New entrant CS","2021","White","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Wales","SEO/HEO","300","290","34360","33300"
"New entrant CS","2021","White","Wales","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","AA/AO","630","610","21200","21010"
"New entrant CS","2021","White","West Midlands (England)","EO","660","640","27120","27570"
"New entrant CS","2021","White","West Midlands (England)","G6/G7","100","90","57020","53410"
"New entrant CS","2021","White","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","West Midlands (England)","SEO/HEO","260","250","36270","36340"
"New entrant CS","2021","White","West Midlands (England)","Unknown","110","100","23090","22920"
"New entrant CS","2021","White","Yorkshire and The Humber","AA/AO","830","810","21090","21010"
"New entrant CS","2021","White","Yorkshire and The Humber","EO","890","870","27000","27570"
"New entrant CS","2021","White","Yorkshire and The Humber","G6/G7","140","140","57020","54000"
"New entrant CS","2021","White","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Yorkshire and The Humber","SEO/HEO","430","410","33550","31990"
"New entrant CS","2021","White","Yorkshire and The Humber","Unknown","70","60","22460","22920"
"New entrant CS","2022","Asian","East Midlands (England)","AA/AO","160","160","21290","21260"
"New entrant CS","2022","Asian","East Midlands (England)","EO","90","90","26790","26590"
"New entrant CS","2022","Asian","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Asian","East of England","EO","60","60","27950","28450"
"New entrant CS","2022","Asian","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","AA/AO","280","270","24240","24160"
"New entrant CS","2022","Asian","London","EO","610","590","29160","30750"
"New entrant CS","2022","Asian","London","G6/G7","170","170","57840","54700"
"New entrant CS","2022","Asian","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","London","SEO/HEO","540","530","36900","36650"
"New entrant CS","2022","Asian","London","Unknown","70","60","33280","28640"
"New entrant CS","2022","Asian","North East (England)","AA/AO","70","60","21260","21260"
"New entrant CS","2022","Asian","North East (England)","EO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","AA/AO","260","240","21160","21250"
"New entrant CS","2022","Asian","North West (England)","EO","180","180","26770","27530"
"New entrant CS","2022","Asian","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","North West (England)","SEO/HEO","110","110","34760","33080"
"New entrant CS","2022","Asian","North West (England)","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","AA/AO","80","80","21610","21250"
"New entrant CS","2022","Asian","Scotland","EO","60","50","27050","27230"
"New entrant CS","2022","Asian","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scotland","SEO/HEO","60","50","35430","33000"
"New entrant CS","2022","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","AA/AO","80","80","23240","21810"
"New entrant CS","2022","Asian","South East (England)","EO","70","70","28040","27570"
"New entrant CS","2022","Asian","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","AA/AO","40","30","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","South West (England)","SEO/HEO","60","60","36250","34000"
"New entrant CS","2022","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","AA/AO","60","60","20940","21250"
"New entrant CS","2022","Asian","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Wales","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands (England)","AA/AO","280","270","21310","21250"
"New entrant CS","2022","Asian","West Midlands (England)","EO","330","330","26850","27570"
"New entrant CS","2022","Asian","West Midlands (England)","G6/G7","30","30","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","West Midlands (England)","SEO/HEO","140","130","34170","33080"
"New entrant CS","2022","Asian","West Midlands (England)","Unknown","60","50","25590","23170"
"New entrant CS","2022","Asian","Yorkshire and The Humber","AA/AO","280","270","21280","21250"
"New entrant CS","2022","Asian","Yorkshire and The Humber","EO","210","210","26950","27570"
"New entrant CS","2022","Asian","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Yorkshire and The Humber","SEO/HEO","80","80","34030","33080"
"New entrant CS","2022","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Black","East of England","EO","40","40","[c]","[c]"
"New entrant CS","2022","Black","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","East of England","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Black","London","AA/AO","210","210","25210","25110"
"New entrant CS","2022","Black","London","EO","470","460","29420","30880"
"New entrant CS","2022","Black","London","G6/G7","80","80","56640","54700"
"New entrant CS","2022","Black","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","London","SEO/HEO","300","300","37090","36650"
"New entrant CS","2022","Black","London","Unknown","270","260","32410","30200"
"New entrant CS","2022","Black","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","AA/AO","90","90","21240","21250"
"New entrant CS","2022","Black","North West (England)","EO","70","60","26760","27570"
"New entrant CS","2022","Black","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","AA/AO","50","50","21220","21250"
"New entrant CS","2022","Black","Scotland","EO","30","30","[c]","[c]"
"New entrant CS","2022","Black","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","AA/AO","80","70","25600","24950"
"New entrant CS","2022","Black","South East (England)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","AA/AO","80","70","21150","21250"
"New entrant CS","2022","Black","West Midlands (England)","EO","90","90","26950","27570"
"New entrant CS","2022","Black","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","West Midlands (England)","SEO/HEO","60","50","34120","33080"
"New entrant CS","2022","Black","West Midlands (England)","Unknown","60","50","27970","26310"
"New entrant CS","2022","Black","Yorkshire and The Humber","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","EO","40","40","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","London","AA/AO","80","80","24830","24590"
"New entrant CS","2022","Mixed","London","EO","170","160","28510","27960"
"New entrant CS","2022","Mixed","London","G6/G7","60","60","56400","54700"
"New entrant CS","2022","Mixed","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","London","SEO/HEO","200","190","36330","34710"
"New entrant CS","2022","Mixed","London","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","AA/AO","70","70","21330","21260"
"New entrant CS","2022","Mixed","North West (England)","EO","50","40","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","AA/AO","60","60","25200","24250"
"New entrant CS","2022","Mixed","South East (England)","EO","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","AA/AO","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","EO","50","50","27010","27570"
"New entrant CS","2022","Mixed","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","EO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","EO","70","70","28820","28650"
"New entrant CS","2022","Other ethnicity","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
