"Status","Year","Ethnicity","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Wales","EO","1060","1020","25830","25560"
"In post","2021","Unknown","Wales","G6/G7","340","330","57910","55610"
"In post","2021","Unknown","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","SEO/HEO","940","900","34620","32000"
"In post","2021","Unknown","Wales","Unknown","140","120","28570","28200"
"In post","2021","Unknown","West Midlands (England)","AA/AO","1570","1470","21550","20880"
"In post","2021","Unknown","West Midlands (England)","EO","910","870","26600","26350"
"In post","2021","Unknown","West Midlands (England)","G6/G7","250","240","56870","52590"
"In post","2021","Unknown","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","SEO/HEO","720","690","35110","32550"
"In post","2021","Unknown","West Midlands (England)","Unknown","130","110","28000","28200"
"In post","2021","Unknown","Yorkshire and The Humber","AA/AO","1960","1850","21710","20920"
"In post","2021","Unknown","Yorkshire and The Humber","EO","1170","1120","26370","25610"
"In post","2021","Unknown","Yorkshire and The Humber","G6/G7","520","500","55810","52580"
"In post","2021","Unknown","Yorkshire and The Humber","SCS","60","60","81390","74000"
"In post","2021","Unknown","Yorkshire and The Humber","SEO/HEO","1040","1000","33540","31990"
"In post","2021","Unknown","Yorkshire and The Humber","Unknown","90","80","26370","22920"
"In post","2021","White","East Midlands (England)","AA/AO","5390","4900","22380","21010"
"In post","2021","White","East Midlands (England)","EO","4360","4000","27200","27570"
"In post","2021","White","East Midlands (England)","G6/G7","1090","1040","57630","53430"
"In post","2021","White","East Midlands (England)","SCS","70","70","88480","79870"
"In post","2021","White","East Midlands (England)","SEO/HEO","3470","3290","36240","34290"
"In post","2021","White","East Midlands (England)","Unknown","730","670","30410","30210"
"In post","2021","White","East of England","AA/AO","5880","5390","23650","21550"
"In post","2021","White","East of England","EO","5360","4910","28260","27570"
"In post","2021","White","East of England","G6/G7","1050","1000","58990","55230"
"In post","2021","White","East of England","SCS","80","80","95320","92370"
"In post","2021","White","East of England","SEO/HEO","3960","3770","36810","35310"
"In post","2021","White","East of England","Unknown","800","730","29290","28200"
"In post","2021","White","London","AA/AO","4740","4420","25900","25110"
"In post","2021","White","London","EO","8260","7820","30130","30000"
"In post","2021","White","London","G6/G7","17910","17240","60920","59160"
"In post","2021","White","London","SCS","3350","3220","90710","82030"
"In post","2021","White","London","SEO/HEO","17930","17460","38990","38580"
"In post","2021","White","London","Unknown","700","680","35550","34100"
"In post","2021","White","North East (England)","AA/AO","10460","8910","21590","21010"
"In post","2021","White","North East (England)","EO","6430","5790","26950","27570"
"In post","2021","White","North East (England)","G6/G7","1680","1630","54760","52580"
"In post","2021","White","North East (England)","SCS","90","90","87860","79460"
"In post","2021","White","North East (England)","SEO/HEO","5050","4770","34870","33310"
"In post","2021","White","North East (England)","Unknown","650","600","29470","28200"
"In post","2021","White","North West (England)","AA/AO","15520","13740","21670","21010"
"In post","2021","White","North West (England)","EO","14320","13120","26970","27570"
"In post","2021","White","North West (England)","G6/G7","3610","3490","56400","52700"
"In post","2021","White","North West (England)","SCS","210","200","88670","81860"
"In post","2021","White","North West (England)","SEO/HEO","10200","9700","35310","33840"
"In post","2021","White","North West (England)","Unknown","1620","1520","30910","30210"
"In post","2021","White","Northern Ireland","AA/AO","1300","1200","20870","20310"
"In post","2021","White","Northern Ireland","EO","780","730","26710","25560"
"In post","2021","White","Northern Ireland","G6/G7","200","200","55950","52580"
"In post","2021","White","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","White","Northern Ireland","SEO/HEO","750","720","34950","32100"
"In post","2021","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Overseas","AA/AO","40","40","[c]","[c]"
"In post","2021","White","Overseas","EO","190","190","27920","27340"
"In post","2021","White","Overseas","G6/G7","920","920","60330","58120"
"In post","2021","White","Overseas","SCS","220","220","85840","77620"
"In post","2021","White","Overseas","SEO/HEO","1070","1070","39680","34770"
"In post","2021","White","Overseas","Unknown","180","170","[c]","[c]"
"In post","2021","White","Scotland","AA/AO","11260","10120","22150","21010"
"In post","2021","White","Scotland","EO","9960","9170","27880","27570"
"In post","2021","White","Scotland","G6/G7","3680","3520","61160","61010"
"In post","2021","White","Scotland","SCS","260","250","88510","83230"
"In post","2021","White","Scotland","SEO/HEO","9430","8990","37820","35720"
"In post","2021","White","Scotland","Unknown","100","100","40120","41270"
"In post","2021","White","South East (England)","AA/AO","10490","9520","24020","21580"
"In post","2021","White","South East (England)","EO","9840","9090","28000","27570"
"In post","2021","White","South East (England)","G6/G7","2660","2540","57220","54540"
"In post","2021","White","South East (England)","SCS","140","140","92710","89870"
"In post","2021","White","South East (England)","SEO/HEO","7750","7420","36730","35690"
"In post","2021","White","South East (England)","Unknown","1180","1090","30840","30210"
"In post","2021","White","South West (England)","AA/AO","7380","6730","22240","21010"
"In post","2021","White","South West (England)","EO","8630","7950","26530","27130"
"In post","2021","White","South West (England)","G6/G7","5120","4910","56110","54540"
"In post","2021","White","South West (England)","SCS","270","260","96560","91000"
"In post","2021","White","South West (England)","SEO/HEO","12930","12320","36350","35900"
"In post","2021","White","South West (England)","Unknown","2070","1960","37480","33740"
"In post","2021","White","Unknown","AA/AO","120","110","21540","21010"
"In post","2021","White","Unknown","EO","380","360","27740","27570"
"In post","2021","White","Unknown","G6/G7","130","120","56210","54700"
"In post","2021","White","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","White","Unknown","SEO/HEO","270","260","37120","35310"
"In post","2021","White","Unknown","Unknown","60","60","28510","27370"
"In post","2021","White","Wales","AA/AO","10140","8880","21290","21140"
"In post","2021","White","Wales","EO","7680","7070","27120","27570"
"In post","2021","White","Wales","G6/G7","2670","2560","58710","58800"
"In post","2021","White","Wales","SCS","260","260","87370","79790"
"In post","2021","White","Wales","SEO/HEO","7540","7170","37130","37410"
"In post","2021","White","Wales","Unknown","910","850","29950","28820"
"In post","2021","White","West Midlands (England)","AA/AO","6260","5640","22260","21010"
"In post","2021","White","West Midlands (England)","EO","5940","5410","27280","27570"
"In post","2021","White","West Midlands (England)","G6/G7","1700","1640","57330","53500"
"In post","2021","White","West Midlands (England)","SCS","150","150","94830","86910"
"In post","2021","White","West Midlands (England)","SEO/HEO","4650","4430","36370","35000"
"In post","2021","White","West Midlands (England)","Unknown","920","840","30240","30210"
"In post","2021","White","Yorkshire and The Humber","AA/AO","8140","7250","22740","21130"
"In post","2021","White","Yorkshire and The Humber","EO","7670","6980","27310","27570"
"In post","2021","White","Yorkshire and The Humber","G6/G7","2970","2830","56540","53190"
"In post","2021","White","Yorkshire and The Humber","SCS","190","180","86800","78310"
"In post","2021","White","Yorkshire and The Humber","SEO/HEO","6770","6410","35530","34290"
"In post","2021","White","Yorkshire and The Humber","Unknown","1100","1000","29930","30210"
"In post","2022","Asian","East Midlands (England)","AA/AO","770","670","21580","21250"
"In post","2022","Asian","East Midlands (England)","EO","610","570","27110","27570"
"In post","2022","Asian","East Midlands (England)","G6/G7","100","90","57200","55210"
"In post","2022","Asian","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Midlands (England)","SEO/HEO","390","370","35250","33370"
"In post","2022","Asian","East Midlands (England)","Unknown","80","70","29300","28200"
"In post","2022","Asian","East of England","AA/AO","370","320","23050","21680"
"In post","2022","Asian","East of England","EO","450","420","28130","27570"
"In post","2022","Asian","East of England","G6/G7","70","70","61320","59410"
"In post","2022","Asian","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","SEO/HEO","220","210","38250","37000"
"In post","2022","Asian","East of England","Unknown","50","50","26920","24800"
"In post","2022","Asian","London","AA/AO","2350","2090","25150","25110"
"In post","2022","Asian","London","EO","4590","4280","29980","30500"
"In post","2022","Asian","London","G6/G7","2550","2490","59910","58010"
"In post","2022","Asian","London","SCS","230","230","90640","82870"
"In post","2022","Asian","London","SEO/HEO","4890","4780","38650","37930"
"In post","2022","Asian","London","Unknown","190","180","32880","32090"
"In post","2022","Asian","North East (England)","AA/AO","220","190","21450","21260"
"In post","2022","Asian","North East (England)","EO","160","150","26710","26820"
"In post","2022","Asian","North East (England)","G6/G7","60","50","55480","55000"
"In post","2022","Asian","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","SEO/HEO","140","140","36390","34500"
"In post","2022","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","AA/AO","1160","1020","21280","21260"
"In post","2022","Asian","North West (England)","EO","1020","970","26860","27570"
"In post","2022","Asian","North West (England)","G6/G7","200","200","55890","55160"
"In post","2022","Asian","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","SEO/HEO","740","720","35120","33370"
"In post","2022","Asian","North West (England)","Unknown","100","90","28860","24800"
"In post","2022","Asian","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","G6/G7","40","40","[c]","[c]"
"In post","2022","Asian","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","SEO/HEO","60","60","38320","34770"
"In post","2022","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","AA/AO","250","220","22090","21260"
"In post","2022","Asian","Scotland","EO","190","180","27290","27230"
"In post","2022","Asian","Scotland","G6/G7","70","70","60220","60190"
"In post","2022","Asian","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","SEO/HEO","220","220","39860","36130"
"In post","2022","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","AA/AO","500","440","23310","21840"
"In post","2022","Asian","South East (England)","EO","580","540","28520","28410"
"In post","2022","Asian","South East (England)","G6/G7","100","90","58160","55410"
"In post","2022","Asian","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","SEO/HEO","300","290","36940","36010"
"In post","2022","Asian","South East (England)","Unknown","60","50","27180","24090"
"In post","2022","Asian","South West (England)","AA/AO","130","120","21750","21260"
"In post","2022","Asian","South West (England)","EO","210","190","25830","26750"
"In post","2022","Asian","South West (England)","G6/G7","110","110","56300","54390"
"In post","2022","Asian","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","SEO/HEO","390","370","35770","34170"
"In post","2022","Asian","South West (England)","Unknown","50","50","37560","34000"
"In post","2022","Asian","Unknown","AA/AO","50","40","24040","25110"
"In post","2022","Asian","Unknown","EO","80","70","29930","30330"
"In post","2022","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","AA/AO","200","180","21410","21260"
"In post","2022","Asian","Wales","EO","160","150","26750","26820"
"In post","2022","Asian","Wales","G6/G7","60","50","60950","58900"
"In post","2022","Asian","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","SEO/HEO","170","160","36350","34170"
"In post","2022","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","AA/AO","1580","1410","21340","21250"
"In post","2022","Asian","West Midlands (England)","EO","1700","1610","26860","27570"
"In post","2022","Asian","West Midlands (England)","G6/G7","280","270","54860","53370"
"In post","2022","Asian","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","SEO/HEO","1100","1070","35340","33370"
"In post","2022","Asian","West Midlands (England)","Unknown","190","180","28420","24800"
"In post","2022","Asian","Yorkshire and The Humber","AA/AO","930","820","21460","21250"
"In post","2022","Asian","Yorkshire and The Humber","EO","1050","990","26840","27570"
"In post","2022","Asian","Yorkshire and The Humber","G6/G7","180","180","54870","54000"
"In post","2022","Asian","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","SEO/HEO","660","640","34670","33370"
"In post","2022","Asian","Yorkshire and The Humber","Unknown","80","80","28140","28200"
"In post","2022","Black","East Midlands (England)","AA/AO","220","200","22360","21260"
"In post","2022","Black","East Midlands (England)","EO","200","190","27080","27570"
"In post","2022","Black","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","East Midlands (England)","SEO/HEO","110","100","36710","35610"
"In post","2022","Black","East Midlands (England)","Unknown","70","60","27830","26650"
"In post","2022","Black","East of England","AA/AO","160","150","24150","23720"
"In post","2022","Black","East of England","EO","270","260","28820","29290"
"In post","2022","Black","East of England","G6/G7","30","30","[c]","[c]"
"In post","2022","Black","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","East of England","SEO/HEO","110","110","36940","36410"
"In post","2022","Black","East of England","Unknown","60","60","29290","26310"
"In post","2022","Black","London","AA/AO","2210","2060","26200","25110"
"In post","2022","Black","London","EO","3540","3400","30340","31060"
"In post","2022","Black","London","G6/G7","1090","1080","58880","57430"
"In post","2022","Black","London","SCS","70","70","88830","79510"
"In post","2022","Black","London","SEO/HEO","2930","2890","38580","37930"
"In post","2022","Black","London","Unknown","660","650","33460","32090"
"In post","2022","Black","North East (England)","AA/AO","70","60","21360","21260"
"In post","2022","Black","North East (England)","EO","40","40","[c]","[c]"
"In post","2022","Black","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","North East (England)","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","AA/AO","270","250","21510","21250"
"In post","2022","Black","North West (England)","EO","300","290","26940","27570"
"In post","2022","Black","North West (England)","G6/G7","70","70","54140","51970"
"In post","2022","Black","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","SEO/HEO","250","240","34970","33370"
"In post","2022","Black","North West (England)","Unknown","50","50","29440","24090"
"In post","2022","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","AA/AO","120","110","21580","21250"
"In post","2022","Black","Scotland","EO","90","90","27940","27570"
"In post","2022","Black","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","SEO/HEO","80","70","40010","36000"
"In post","2022","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","AA/AO","320","300","25830","24590"
"In post","2022","Black","South East (England)","EO","320","300","28610","28880"
"In post","2022","Black","South East (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Black","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","SEO/HEO","170","160","37600","36840"
"In post","2022","Black","South East (England)","Unknown","70","60","28630","25900"
"In post","2022","Black","South West (England)","AA/AO","80","80","22120","21260"
"In post","2022","Black","South West (England)","EO","120","120","25930","26820"
"In post","2022","Black","South West (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Black","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","SEO/HEO","290","280","35810","35580"
"In post","2022","Black","South West (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","EO","30","30","[c]","[c]"
"In post","2022","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","AA/AO","60","60","21680","21250"
"In post","2022","Black","Wales","EO","80","70","27100","27320"
"In post","2022","Black","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","SEO/HEO","70","70","35240","33370"
"In post","2022","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands (England)","AA/AO","440","410","21830","21260"
"In post","2022","Black","West Midlands (England)","EO","440","420","27080","27570"
"In post","2022","Black","West Midlands (England)","G6/G7","60","60","55240","53700"
"In post","2022","Black","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","West Midlands (England)","SEO/HEO","280","280","35230","33370"
"In post","2022","Black","West Midlands (England)","Unknown","180","170","29060","28200"
"In post","2022","Black","Yorkshire and The Humber","AA/AO","180","160","21910","21260"
"In post","2022","Black","Yorkshire and The Humber","EO","220","200","26790","27570"
"In post","2022","Black","Yorkshire and The Humber","G6/G7","40","40","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","SEO/HEO","140","130","35310","34290"
"In post","2022","Black","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","AA/AO","150","140","22520","21260"
"In post","2022","Mixed","East Midlands (England)","EO","120","110","27180","27570"
"In post","2022","Mixed","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","SEO/HEO","80","80","36530","35900"
"In post","2022","Mixed","East Midlands (England)","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","East of England","AA/AO","130","120","24620","23140"
"In post","2022","Mixed","East of England","EO","140","130","28340","27570"
"In post","2022","Mixed","East of England","G6/G7","30","30","[c]","[c]"
"In post","2022","Mixed","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","SEO/HEO","90","80","36890","36330"
"In post","2022","Mixed","East of England","Unknown","50","50","29860","30210"
"In post","2022","Mixed","London","AA/AO","410","380","26200","25110"
"In post","2022","Mixed","London","EO","760","730","29950","30500"
"In post","2022","Mixed","London","G6/G7","920","900","59160","57460"
"In post","2022","Mixed","London","SCS","100","100","85320","79390"
"In post","2022","Mixed","London","SEO/HEO","1270","1240","38320","37790"
"In post","2022","Mixed","London","Unknown","130","130","33860","33700"
"In post","2022","Mixed","North East (England)","AA/AO","100","90","22440","21260"
"In post","2022","Mixed","North East (England)","EO","60","50","27330","27570"
"In post","2022","Mixed","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","SEO/HEO","70","60","34170","33310"
"In post","2022","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","AA/AO","280","260","21860","21260"
"In post","2022","Mixed","North West (England)","EO","260","250","26750","26820"
"In post","2022","Mixed","North West (England)","G6/G7","80","80","56870","55210"
"In post","2022","Mixed","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","SEO/HEO","190","180","35420","33370"
"In post","2022","Mixed","North West (England)","Unknown","70","70","29210","28200"
"In post","2022","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scotland","AA/AO","80","80","22480","21260"
"In post","2022","Mixed","Scotland","EO","90","80","27510","27230"
"In post","2022","Mixed","Scotland","G6/G7","50","40","[c]","[c]"
"In post","2022","Mixed","Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scotland","SEO/HEO","100","100","38380","36130"
"In post","2022","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South East (England)","AA/AO","250","230","24940","23430"
"In post","2022","Mixed","South East (England)","EO","230","210","28400","27570"
"In post","2022","Mixed","South East (England)","G6/G7","50","50","62220","60310"
"In post","2022","Mixed","South East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South East (England)","SEO/HEO","180","170","37290","37220"
"In post","2022","Mixed","South East (England)","Unknown","60","50","29480","24800"
"In post","2022","Mixed","South West (England)","AA/AO","120","110","22580","21260"
"In post","2022","Mixed","South West (England)","EO","140","130","27020","27570"
"In post","2022","Mixed","South West (England)","G6/G7","90","90","54940","53920"
"In post","2022","Mixed","South West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West (England)","SEO/HEO","270","260","35330","34040"
"In post","2022","Mixed","South West (England)","Unknown","50","40","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","AA/AO","130","110","21950","21600"
"In post","2022","Mixed","Wales","EO","120","110","27230","27570"
"In post","2022","Mixed","Wales","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","SEO/HEO","110","110","36470","35380"
"In post","2022","Mixed","Wales","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","AA/AO","210","190","22330","21260"
"In post","2022","Mixed","West Midlands (England)","EO","210","190","27510","27570"
"In post","2022","Mixed","West Midlands (England)","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","SEO/HEO","120","120","35690","33370"
"In post","2022","Mixed","West Midlands (England)","Unknown","70","60","29300","26190"
"In post","2022","Mixed","Yorkshire and The Humber","AA/AO","150","130","22340","21260"
"In post","2022","Mixed","Yorkshire and The Humber","EO","180","170","27120","27570"
"In post","2022","Mixed","Yorkshire and The Humber","G6/G7","70","60","56060","52150"
"In post","2022","Mixed","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Yorkshire and The Humber","SEO/HEO","130","120","35210","33370"
"In post","2022","Mixed","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","AA/AO","40","30","[c]","[c]"
"In post","2022","Other ethnicity","East of England","EO","40","40","[c]","[c]"
"In post","2022","Other ethnicity","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","London","AA/AO","180","170","26200","25110"
"In post","2022","Other ethnicity","London","EO","350","330","30010","30510"
"In post","2022","Other ethnicity","London","G6/G7","300","290","60950","58730"
"In post","2022","Other ethnicity","London","SCS","30","30","[c]","[c]"
"In post","2022","Other ethnicity","London","SEO/HEO","390","380","38860","38160"
"In post","2022","Other ethnicity","London","Unknown","50","50","33990","34100"
"In post","2022","Other ethnicity","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","AA/AO","50","40","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","EO","60","60","27040","27570"
"In post","2022","Other ethnicity","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","North West (England)","SEO/HEO","50","50","36780","36160"
"In post","2022","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
