"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Commercial","40","40","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","No function","170","160","92930","90390"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Analysis","100","100","35530","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Commercial","130","120","38490","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Communications","50","50","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Digital, Data & Technology","120","120","34900","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Finance","260","250","35820","36820"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Human Resources","60","60","35810","32790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","No function","720","690","35910","34790"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Property","30","30","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","80","80","35880","32880"
"In post","2022","Disclosure Scotland","AA/AO","Unknown","220","200","22650","23230"
"In post","2022","Disclosure Scotland","EO","Unknown","60","60","30030","30040"
"In post","2022","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","SEO/HEO","Unknown","60","60","39410","37070"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Commercial","40","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Finance","40","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","No function","3890","3300","20830","21840"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","AA/AO","Security","60","60","25020","24720"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Commercial","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Digital, Data & Technology","180","180","26860","26470"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Human Resources","50","50","26470","26470"
"In post","2022","Driver and Vehicle Licensing Agency","EO","No function","560","520","26580","26580"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Project Delivery","40","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Digital, Data & Technology","140","140","63110","62240"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","No function","70","70","73540","83320"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Commercial","80","70","35020","32180"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Digital, Data & Technology","440","430","40600","40380"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Finance","60","60","36560","34730"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Human Resources","100","90","34660","32790"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","No function","210","200","34200","32180"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Property","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","No function","1050","980","24720","23940"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Digital, Data & Technology","60","60","26430","26130"
"In post","2022","Driver and Vehicle Standards Agency","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","No function","2470","2300","28200","26780"
"In post","2022","Driver and Vehicle Standards Agency","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","No function","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Digital, Data & Technology","140","140","36990","33350"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Finance","50","50","37330","38650"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Human Resources","70","60","36940","38650"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","No function","540","520","34440","33350"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Project Delivery","60","50","35120","33350"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","EO","Finance","60","60","25700","25000"
"In post","2022","Education and Skills Funding Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","EO","No function","100","100","25990","26000"
"In post","2022","Education and Skills Funding Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","G6/G7","Finance","220","210","54080","50630"
"In post","2022","Education and Skills Funding Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","G6/G7","No function","380","370","55490","53420"
"In post","2022","Education and Skills Funding Agency","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SCS","No function","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","Finance","490","470","34750","36500"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","SEO/HEO","No function","560","540","34720","36500"
"In post","2022","Education Scotland","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2022","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","G6/G7","Unknown","210","200","69480","72480"
"In post","2022","Education Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","SEO/HEO","Unknown","70","70","42730","43000"
"In post","2022","Estyn","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","G6/G7","Project Delivery","70","70","74040","75480"
"In post","2022","Estyn","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","AA/AO","Security","90","90","26130","23950"
"In post","2022","FCDO Services","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","EO","Property","60","60","28100","28170"
"In post","2022","FCDO Services","EO","Security","40","40","[c]","[c]"
"In post","2022","FCDO Services","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Commercial","30","30","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Legal","50","30","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Property","60","60","62970","63250"
"In post","2022","FCDO Services","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Commercial","30","30","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Digital, Data & Technology","60","60","44620","44120"
"In post","2022","FCDO Services","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"In post","2022","FCDO Services","SEO/HEO","Property","180","180","41120","41740"
"In post","2022","FCDO Services","SEO/HEO","Security","120","110","39350","38200"
"In post","2022","FCDO Services","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Property","40","40","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","No function","400","380","27150","26750"
"In post","2022","Food Standards Agency","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","No function","150","150","55270","55300"
"In post","2022","Food Standards Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Analysis","30","30","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Communications","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Counter Fraud","50","40","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","No function","490","490","35610","37350"
"In post","2022","Food Standards Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","EO","Unknown","90","90","28850","30040"
"In post","2022","Food Standards Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","SEO/HEO","Unknown","160","150","36330","34600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","No function","260","250","26410","25000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Human Resources","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","No function","370","370","30720","30510"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Project Delivery","80","80","28300","26120"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Security","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Analysis","40","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Communications","40","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Digital, Data & Technology","60","60","54220","54270"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Finance","100","100","57030","55060"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Human Resources","110","110","60460","58850"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Legal","50","50","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","No function","1190","1170","60120","58600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Project Delivery","1190","1160","58450","56110"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Property","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Security","90","90","58760","57400"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","Unknown","70","70","60720","58470"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Human Resources","[c]","[c]","[c]","[c]"
