"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","No function","160","160","34990","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Communications","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","No function","80","80","26460","25000"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","EO","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","No function","40","40","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","No function","130","120","33230","32940"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Education (excl. agencies)","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","No function","130","130","23760","24920"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Digital, Data & Technology","50","50","50990","49320"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","No function","110","110","54240","52290"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Digital, Data & Technology","70","70","33520","34230"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Finance","40","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","No function","390","390","33100","32560"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","No function","50","50","[c]","[c]"
"New entrant CS","2021","Department for International Trade","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","No function","120","120","33250","31800"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","No function","90","90","27310","29970"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","No function","50","50","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Analysis","70","70","34340","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","No function","150","150","35110","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","5530","5470","21610","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","EO","Unknown","10880","10630","28590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","170","170","58160","56140"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","390","390","35180","35310"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","No function","110","110","26750","27270"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Analysis","50","50","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","No function","140","130","56090","53360"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Commercial","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Finance","100","100","34540","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","No function","360","350","33770","32790"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Disclosure Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","No function","230","200","19690","18060"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","AA/AO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","EO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","AA/AO","No function","120","120","24000","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","No function","60","60","26900","26130"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","EO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Standards Agency","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","AA/AO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","EO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Education and Skills Funding Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
