"Status","Year","Region_ITL1","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","13740","13180","38070","35000"
"In post","2022","South West (England)","Bournemouth, Christchurch and Poole","Dorset and Somerset","780","710","28090","27570"
"In post","2022","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","6730","6290","35250","31820"
"In post","2022","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","1770","1620","27790","26750"
"In post","2022","South West (England)","Devon CC","Devon","5680","5210","32620","27570"
"In post","2022","South West (England)","Dorset","Dorset and Somerset","2210","2070","29850","27130"
"In post","2022","South West (England)","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","1520","1380","30700","27570"
"In post","2022","South West (England)","Plymouth","Devon","3280","3050","31620","27570"
"In post","2022","South West (England)","Somerset CC","Dorset and Somerset","2470","2310","31860","27720"
"In post","2022","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","500","460","32640","27570"
"In post","2022","South West (England)","Torbay","Devon","360","310","27240","26310"
"In post","2022","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","7670","7370","37170","33520"
"In post","2022","Unknown","Unknown","Unknown","3310","3240","35950","32400"
"In post","2022","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","780","690","27910","27570"
"In post","2022","Wales","Cardiff and Vale of Glamorgan","East Wales","11940","11220","34500","29430"
"In post","2022","Wales","Central Valleys","West Wales and The Valleys","2690","2500","31960","27570"
"In post","2022","Wales","Conwy and Denbighshire","West Wales and The Valleys","730","690","35440","29430"
"In post","2022","Wales","Flintshire and Wrexham","East Wales","2250","2130","28530","27020"
"In post","2022","Wales","Gwent Valleys","West Wales and The Valleys","1010","920","29760","27570"
"In post","2022","Wales","Gwynedd","West Wales and The Valleys","780","720","26200","23170"
"In post","2022","Wales","Isle of Anglesey","West Wales and The Valleys","260","250","28850","27470"
"In post","2022","Wales","Monmouthshire and Newport","East Wales","6070","5700","35070","30770"
"In post","2022","Wales","Powys","East Wales","600","560","30570","27570"
"In post","2022","Wales","South West Wales","West Wales and The Valleys","1600","1480","31260","27570"
"In post","2022","Wales","Swansea","West Wales and The Valleys","9200","8250","27800","22600"
"In post","2022","West Midlands (England)","Birmingham","West Midlands","13040","12210","31690","27570"
"In post","2022","West Midlands (England)","Coventry","West Midlands","2560","2430","37000","33840"
"In post","2022","West Midlands (England)","Dudley","West Midlands","1110","960","25720","26120"
"In post","2022","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","470","450","29150","26700"
"In post","2022","West Midlands (England)","Sandwell","West Midlands","500","450","27840","27570"
"In post","2022","West Midlands (England)","Shropshire","Shropshire and Staffordshire","1250","1180","30130","27570"
"In post","2022","West Midlands (England)","Solihull","West Midlands","1050","980","29010","27370"
"In post","2022","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","4340","4090","30920","27570"
"In post","2022","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","1310","1180","26880","24880"
"In post","2022","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","2010","1860","34770","28920"
"In post","2022","West Midlands (England)","Walsall","West Midlands","660","580","25860","26120"
"In post","2022","West Midlands (England)","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","1350","1230","28280","26690"
"In post","2022","West Midlands (England)","Wolverhampton","West Midlands","1160","1040","27780","27570"
"In post","2022","West Midlands (England)","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","2370","2230","29610","27120"
"In post","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","3120","2800","27780","27570"
"In post","2022","Yorkshire and The Humber","Bradford","West Yorkshire","2770","2440","26050","22080"
"In post","2022","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","1070","960","28350","27570"
"In post","2022","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","1990","1870","29300","26930"
"In post","2022","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","2110","1900","28410","27130"
"In post","2022","Yorkshire and The Humber","Leeds","West Yorkshire","13510","12780","34630","30820"
"In post","2022","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","850","770","26810","27240"
"In post","2022","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","1990","1890","31160","27570"
"In post","2022","Yorkshire and The Humber","Sheffield","South Yorkshire","7360","6810","34080","30200"
"In post","2022","Yorkshire and The Humber","Wakefield","West Yorkshire","1810","1670","30910","27570"
"In post","2022","Yorkshire and The Humber","York","North Yorkshire","2660","2520","34160","30810"
"Leaver CS","2021","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","60","50","23820","21010"
"Leaver CS","2021","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","180","160","26090","22350"
"Leaver CS","2021","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","170","160","27790","26500"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","330","300","29040","28000"
"Leaver CS","2021","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","380","340","27620","24000"
"Leaver CS","2021","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","60","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","260","230","23380","20100"
"Leaver CS","2021","East of England","Bedford","Bedfordshire and Hertfordshire","90","80","[c]","[c]"
"Leaver CS","2021","East of England","Breckland and South Norfolk","East Anglia","70","60","[c]","[c]"
"Leaver CS","2021","East of England","Cambridgeshire CC","East Anglia","200","190","38510","31150"
"Leaver CS","2021","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex Haven Gateway","Essex","90","80","31450","28330"
"Leaver CS","2021","East of England","Essex Thames Gateway","Essex","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Heart of Essex","Essex","70","70","[c]","[c]"
"Leaver CS","2021","East of England","Hertfordshire","Bedfordshire and Hertfordshire","260","230","32230","29290"
"Leaver CS","2021","East of England","Luton","Bedfordshire and Hertfordshire","120","100","[c]","[c]"
"Leaver CS","2021","East of England","North and West Norfolk","East Anglia","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Norwich and East Norfolk","East Anglia","130","110","27300","21130"
"Leaver CS","2021","East of England","Peterborough","East Anglia","200","160","25430","21430"
"Leaver CS","2021","East of England","Southend-on-Sea","Essex","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Suffolk","East Anglia","340","310","28430","26220"
"Leaver CS","2021","East of England","Thurrock","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","West Essex","Essex","40","30","[c]","[c]"
"Leaver CS","2021","London","Barking & Dagenham and Havering","Outer London - East and North East","30","30","[c]","[c]"
"Leaver CS","2021","London","Barnet","Outer London - West and North West","150","140","38340","32330"
"Leaver CS","2021","London","Bexley and Greenwich","Outer London - East and North East","130","120","[c]","[c]"
"Leaver CS","2021","London","Brent","Outer London - West and North West","30","30","[c]","[c]"
"Leaver CS","2021","London","Bromley","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2021","London","Camden and City of London","Inner London - West","430","390","36000","26410"
"Leaver CS","2021","London","Croydon","Outer London - South","370","330","36490","29810"
"Leaver CS","2021","London","Ealing","Outer London - West and North West","110","90","[c]","[c]"
"Leaver CS","2021","London","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Hackney and Newham","Inner London - East","100","90","29490","29440"
"Leaver CS","2021","London","Haringey and Islington","Inner London - East","100","100","[c]","[c]"
"Leaver CS","2021","London","Harrow and Hillingdon","Outer London - West and North West","130","110","31300","29730"
"Leaver CS","2021","London","Hounslow and Richmond upon Thames","Outer London - West and North West","140","130","29390","28040"
"Leaver CS","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","70","70","[c]","[c]"
"Leaver CS","2021","London","Lambeth","Inner London - East","260","240","44460","39270"
"Leaver CS","2021","London","Lewisham and Southwark","Inner London - East","110","90","33780","31060"
"Leaver CS","2021","London","Merton, Kingston upon Thames and Sutton","Outer London - South","40","30","[c]","[c]"
"Leaver CS","2021","London","Redbridge and Waltham Forest","Outer London - East and North East","40","40","[c]","[c]"
"Leaver CS","2021","London","Tower Hamlets","Inner London - East","460","430","46180","40150"
"Leaver CS","2021","London","Wandsworth","Inner London - West","80","80","[c]","[c]"
"Leaver CS","2021","London","Westminster","Inner London - West","2500","2190","45000","38700"
"Leaver CS","2021","North East (England)","Darlington","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver CS","2021","North East (England)","Durham CC","Tees Valley and Durham","290","240","25290","21430"
"Leaver CS","2021","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","250","200","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","South Teesside","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Sunderland","Northumberland and Tyne and Wear","240","170","24250","23010"
"Leaver CS","2021","North East (England)","Tyneside","Northumberland and Tyne and Wear","810","670","26830","21010"
"Leaver CS","2021","North West (England)","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Blackpool","Lancashire","260","230","26020","21010"
"Leaver CS","2021","North West (England)","Cheshire East","Cheshire","70","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Chorley and West Lancashire","Lancashire","90","80","[c]","[c]"
"Leaver CS","2021","North West (England)","East Cumbria","Cumbria","50","50","[c]","[c]"
"Leaver CS","2021","North West (England)","East Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","East Merseyside","Merseyside","50","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester North East","Greater Manchester","90","80","26370","27570"
"Leaver CS","2021","North West (England)","Greater Manchester North West","Greater Manchester","110","100","23600","21010"
"Leaver CS","2021","North West (England)","Greater Manchester South East","Greater Manchester","90","80","25950","21010"
"Leaver CS","2021","North West (England)","Greater Manchester South West","Greater Manchester","230","190","24480","21010"
"Leaver CS","2021","North West (England)","Lancaster and Wyre","Lancashire","60","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Liverpool","Merseyside","370","310","26350","23090"
"Leaver CS","2021","North West (England)","Manchester","Greater Manchester","440","400","34910","27570"
"Leaver CS","2021","North West (England)","Mid Lancashire","Lancashire","250","210","26920","22350"
"Leaver CS","2021","North West (England)","Sefton","Merseyside","270","210","31900","27570"
"Leaver CS","2021","North West (England)","Warrington","Cheshire","120","100","28910","26780"
"Leaver CS","2021","North West (England)","West Cumbria","Cumbria","70","60","28540","25190"
"Leaver CS","2021","North West (England)","Wirral","Merseyside","80","70","25450","22350"
"Leaver CS","2021","Northern Ireland","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Belfast","Northern Ireland","120","100","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Derry City and Strabane","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","Overseas","130","110","42070","38290"
"Leaver CS","2021","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","150","130","35030","27570"
"Leaver CS","2021","Scotland","Angus and Dundee City","Eastern Scotland","90","80","26240","21090"
"Leaver CS","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","City of Edinburgh","Eastern Scotland","590","540","38200","32930"
"Leaver CS","2021","Scotland","Clackmannanshire and Fife","Eastern Scotland","80","70","29410","27570"
"Leaver CS","2021","Scotland","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","50","40","26450","22230"
"Leaver CS","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","120","110","32450","30660"
"Leaver CS","2021","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Falkirk","Eastern Scotland","70","60","28360","24570"
"Leaver CS","2021","Scotland","Glasgow City","West Central Scotland","450","390","30520","25870"
"Leaver CS","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","60","50","29730","23490"
"Leaver CS","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Lanarkshire","West Central Scotland","110","80","25690","26890"
"Leaver CS","2021","Scotland","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Perth and Kinross and Stirling","Eastern Scotland","80","80","31410","30160"
"Leaver CS","2021","Scotland","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","South Lanarkshire","Southern Scotland","160","130","34400","29650"
"Leaver CS","2021","Scotland","West Lothian","Eastern Scotland","210","170","[c]","[c]"
"Leaver CS","2021","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","170","160","33570","28750"
"Leaver CS","2021","South East (England)","Brighton and Hove","Surrey, East and West Sussex","30","30","[c]","[c]"
"Leaver CS","2021","South East (England)","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","160","150","31250","29930"
"Leaver CS","2021","South East (England)","Central Hampshire","Hampshire and Isle of Wight","210","190","31300","28650"
"Leaver CS","2021","South East (England)","East Kent","Kent","160","140","26660","25110"
"Leaver CS","2021","South East (England)","East Surrey","Surrey, East and West Sussex","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","East Sussex CC","Surrey, East and West Sussex","110","90","26190","21010"
"Leaver CS","2021","South East (England)","Isle of Wight","Hampshire and Isle of Wight","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent Thames Gateway","Kent","100","90","[c]","[c]"
"Leaver CS","2021","South East (England)","Medway","Kent","120","110","[c]","[c]"
"Leaver CS","2021","South East (England)","Mid Kent","Kent","140","120","[c]","[c]"
"Leaver CS","2021","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","170","140","34230","30630"
"Leaver CS","2021","South East (England)","North Hampshire","Hampshire and Isle of Wight","70","60","30080","26670"
"Leaver CS","2021","South East (England)","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","220","200","28740","22880"
"Leaver CS","2021","South East (England)","Portsmouth","Hampshire and Isle of Wight","200","180","30830","27570"
"Leaver CS","2021","South East (England)","South Hampshire","Hampshire and Isle of Wight","260","210","26570","23050"
"Leaver CS","2021","South East (England)","Southampton","Hampshire and Isle of Wight","80","70","35580","31040"
"Leaver CS","2021","South East (England)","West Kent","Kent","40","40","[c]","[c]"
"Leaver CS","2021","South East (England)","West Surrey","Surrey, East and West Sussex","180","170","29860","24520"
"Leaver CS","2021","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver CS","2021","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","100","90","[c]","[c]"
"Leaver CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","500","460","37020","33300"
"Leaver CS","2021","South West (England)","Bournemouth and Poole","Dorset and Somerset","40","30","[c]","[c]"
"Leaver CS","2021","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","360","330","34250","27570"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","90","80","27030","24670"
"Leaver CS","2021","South West (England)","Devon CC","Devon","430","380","24210","21010"
"Leaver CS","2021","South West (England)","Dorset CC","Dorset and Somerset","160","150","29190","27030"
"Leaver CS","2021","South West (England)","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","30190","27130"
"Leaver CS","2021","South West (England)","Plymouth","Devon","160","140","29190","27130"
"Leaver CS","2021","South West (England)","Somerset","Dorset and Somerset","140","130","30410","27590"
"Leaver CS","2021","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Torbay","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","420","400","33170","28650"
"Leaver CS","2021","Unknown","Unknown","Unknown","690","680","40470","32000"
"Leaver CS","2021","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Cardiff and Vale of Glamorgan","East Wales","590","500","35720","27570"
"Leaver CS","2021","Wales","Central Valleys","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Flintshire and Wrexham","East Wales","330","290","27360","21700"
"Leaver CS","2021","Wales","Gwent Valleys","West Wales and The Valleys","40","40","[c]","[c]"
"Leaver CS","2021","Wales","Gwynedd","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver CS","2021","Wales","Isle of Anglesey","West Wales and The Valleys","40","40","[c]","[c]"
"Leaver CS","2021","Wales","Monmouthshire and Newport","East Wales","240","210","31140","25450"
"Leaver CS","2021","Wales","Powys","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","South West Wales","West Wales and The Valleys","60","50","28790","26500"
"Leaver CS","2021","Wales","Swansea","West Wales and The Valleys","470","380","24250","21590"
"Leaver CS","2021","West Midlands (England)","Birmingham","West Midlands","510","450","33470","26560"
"Leaver CS","2021","West Midlands (England)","Coventry","West Midlands","200","180","38400","30200"
"Leaver CS","2021","West Midlands (England)","Dudley","West Midlands","120","90","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire CC","Shropshire and Staffordshire","80","70","32370","29550"
"Leaver CS","2021","West Midlands (England)","Solihull","West Midlands","60","50","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","260","240","26970","25970"
"Leaver CS","2021","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","80","70","23350","19930"
"Leaver CS","2021","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","80","70","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Warwickshire","Herefordshire, Worcestershire and Warwickshire","70","60","23630","21890"
"Leaver CS","2021","West Midlands (England)","Wolverhampton","West Midlands","170","130","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Worcestershire","Herefordshire, Worcestershire and Warwickshire","170","160","24890","21760"
"Leaver CS","2021","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","200","170","25720","25490"
"Leaver CS","2021","Yorkshire and The Humber","Bradford","West Yorkshire","190","160","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","70","60","24460","21100"
"Leaver CS","2021","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","160","140","29650","27570"
"Leaver CS","2021","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","190","160","27320","26950"
"Leaver CS","2021","Yorkshire and The Humber","Leeds","West Yorkshire","620","510","31310","27570"
"Leaver CS","2021","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","110","90","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","120","100","30930","26220"
"Leaver CS","2021","Yorkshire and The Humber","Sheffield","South Yorkshire","440","370","30160","25000"
"Leaver CS","2021","Yorkshire and The Humber","Wakefield","West Yorkshire","100","90","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","York","North Yorkshire","140","130","36550","28370"
"Leaver CS","2022","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","120","110","25770","21260"
"Leaver CS","2022","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","380","330","25310","21260"
"Leaver CS","2022","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","290","270","33380","26780"
"Leaver CS","2022","East Midlands (England)","Lincolnshire CC","Lincolnshire","290","270","28520","26930"
"Leaver CS","2022","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","70","60","26010","21260"
"Leaver CS","2022","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","100","90","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","560","500","28720","25480"
"Leaver CS","2022","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","130","110","33290","27570"
"Leaver CS","2022","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","110","100","29570","26700"
"Leaver CS","2022","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","190","170","25600","22770"
"Leaver CS","2022","East of England","Bedford","Bedfordshire and Hertfordshire","150","150","31380","27570"
"Leaver CS","2022","East of England","Breckland and South Norfolk","East Anglia","110","100","[c]","[c]"
"Leaver CS","2022","East of England","Cambridgeshire CC","East Anglia","460","410","37580","31400"
"Leaver CS","2022","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"Leaver CS","2022","East of England","Essex Haven Gateway","Essex","130","120","31000","29290"
"Leaver CS","2022","East of England","Essex Thames Gateway","Essex","110","90","27310","26130"
"Leaver CS","2022","East of England","Heart of Essex","Essex","180","170","34650","29290"
"Leaver CS","2022","East of England","Hertfordshire CC","Bedfordshire and Hertfordshire","320","300","34200","29290"
"Leaver CS","2022","East of England","Luton","Bedfordshire and Hertfordshire","80","70","25360","26240"
"Leaver CS","2022","East of England","North and West Norfolk","East Anglia","90","80","27590","24960"
"Leaver CS","2022","East of England","Norwich and East Norfolk","East Anglia","220","200","28550","27570"
"Leaver CS","2022","East of England","Peterborough","East Anglia","130","110","28270","26950"
"Leaver CS","2022","East of England","Southend-on-Sea","Essex","110","90","[c]","[c]"
"Leaver CS","2022","East of England","Suffolk CC","East Anglia","460","420","27630","24880"
"Leaver CS","2022","East of England","Thurrock","Essex","40","30","[c]","[c]"
"Leaver CS","2022","East of England","West Essex","Essex","60","50","29080","29200"
"Leaver CS","2022","London","Barking & Dagenham and Havering","Outer London - East and North East","60","50","29730","31060"
"Leaver CS","2022","London","Barnet","Outer London - West and North West","210","190","36020","31730"
"Leaver CS","2022","London","Bexley and Greenwich","Outer London - East and North East","210","200","30970","31060"
"Leaver CS","2022","London","Brent","Outer London - West and North West","90","80","30050","31060"
"Leaver CS","2022","London","Bromley","Outer London - South","70","60","28880","31060"
"Leaver CS","2022","London","Camden and City of London","Inner London - West","190","180","35460","28670"
"Leaver CS","2022","London","Croydon","Outer London - South","620","570","36270","31020"
"Leaver CS","2022","London","Ealing","Outer London - West and North West","60","50","[c]","[c]"
"Leaver CS","2022","London","Enfield","Outer London - East and North East","40","30","[c]","[c]"
"Leaver CS","2022","London","Hackney and Newham","Inner London - East","360","330","33240","31060"
"Leaver CS","2022","London","Haringey and Islington","Inner London - East","210","190","28150","30130"
"Leaver CS","2022","London","Harrow and Hillingdon","Outer London - West and North West","250","200","31430","31060"
"Leaver CS","2022","London","Hounslow and Richmond upon Thames","Outer London - West and North West","300","280","30400","28670"
"Leaver CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","130","130","[c]","[c]"
"Leaver CS","2022","London","Lambeth","Inner London - East","870","810","43050","37810"
"Leaver CS","2022","London","Lewisham and Southwark","Inner London - East","340","320","43980","38910"
"Leaver CS","2022","London","Merton, Kingston upon Thames and Sutton","Outer London - South","90","80","30340","31060"
"Leaver CS","2022","London","Redbridge and Waltham Forest","Outer London - East and North East","110","100","28690","31060"
"Leaver CS","2022","London","Tower Hamlets","Inner London - East","830","800","48540","41750"
"Leaver CS","2022","London","Wandsworth","Inner London - West","130","130","[c]","[c]"
"Leaver CS","2022","London","Westminster","Inner London - West","4480","3790","45210","40210"
"Leaver CS","2022","North East (England)","Darlington","Tees Valley and Durham","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Durham","Tees Valley and Durham","450","380","25950","22010"
"Leaver CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","130","110","27090","26120"
"Leaver CS","2022","North East (England)","Northumberland","Northumberland, and Tyne and Wear","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","South Teesside","Tees Valley and Durham","80","70","27100","25120"
"Leaver CS","2022","North East (England)","Sunderland","Northumberland, and Tyne and Wear","360","280","25740","27570"
"Leaver CS","2022","North East (England)","Tyneside","Northumberland, and Tyne and Wear","1440","1250","28530","21260"
"Leaver CS","2022","North West (England)","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Blackpool","Lancashire","420","370","26240","21260"
"Leaver CS","2022","North West (England)","Cheshire East","Cheshire","120","110","27130","26300"
"Leaver CS","2022","North West (England)","Cheshire West and Chester","Cheshire","50","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Chorley and West Lancashire","Lancashire","140","120","[c]","[c]"
"Leaver CS","2022","North West (England)","East Cumbria","Cumbria","80","70","29320","22730"
