"Status","Year","Region_ITL1","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Northern Ireland","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Overseas","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","190","180","28000","27570"
"New entrant CS","2021","Scotland","Angus and Dundee City","Eastern Scotland","140","140","25250","21010"
"New entrant CS","2021","Scotland","Caithness and Sutherland and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","City of Edinburgh","Eastern Scotland","1500","1470","30580","26160"
"New entrant CS","2021","Scotland","Clackmannanshire and Fife","Eastern Scotland","90","90","26190","26350"
"New entrant CS","2021","Scotland","Dumfries and Galloway","Southern Scotland","50","50","24390","25140"
"New entrant CS","2021","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","70","70","23940","23230"
"New entrant CS","2021","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","West Central Scotland","140","140","26650","23540"
"New entrant CS","2021","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Falkirk","Eastern Scotland","160","150","22430","21010"
"New entrant CS","2021","Scotland","Glasgow City","West Central Scotland","1200","1170","27480","23450"
"New entrant CS","2021","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","West Central Scotland","70","60","27800","26160"
"New entrant CS","2021","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","Highlands and Islands","130","130","25610","21030"
"New entrant CS","2021","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","North Lanarkshire","West Central Scotland","120","110","23640","20760"
"New entrant CS","2021","Scotland","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Perth and Kinross and Stirling","Eastern Scotland","120","120","25960","25980"
"New entrant CS","2021","Scotland","Scottish Borders","Southern Scotland","40","40","[c]","[c]"
"New entrant CS","2021","Scotland","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","South Ayrshire","Southern Scotland","80","80","26550","27570"
"New entrant CS","2021","Scotland","South Lanarkshire","Southern Scotland","240","230","21360","20140"
"New entrant CS","2021","Scotland","West Lothian","Eastern Scotland","70","60","23050","21010"
"New entrant CS","2021","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","480","470","30380","29290"
"New entrant CS","2021","South East (England)","Brighton and Hove","Surrey, East and West Sussex","150","140","25810","27570"
"New entrant CS","2021","South East (England)","Buckinghamshire CC","Berkshire, Buckinghamshire and Oxfordshire","260","250","28880","27570"
"New entrant CS","2021","South East (England)","Central Hampshire","Hampshire and Isle of Wight","380","370","28880","26350"
"New entrant CS","2021","South East (England)","East Kent","Kent","510","500","25970","24880"
"New entrant CS","2021","South East (England)","East Surrey","Surrey, East and West Sussex","160","160","28160","29290"
"New entrant CS","2021","South East (England)","East Sussex CC","Surrey, East and West Sussex","340","330","24040","22920"
"New entrant CS","2021","South East (England)","Isle of Wight","Hampshire and Isle of Wight","90","90","24300","24120"
"New entrant CS","2021","South East (England)","Kent Thames Gateway","Kent","270","270","26740","27850"
"New entrant CS","2021","South East (England)","Medway","Kent","170","170","26750","27850"
"New entrant CS","2021","South East (England)","Mid Kent","Kent","140","140","28610","29290"
"New entrant CS","2021","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","150","150","25160","27570"
"New entrant CS","2021","South East (England)","North Hampshire","Hampshire and Isle of Wight","160","150","28280","27120"
"New entrant CS","2021","South East (England)","Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire","370","340","27840","27570"
"New entrant CS","2021","South East (England)","Portsmouth","Hampshire and Isle of Wight","440","430","28200","25190"
"New entrant CS","2021","South East (England)","South Hampshire","Hampshire and Isle of Wight","580","550","29020","28290"
"New entrant CS","2021","South East (England)","Southampton","Hampshire and Isle of Wight","220","210","30260","27570"
"New entrant CS","2021","South East (England)","West Kent","Kent","50","50","28870","29290"
"New entrant CS","2021","South East (England)","West Surrey","Surrey, East and West Sussex","380","370","28870","27960"
"New entrant CS","2021","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","190","180","27700","27570"
"New entrant CS","2021","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","130","130","27830","27570"
"New entrant CS","2021","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","1140","1110","31780","27570"
"New entrant CS","2021","South West (England)","Bournemouth and Poole","Dorset and Somerset","110","110","25610","27570"
"New entrant CS","2021","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","880","850","30290","27570"
"New entrant CS","2021","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","180","170","27020","27570"
"New entrant CS","2021","South West (England)","Devon CC","Devon","690","670","26140","22850"
"New entrant CS","2021","South West (England)","Dorset CC","Dorset and Somerset","190","190","25160","22850"
"New entrant CS","2021","South West (England)","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","180","180","26130","27570"
"New entrant CS","2021","South West (England)","Plymouth","Devon","330","320","26640","22350"
"New entrant CS","2021","South West (England)","Somerset","Dorset and Somerset","220","210","26020","22920"
"New entrant CS","2021","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","100","90","26920","27570"
"New entrant CS","2021","South West (England)","Torbay","Devon","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","910","850","29820","26670"
"New entrant CS","2021","Unknown","Unknown","Unknown","900","880","32720","27570"
"New entrant CS","2021","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","80","70","25510","24240"
"New entrant CS","2021","Wales","Cardiff and Vale of Glamorgan","East Wales","900","870","25690","21010"
"New entrant CS","2021","Wales","Central Valleys","West Wales and The Valleys","100","100","24690","22920"
"New entrant CS","2021","Wales","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Flintshire and Wrexham","East Wales","190","190","23280","22850"
"New entrant CS","2021","Wales","Gwent Valleys","West Wales and The Valleys","70","70","25540","27570"
"New entrant CS","2021","Wales","Gwynedd","West Wales and The Valleys","70","70","21400","21010"
"New entrant CS","2021","Wales","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Monmouthshire and Newport","East Wales","810","790","28900","27570"
"New entrant CS","2021","Wales","Powys","East Wales","40","40","[c]","[c]"
"New entrant CS","2021","Wales","South West Wales","West Wales and The Valleys","100","100","23560","21050"
"New entrant CS","2021","Wales","Swansea","West Wales and The Valleys","560","520","24120","21590"
"New entrant CS","2021","West Midlands (England)","Birmingham","West Midlands","1320","1280","29180","25560"
"New entrant CS","2021","West Midlands (England)","Coventry","West Midlands","350","340","31580","27570"
"New entrant CS","2021","West Midlands (England)","Dudley","West Midlands","110","110","24580","27570"
"New entrant CS","2021","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","60","50","27820","26970"
"New entrant CS","2021","West Midlands (England)","Sandwell","West Midlands","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Shropshire CC","Shropshire and Staffordshire","110","110","26810","27570"
"New entrant CS","2021","West Midlands (England)","Solihull","West Midlands","60","50","27790","27570"
"New entrant CS","2021","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","470","460","24660","23700"
"New entrant CS","2021","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","280","260","22060","18880"
"New entrant CS","2021","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","190","180","32610","27570"
"New entrant CS","2021","West Midlands (England)","Walsall","West Midlands","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Warwickshire","Herefordshire, Worcestershire and Warwickshire","100","100","24680","22920"
"New entrant CS","2021","West Midlands (England)","Wolverhampton","West Midlands","80","70","24160","22920"
"New entrant CS","2021","West Midlands (England)","Worcestershire","Herefordshire, Worcestershire and Warwickshire","250","240","25480","22850"
"New entrant CS","2021","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","300","290","23670","22850"
"New entrant CS","2021","Yorkshire and The Humber","Bradford","West Yorkshire","270","270","25270","25560"
"New entrant CS","2021","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","140","130","26330","27570"
"New entrant CS","2021","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","180","180","24390","22850"
"New entrant CS","2021","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","170","170","25590","24880"
"New entrant CS","2021","Yorkshire and The Humber","Leeds","West Yorkshire","1890","1840","28790","27570"
"New entrant CS","2021","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","90","80","23020","21430"
"New entrant CS","2021","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","210","200","28000","27570"
"New entrant CS","2021","Yorkshire and The Humber","Sheffield","South Yorkshire","740","720","28450","25000"
"New entrant CS","2021","Yorkshire and The Humber","Wakefield","West Yorkshire","200","190","26040","27570"
"New entrant CS","2021","Yorkshire and The Humber","York","North Yorkshire","350","340","30530","26750"
"New entrant CS","2022","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","210","190","25130","23170"
"New entrant CS","2022","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","70","70","27100","26310"
"New entrant CS","2022","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","440","420","24490","21260"
"New entrant CS","2022","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","310","290","25340","23140"
"New entrant CS","2022","East Midlands (England)","Lincolnshire CC","Lincolnshire","450","430","27030","25480"
"New entrant CS","2022","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","130","120","23860","21260"
"New entrant CS","2022","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","190","170","25540","24800"
"New entrant CS","2022","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","1370","1330","27380","26590"
"New entrant CS","2022","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","130","120","27090","23180"
"New entrant CS","2022","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","160","160","29420","25020"
"New entrant CS","2022","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","180","170","26970","24800"
"New entrant CS","2022","East of England","Bedford","Bedfordshire and Hertfordshire","190","180","27570","27570"
"New entrant CS","2022","East of England","Breckland and South Norfolk","East Anglia","80","80","26430","23140"
"New entrant CS","2022","East of England","Cambridgeshire CC","East Anglia","440","420","28480","26140"
"New entrant CS","2022","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Essex Haven Gateway","Essex","130","120","31240","27880"
"New entrant CS","2022","East of England","Essex Thames Gateway","Essex","150","140","25240","24250"
"New entrant CS","2022","East of England","Heart of Essex","Essex","270","260","27540","25120"
"New entrant CS","2022","East of England","Hertfordshire CC","Bedfordshire and Hertfordshire","430","420","29870","29290"
"New entrant CS","2022","East of England","Luton","Bedfordshire and Hertfordshire","100","90","28500","27570"
"New entrant CS","2022","East of England","North and West Norfolk","East Anglia","100","100","24150","23140"
"New entrant CS","2022","East of England","Norwich and East Norfolk","East Anglia","430","410","25200","23140"
"New entrant CS","2022","East of England","Peterborough","East Anglia","140","130","29090","27350"
"New entrant CS","2022","East of England","Southend-on-Sea","Essex","120","110","28570","26590"
"New entrant CS","2022","East of England","Suffolk CC","East Anglia","570","530","26840","24800"
"New entrant CS","2022","East of England","Thurrock","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","West Essex","Essex","70","60","29730","29290"
"New entrant CS","2022","London","Barking & Dagenham and Havering","Outer London - East and North East","120","110","31970","31060"
"New entrant CS","2022","London","Barnet","Outer London - West and North West","390","350","31360","27980"
"New entrant CS","2022","London","Bexley and Greenwich","Outer London - East and North East","270","260","28860","29020"
"New entrant CS","2022","London","Brent","Outer London - West and North West","120","120","31110","31060"
"New entrant CS","2022","London","Bromley","Outer London - South","130","120","32550","31060"
"New entrant CS","2022","London","Camden and City of London","Inner London - West","230","230","37450","31060"
"New entrant CS","2022","London","Croydon","Outer London - South","900","880","34430","30750"
"New entrant CS","2022","London","Ealing","Outer London - West and North West","90","80","33610","31060"
"New entrant CS","2022","London","Enfield","Outer London - East and North East","40","40","[c]","[c]"
"New entrant CS","2022","London","Hackney and Newham","Inner London - East","560","550","35260","31060"
"New entrant CS","2022","London","Haringey and Islington","Inner London - East","320","310","31520","31060"
"New entrant CS","2022","London","Harrow and Hillingdon","Outer London - West and North West","220","210","29710","28650"
"New entrant CS","2022","London","Hounslow and Richmond upon Thames","Outer London - West and North West","450","440","30260","28700"
"New entrant CS","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","170","170","30700","30520"
"New entrant CS","2022","London","Lambeth","Inner London - East","790","760","38570","32330"
"New entrant CS","2022","London","Lewisham and Southwark","Inner London - East","320","310","35990","31060"
"New entrant CS","2022","London","Merton, Kingston upon Thames and Sutton","Outer London - South","130","130","32160","31060"
"New entrant CS","2022","London","Redbridge and Waltham Forest","Outer London - East and North East","260","250","29730","28090"
"New entrant CS","2022","London","Tower Hamlets","Inner London - East","880","870","40050","34260"
"New entrant CS","2022","London","Wandsworth","Inner London - West","190","180","29460","30520"
"New entrant CS","2022","London","Westminster","Inner London - West","7180","6910","38130","33570"
"New entrant CS","2022","North East (England)","Darlington","Tees Valley and Durham","260","250","32720","29360"
"New entrant CS","2022","North East (England)","Durham","Tees Valley and Durham","610","600","24490","22990"
"New entrant CS","2022","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","260","250","26310","24090"
"New entrant CS","2022","North East (England)","Northumberland","Northumberland, and Tyne and Wear","70","70","30010","27570"
"New entrant CS","2022","North East (England)","South Teesside","Tees Valley and Durham","100","100","27090","27570"
"New entrant CS","2022","North East (England)","Sunderland","Northumberland, and Tyne and Wear","400","390","23820","21260"
"New entrant CS","2022","North East (England)","Tyneside","Northumberland, and Tyne and Wear","2520","2450","26520","23170"
"New entrant CS","2022","North West (England)","Blackburn with Darwen","Lancashire","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Blackpool","Lancashire","680","670","25730","21260"
"New entrant CS","2022","North West (England)","Cheshire East","Cheshire","230","220","25370","23140"
"New entrant CS","2022","North West (England)","Cheshire West and Chester","Cheshire","80","70","26760","24800"
"New entrant CS","2022","North West (England)","Chorley and West Lancashire","Lancashire","210","210","24830","23140"
"New entrant CS","2022","North West (England)","East Cumbria","Cumbria","150","140","27250","23960"
"New entrant CS","2022","North West (England)","East Lancashire","Lancashire","80","70","28170","27570"
"New entrant CS","2022","North West (England)","East Merseyside","Merseyside","190","180","29670","27570"
"New entrant CS","2022","North West (England)","Greater Manchester North East","Greater Manchester","170","160","26330","24800"
"New entrant CS","2022","North West (England)","Greater Manchester North West","Greater Manchester","270","260","25110","23170"
"New entrant CS","2022","North West (England)","Greater Manchester South East","Greater Manchester","120","110","24970","23170"
"New entrant CS","2022","North West (England)","Greater Manchester South West","Greater Manchester","1430","1380","28180","25480"
"New entrant CS","2022","North West (England)","Lancaster and Wyre","Lancashire","120","120","24280","21260"
"New entrant CS","2022","North West (England)","Liverpool","Merseyside","1690","1650","25480","23170"
"New entrant CS","2022","North West (England)","Manchester","Greater Manchester","1430","1400","30810","27570"
"New entrant CS","2022","North West (England)","Mid Lancashire","Lancashire","470","450","26600","23140"
"New entrant CS","2022","North West (England)","Sefton","Merseyside","670","660","26310","24880"
"New entrant CS","2022","North West (England)","Warrington","Cheshire","280","270","30630","28840"
"New entrant CS","2022","North West (England)","West Cumbria","Cumbria","210","200","26230","21300"
"New entrant CS","2022","North West (England)","Wirral","Merseyside","300","290","24850","21260"
"New entrant CS","2022","Northern Ireland","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Armagh City, Banbridge and Craigavon","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Belfast","Northern Ireland","510","500","27870","26590"
"New entrant CS","2022","Northern Ireland","Causeway Coast and Glens","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Derry City and Strabane","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Fermanagh and Omagh","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","40","40","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Mid and East Antrim","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Mid Ulster","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Newry, Mourne and Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Overseas","Overseas","50","50","37970","36740"
"New entrant CS","2022","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","270","270","30400","27230"
"New entrant CS","2022","Scotland","Angus and Dundee City","Eastern Scotland","680","660","25230","23230"
"New entrant CS","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","City of Edinburgh","Eastern Scotland","2120","2060","31860","27230"
"New entrant CS","2022","Scotland","Clackmannanshire and Fife","Eastern Scotland","150","140","25640","23620"
"New entrant CS","2022","Scotland","Dumfries and Galloway","Southern Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","150","150","24000","21260"
"New entrant CS","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","250","250","26450","22630"
"New entrant CS","2022","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Falkirk","Eastern Scotland","170","160","23840","21640"
"New entrant CS","2022","Scotland","Glasgow City","West Central Scotland","2520","2470","29820","27230"
"New entrant CS","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","110","100","27050","24880"
"New entrant CS","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","140","130","27180","27020"
"New entrant CS","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","North Lanarkshire","West Central Scotland","270","260","24150","21640"
"New entrant CS","2022","Scotland","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Perth and Kinross, and Stirling","Eastern Scotland","120","120","25310","21640"
"New entrant CS","2022","Scotland","Scottish Borders","Southern Scotland","80","80","24770","24400"
"New entrant CS","2022","Scotland","Shetland Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","South Ayrshire","Southern Scotland","70","70","25590","27570"
"New entrant CS","2022","Scotland","South Lanarkshire","Southern Scotland","370","360","24390","21250"
"New entrant CS","2022","Scotland","West Lothian","Eastern Scotland","50","50","[c]","[c]"
"New entrant CS","2022","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","420","420","29790","26350"
"New entrant CS","2022","South East (England)","Brighton and Hove","Surrey, East and West Sussex","120","110","28550","26370"
"New entrant CS","2022","South East (England)","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","240","230","29940","28140"
"New entrant CS","2022","South East (England)","Central Hampshire","Hampshire and Isle of Wight","480","470","30550","27010"
"New entrant CS","2022","South East (England)","East Kent","Kent","450","420","25730","24250"
"New entrant CS","2022","South East (England)","East Surrey","Surrey, East and West Sussex","190","180","29280","31020"
"New entrant CS","2022","South East (England)","East Sussex CC","Surrey, East and West Sussex","290","280","25340","21840"
"New entrant CS","2022","South East (England)","Isle of Wight","Hampshire and Isle of Wight","120","110","23980","23140"
"New entrant CS","2022","South East (England)","Kent Thames Gateway","Kent","200","190","26600","28140"
"New entrant CS","2022","South East (England)","Medway","Kent","230","230","27010","27430"
"New entrant CS","2022","South East (England)","Mid Kent","Kent","170","160","27830","24920"
"New entrant CS","2022","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","220","210","27540","27570"
"New entrant CS","2022","South East (England)","North Hampshire","Hampshire and Isle of Wight","130","120","30390","27250"
"New entrant CS","2022","South East (England)","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","430","410","29110","27330"
"New entrant CS","2022","South East (England)","Portsmouth","Hampshire and Isle of Wight","290","280","28700","24880"
"New entrant CS","2022","South East (England)","South Hampshire","Hampshire and Isle of Wight","580","490","26900","23860"
"New entrant CS","2022","South East (England)","Southampton","Hampshire and Isle of Wight","200","200","31150","26310"
"New entrant CS","2022","South East (England)","West Kent","Kent","50","40","[c]","[c]"
"New entrant CS","2022","South East (England)","West Surrey","Surrey, East and West Sussex","410","390","31400","28140"
"New entrant CS","2022","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","160","150","29230","25770"
"New entrant CS","2022","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","160","160","29230","27570"
"New entrant CS","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","1310","1280","31170","27570"
"New entrant CS","2022","South West (England)","Bournemouth, Christchurch and Poole","Dorset and Somerset","140","130","27260","26030"
"New entrant CS","2022","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","1130","1100","31450","28590"
"New entrant CS","2022","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","250","240","25720","21260"
"New entrant CS","2022","South West (England)","Devon CC","Devon","620","600","27210","23170"
"New entrant CS","2022","South West (England)","Dorset","Dorset and Somerset","260","250","25240","23140"
"New entrant CS","2022","South West (England)","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","28000","26310"
"New entrant CS","2022","South West (England)","Plymouth","Devon","350","340","27050","23540"
"New entrant CS","2022","South West (England)","Somerset CC","Dorset and Somerset","310","300","28110","24090"
"New entrant CS","2022","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","28610","24100"
"New entrant CS","2022","South West (England)","Torbay","Devon","50","40","[c]","[c]"
"New entrant CS","2022","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","1000","970","30000","26350"
"New entrant CS","2022","Unknown","Unknown","Unknown","870","770","29440","27570"
"New entrant CS","2022","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","110","100","25720","21260"
"New entrant CS","2022","Wales","Cardiff and Vale of Glamorgan","East Wales","1260","1230","27950","24500"
"New entrant CS","2022","Wales","Central Valleys","West Wales and The Valleys","290","280","27260","27570"
"New entrant CS","2022","Wales","Conwy and Denbighshire","West Wales and The Valleys","80","80","31370","27570"
"New entrant CS","2022","Wales","Flintshire and Wrexham","East Wales","300","290","24440","23140"
"New entrant CS","2022","Wales","Gwent Valleys","West Wales and The Valleys","80","80","27680","27570"
"New entrant CS","2022","Wales","Gwynedd","West Wales and The Valleys","90","80","24590","21260"
"New entrant CS","2022","Wales","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Monmouthshire and Newport","East Wales","940","900","29880","29540"
"New entrant CS","2022","Wales","Powys","East Wales","40","40","[c]","[c]"
"New entrant CS","2022","Wales","South West Wales","West Wales and The Valleys","160","150","28470","23630"
"New entrant CS","2022","Wales","Swansea","West Wales and The Valleys","860","810","23630","21840"
"New entrant CS","2022","West Midlands (England)","Birmingham","West Midlands","2440","2350","28360","26590"
"New entrant CS","2022","West Midlands (England)","Coventry","West Midlands","350","340","32110","29360"
"New entrant CS","2022","West Midlands (England)","Dudley","West Midlands","140","130","24400","21260"
"New entrant CS","2022","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","60","60","26170","26350"
"New entrant CS","2022","West Midlands (England)","Sandwell","West Midlands","110","100","27040","27570"
"New entrant CS","2022","West Midlands (England)","Shropshire","Shropshire and Staffordshire","130","130","28460","27570"
"New entrant CS","2022","West Midlands (England)","Solihull","West Midlands","160","150","27910","27570"
"New entrant CS","2022","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","590","570","26540","23140"
"New entrant CS","2022","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","210","190","25340","21260"
"New entrant CS","2022","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","160","150","33240","27570"
"New entrant CS","2022","West Midlands (England)","Walsall","West Midlands","70","70","24730","21260"
"New entrant CS","2022","West Midlands (England)","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","190","170","28210","27570"
"New entrant CS","2022","West Midlands (England)","Wolverhampton","West Midlands","260","240","30060","27570"
"New entrant CS","2022","West Midlands (England)","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","400","380","26110","23140"
"New entrant CS","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","400","390","25660","23170"
"New entrant CS","2022","Yorkshire and The Humber","Bradford","West Yorkshire","600","560","23810","21250"
"New entrant CS","2022","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","200","190","27340","27570"
"New entrant CS","2022","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","260","260","24630","23140"
"New entrant CS","2022","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","240","230","25030","23140"
"New entrant CS","2022","Yorkshire and The Humber","Leeds","West Yorkshire","2330","2190","30850","27570"
"New entrant CS","2022","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","90","90","27050","24840"
"New entrant CS","2022","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","180","170","31050","26330"
"New entrant CS","2022","Yorkshire and The Humber","Sheffield","South Yorkshire","820","790","30300","27570"
"New entrant CS","2022","Yorkshire and The Humber","Wakefield","West Yorkshire","260","250","26720","23170"
"New entrant CS","2022","Yorkshire and The Humber","York","North Yorkshire","490","470","31030","27570"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
