"Status","Year","Disability","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","G6/G7","120","110","59220","58250"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","SEO/HEO","310","300","36580","35640"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","EO","90","90","33570","33910"
"In post","2021","Declared disabled","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","SEO/HEO","70","70","44210","43710"
"In post","2021","Declared disabled","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","40","40","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60","60","44420","51360"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","AA/AO","110","100","19750","19930"
"In post","2021","Declared disabled","Office of the Public Guardian","EO","60","60","22360","22570"
"In post","2021","Declared disabled","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","AA/AO","80","70","21020","20140"
"In post","2021","Declared disabled","Public Health England","EO","50","40","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","G6/G7","70","70","58200","54150"
"In post","2021","Declared disabled","Public Health England","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","SEO/HEO","130","120","35660","36330"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","AA/AO","50","50","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","EO","40","40","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","AA/AO","90","70","21050","21050"
"In post","2021","Declared disabled","Rural Payments Agency","EO","40","40","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","AA/AO","90","80","23190","22230"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","EO","110","110","28140","28170"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","G6/G7","160","150","61200","61010"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","SEO/HEO","330","310","37860","37580"
"In post","2021","Declared disabled","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","AA/AO","90","80","25550","25870"
"In post","2021","Declared disabled","Scottish Prison Service","EO","190","180","33290","33650"
"In post","2021","Declared disabled","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","SEO/HEO","90","80","41160","39500"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Security Scotland","AA/AO","60","60","21010","20060"
