"Status","Year","Region_ITL3","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","City of Edinburgh","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Other Cabinet Office Agencies","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Scotland Office","Scotland","80","80","47970","46600"
"In post","2021","City of Edinburgh","Scottish Government","Scotland","9650","9210","39950","35110"
"In post","2021","City of Edinburgh","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Department for Work and Pensions","Scotland","390","350","26040","27570"
"In post","2021","Clackmannanshire and Fife","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Ministry of Defence","Scotland","400","390","33110","33000"
"In post","2021","Clackmannanshire and Fife","Scottish Government","Scotland","550","510","30530","30930"
"In post","2021","Conwy and Denbighshire","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Department for Work and Pensions","Wales","140","120","27250","27570"
"In post","2021","Conwy and Denbighshire","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","Ministry of Justice","Wales","100","90","28820","24800"
"In post","2021","Conwy and Denbighshire","Welsh Government","Wales","420","400","39790","37410"
"In post","2021","Cornwall and Isles of Scilly","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","South West (England)","90","90","33110","29180"
"In post","2021","Cornwall and Isles of Scilly","Department for Transport","South West (England)","60","50","29350","26780"
"In post","2021","Cornwall and Isles of Scilly","Department for Work and Pensions","South West (England)","830","740","25490","27570"
"In post","2021","Cornwall and Isles of Scilly","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Defence","South West (England)","470","440","25410","21580"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Ministry of Justice","South West (England)","120","100","26320","22260"
"In post","2021","Coventry","Cabinet Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Department for Education","West Midlands (England)","1280","1250","40710","36820"
"In post","2021","Coventry","Department for Work and Pensions","West Midlands (England)","430","380","25880","27570"
"In post","2021","Coventry","HM Land Registry","West Midlands (England)","270","240","30880","27130"
"In post","2021","Coventry","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","Ministry of Justice","West Midlands (England)","120","110","26300","22920"
"In post","2021","Coventry","National Crime Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Coventry","Office of Qualifications and Examinations Regulation","West Midlands (England)","260","250","45520","40580"
"In post","2021","Croydon","Attorney General's Departments","London","90","80","39280","31670"
"In post","2021","Croydon","Cabinet Office","London","50","50","43890","32000"
"In post","2021","Croydon","Department for Business, Energy and Industrial Strategy","London","70","60","32350","27650"
"In post","2021","Croydon","Department for Education","London","50","50","[c]","[c]"
"In post","2021","Croydon","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Department for Work and Pensions","London","250","230","30360","31060"
"In post","2021","Croydon","HM Land Registry","London","380","360","41430","37290"
"In post","2021","Croydon","HM Revenue and Customs","London","2420","2290","39040","36160"
"In post","2021","Croydon","HM Treasury","London","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Home Office","London","5310","5030","38510","35070"
"In post","2021","Croydon","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","Ministry of Justice","London","990","950","36410","31180"
"In post","2021","Darlington","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Department for Education","North East (England)","710","680","38100","36780"
"In post","2021","Darlington","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Department for Transport","North East (England)","40","30","[c]","[c]"
"In post","2021","Darlington","Department for Work and Pensions","North East (England)","70","70","26420","27570"
"In post","2021","Darlington","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","Ministry of Justice","North East (England)","110","100","25920","22920"
"In post","2021","Darlington","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Department for Transport","East Midlands (England)","60","60","41020","28380"
"In post","2021","Derby","Department for Work and Pensions","East Midlands (England)","620","540","24300","21010"
"In post","2021","Derby","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Ministry of Defence","East Midlands (England)","60","60","34970","33200"
"In post","2021","Derby","Ministry of Justice","East Midlands (England)","260","230","25900","22260"
"In post","2021","Derry City and Strabane","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Attorney General's Departments","South West (England)","100","90","39950","36240"
"In post","2021","Devon CC","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Department for Business, Energy and Industrial Strategy","South West (England)","1770","1690","40030","39650"
"In post","2021","Devon CC","Department for Environment, Food and Rural Affairs","South West (England)","530","490","29590","25540"
"In post","2021","Devon CC","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Department for Transport","South West (England)","50","40","[c]","[c]"
"In post","2021","Devon CC","Department for Work and Pensions","South West (England)","1400","1180","25150","26120"
"In post","2021","Devon CC","Department of Health and Social Care","South West (England)","40","40","[c]","[c]"
"In post","2021","Devon CC","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","HM Revenue and Customs","South West (England)","70","60","35250","32110"
"In post","2021","Devon CC","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Ministry of Defence","South West (England)","410","390","24090","20920"
"In post","2021","Devon CC","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Ministry of Justice","South West (England)","1150","1060","28540","26010"
"In post","2021","Devon CC","National Crime Agency","South West (England)","50","50","[c]","[c]"
"In post","2021","Dorset CC","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Department for Environment, Food and Rural Affairs","South West (England)","150","140","33210","29270"
"In post","2021","Dorset CC","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Department for Work and Pensions","South West (England)","90","80","26800","27570"
"In post","2021","Dorset CC","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","HM Land Registry","South West (England)","290","250","29180","27130"
"In post","2021","Dorset CC","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","Ministry of Defence","South West (England)","600","580","29280","26670"
"In post","2021","Dorset CC","Ministry of Justice","South West (England)","970","910","28610","27120"
"In post","2021","Dorset CC","United Kingdom Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Department for Work and Pensions","West Midlands (England)","980","830","24900","26120"
"In post","2021","Dudley","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","HM Revenue and Customs","West Midlands (England)","60","60","23530","20140"
"In post","2021","Dudley","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Ministry of Justice","West Midlands (England)","90","70","27410","22920"
"In post","2021","Dumfries and Galloway","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Department for Work and Pensions","Scotland","80","70","26790","27570"
"In post","2021","Dumfries and Galloway","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","Scottish Government","Scotland","460","430","29970","28410"
"In post","2021","Durham CC","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
