"Status","Year","Profession_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Operational Delivery","LGBO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Driver and Vehicle Licensing Agency","50","40","20100","21170"
"Leaver CS","2021","Operational Delivery","Undeclared","Driver and Vehicle Standards Agency","60","40","28610","26780"
"Leaver CS","2021","Operational Delivery","Undeclared","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","HM Courts and Tribunals Service","140","120","21590","20100"
"Leaver CS","2021","Operational Delivery","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","HM Prison and Probation Service","230","210","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Home Office (incl. agencies)","80","60","29000","27240"
"Leaver CS","2021","Operational Delivery","Undeclared","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Public Health England","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Scottish Courts and Tribunals Service","100","90","27690","22820"
"Leaver CS","2021","Operational Delivery","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Animal and Plant Health Agency","70","70","25710","24370"
"Leaver CS","2021","Operational Delivery","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Driver and Vehicle Standards Agency","50","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","HM Courts and Tribunals Service","370","340","21220","19930"
"Leaver CS","2021","Operational Delivery","Unknown","HM Land Registry","60","50","26190","22350"
"Leaver CS","2021","Operational Delivery","Unknown","HM Prison and Probation Service","1240","1130","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Home Office (incl. agencies)","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Insolvency Service","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","National Crime Agency","40","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Rural Payments Agency","90","80","24770","21050"
"Leaver CS","2021","Operational Delivery","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Scottish Prison Service","120","100","30400","33650"
"Leaver CS","2021","Operational Delivery","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","United Kingdom Statistics Authority","70","50","25000","19130"
"Leaver CS","2021","Operational Delivery","Unknown","Valuation Office Agency","30","30","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Defence Equipment and Support","110","110","30630","25380"
"Leaver CS","2021","Other","Heterosexual / straight","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Ministry of Defence (excl. agencies)","620","590","26750","25790"
"Leaver CS","2021","Other","Heterosexual / straight","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Ministry of Defence (excl. agencies)","100","90","25230","21580"
"Leaver CS","2021","Other","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Ministry of Defence (excl. agencies)","120","110","30090","29930"
"Leaver CS","2021","Other","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Royal Fleet Auxiliary","150","150","35020","32400"
"Leaver CS","2021","Other","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
