"Status","Year","Region_ITL1","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Inspector of Education and Training","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Internal Audit","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Medicine","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department for Transport","30","20","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","HM Land Registry","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Home Office","120","90","23820","21430"
"Leaver CS","2021","North West (England)","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Ministry of Justice","590","510","21990","20100"
"Leaver CS","2021","North West (England)","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Operational Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Policy","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Department for Work and Pensions","840","720","25550","21010"
"Leaver CS","2021","North West (England)","Unknown","HM Revenue and Customs","490","390","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Home Office","90","70","23790","21010"
"Leaver CS","2021","North West (England)","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Ministry of Justice","40","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Other","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Policy","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Science and Engineering","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Economics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Other","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Other","Ministry of Defence","70","70","38310","36960"
"Leaver CS","2021","Overseas","Policy","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
