"Status","Year","Region_ITL1","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Legal","Ministry of Justice","400","370","49870","51830"
"In post","2022","London","Legal","National Crime Agency","50","50","55400","60960"
"In post","2022","London","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Office of Gas and Electricity Markets","60","60","65060","66800"
"In post","2022","London","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","UK Export Finance","30","30","[c]","[c]"
"In post","2022","London","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","London","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Department of Health and Social Care","320","290","78400","74040"
"In post","2022","London","Medicine","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicine","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","London","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Attorney General's Departments","750","700","28350","26970"
"In post","2022","London","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Charity Commission","40","40","[c]","[c]"
"In post","2022","London","Operational Delivery","Department for Business, Energy and Industrial Strategy","690","670","43320","40050"
"In post","2022","London","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Department for Education","370","360","47500","43270"
"In post","2022","London","Operational Delivery","Department for Environment, Food and Rural Affairs","150","140","37710","32760"
"In post","2022","London","Operational Delivery","Department for International Trade","140","130","40590","32120"
"In post","2022","London","Operational Delivery","Department for Levelling Up, Housing and Communities","160","160","39310","33210"
"In post","2022","London","Operational Delivery","Department for Transport","510","480","34220","30780"
"In post","2022","London","Operational Delivery","Department for Work and Pensions","6500","6040","31250","31060"
"In post","2022","London","Operational Delivery","Department of Health and Social Care","2150","2030","44830","40070"
"In post","2022","London","Operational Delivery","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","London","Operational Delivery","Foreign, Commonwealth and Development Office","200","190","39260","35230"
"In post","2022","London","Operational Delivery","HM Land Registry","200","190","34120","30600"
"In post","2022","London","Operational Delivery","HM Revenue and Customs","1830","1700","34900","31020"
"In post","2022","London","Operational Delivery","HM Treasury","170","170","39040","31000"
"In post","2022","London","Operational Delivery","Home Office","6310","5850","32830","29080"
"In post","2022","London","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Ministry of Justice","11540","11050","33400","30520"
"In post","2022","London","Operational Delivery","National Crime Agency","1330","1300","43930","40170"
"In post","2022","London","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","London","Operational Delivery","Office of Rail and Road","70","70","57200","55940"
"In post","2022","London","Operational Delivery","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","The National Archives","170","160","29600","26270"
"In post","2022","London","Operational Delivery","UK Export Finance","260","250","52650","46550"
"In post","2022","London","Operational Delivery","UK Statistics Authority","60","60","42330","33710"
"In post","2022","London","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Foreign, Commonwealth and Development Office","60","50","59450","61400"
"In post","2022","London","Operational Research","HM Revenue and Customs","50","50","47030","37930"
"In post","2022","London","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","London","Operational Research","Home Office","70","70","48320","42710"
"In post","2022","London","Operational Research","Ministry of Justice","100","100","50270","47430"
"In post","2022","London","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Attorney General's Departments","460","440","34230","27580"
"In post","2022","London","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Chancellor's other departments","230","220","67370","60400"
"In post","2022","London","Other","Department for Digital, Culture, Media and Sport","90","90","42680","34360"
"In post","2022","London","Other","Department for Environment, Food and Rural Affairs","60","60","39720","32560"
"In post","2022","London","Other","Department for International Trade","140","140","46070","38540"
"In post","2022","London","Other","Department for Transport","40","40","[c]","[c]"
"In post","2022","London","Other","Department for Work and Pensions","710","690","35390","31060"
"In post","2022","London","Other","Department of Health and Social Care","250","240","48970","41390"
"In post","2022","London","Other","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Foreign, Commonwealth and Development Office","150","140","64810","65610"
"In post","2022","London","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","HM Revenue and Customs","100","100","46260","40910"
"In post","2022","London","Other","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Home Office","950","910","39220","35070"
"In post","2022","London","Other","Ministry of Defence","610","590","26190","24840"
"In post","2022","London","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","London","Other","Office of Gas and Electricity Markets","380","370","48650","41000"
"In post","2022","London","Other","The National Archives","90","80","38870","34770"
"In post","2022","London","Other","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Other","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning","Department for Levelling Up, Housing and Communities","80","80","46800","42980"
"In post","2022","London","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectors","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Attorney General's Departments","90","80","52360","54760"
"In post","2022","London","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Department for Business, Energy and Industrial Strategy","4040","3960","50040","53380"
"In post","2022","London","Policy","Department for Digital, Culture, Media and Sport","1080","1060","47480","51730"
"In post","2022","London","Policy","Department for Education","1410","1350","51470","53420"
"In post","2022","London","Policy","Department for Environment, Food and Rural Affairs","2240","2170","44650","38900"
"In post","2022","London","Policy","Department for International Trade","220","220","46130","39520"
"In post","2022","London","Policy","Department for Levelling Up, Housing and Communities","1390","1370","49630","53130"
"In post","2022","London","Policy","Department for Transport","1010","980","50260","54110"
"In post","2022","London","Policy","Department for Work and Pensions","600","570","48790","42640"
"In post","2022","London","Policy","Department of Health and Social Care","820","790","50420","53360"
"In post","2022","London","Policy","Food Standards Agency","70","70","45710","40650"
"In post","2022","London","Policy","Foreign, Commonwealth and Development Office","2210","2160","49780","47460"
"In post","2022","London","Policy","HM Revenue and Customs","680","650","60050","62120"
"In post","2022","London","Policy","HM Treasury","1400","1370","50080","52500"
"In post","2022","London","Policy","Home Office","2080","2040","51510","57430"
"In post","2022","London","Policy","Ministry of Defence","760","750","49500","45200"
"In post","2022","London","Policy","Ministry of Justice","820","800","47000","41750"
"In post","2022","London","Policy","Northern Ireland Office","50","50","[c]","[c]"
"In post","2022","London","Policy","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2022","London","Policy","Office of Gas and Electricity Markets","60","60","37560","34240"
"In post","2022","London","Policy","Office of Rail and Road","50","40","[c]","[c]"
"In post","2022","London","Policy","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Policy","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Attorney General's Departments","40","40","[c]","[c]"
"In post","2022","London","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Competition and Markets Authority","330","320","62430","57920"
"In post","2022","London","Project Delivery","Department for Business, Energy and Industrial Strategy","130","130","50440","43750"
"In post","2022","London","Project Delivery","Department for Digital, Culture, Media and Sport","180","180","48920","51730"
"In post","2022","London","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Department for International Trade","80","80","49500","51710"
"In post","2022","London","Project Delivery","Department for Levelling Up, Housing and Communities","80","80","46420","40600"
"In post","2022","London","Project Delivery","Department for Transport","350","350","53830","54110"
"In post","2022","London","Project Delivery","Department for Work and Pensions","260","220","37250","31880"
"In post","2022","London","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Foreign, Commonwealth and Development Office","160","160","46200","42200"
"In post","2022","London","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","HM Revenue and Customs","400","380","52070","45060"
"In post","2022","London","Project Delivery","HM Treasury","30","30","[c]","[c]"
"In post","2022","London","Project Delivery","Home Office","970","950","48580","42170"
"In post","2022","London","Project Delivery","Ministry of Defence","310","310","51370","45200"
"In post","2022","London","Project Delivery","Ministry of Justice","170","170","45300","41750"
"In post","2022","London","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Cabinet Office","60","60","51990","54700"
"In post","2022","London","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Department for Education","140","130","55440","58440"
"In post","2022","London","Property","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2022","London","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2022","London","Property","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2022","London","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Foreign, Commonwealth and Development Office","110","110","56170","59470"
"In post","2022","London","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","HM Revenue and Customs","530","500","39240","35360"
"In post","2022","London","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Ministry of Defence","70","70","35180","30200"
"In post","2022","London","Property","Ministry of Justice","170","170","49960","45540"
"In post","2022","London","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","London","Psychology","Ministry of Justice","80","80","40260","33120"
"In post","2022","London","Science and Engineering","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","London","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Department for Transport","60","60","52700","54110"
"In post","2022","London","Science and Engineering","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Department of Health and Social Care","770","740","44900","40460"
"In post","2022","London","Science and Engineering","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","London","Science and Engineering","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Home Office","60","60","50720","42440"
"In post","2022","London","Science and Engineering","Ministry of Defence","120","120","51440","45200"
"In post","2022","London","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","London","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Department for Transport","130","130","45400","43360"
"In post","2022","London","Security","Department for Work and Pensions","90","90","44870","39960"
"In post","2022","London","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Foreign, Commonwealth and Development Office","140","140","42220","38600"
"In post","2022","London","Security","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","London","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Home Office","240","230","32570","28850"
"In post","2022","London","Security","Ministry of Defence","390","390","35220","33950"
"In post","2022","London","Security","Ministry of Justice","260","260","45140","41750"
"In post","2022","London","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department for Transport","50","40","[c]","[c]"
"In post","2022","London","Social Research","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","HM Revenue and Customs","60","60","50350","43810"
"In post","2022","London","Social Research","Home Office","130","130","48120","43950"
"In post","2022","London","Social Research","Ministry of Justice","70","70","52490","58130"
"In post","2022","London","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Social Research","UK Statistics Authority","70","70","38950","33710"
"In post","2022","London","Statistics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","London","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Department for International Trade","50","50","44950","41650"
"In post","2022","London","Statistics","Department for Levelling Up, Housing and Communities","110","110","47460","42980"
"In post","2022","London","Statistics","Department for Transport","70","70","44550","42470"
"In post","2022","London","Statistics","Department for Work and Pensions","50","40","[c]","[c]"
"In post","2022","London","Statistics","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","London","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","HM Revenue and Customs","160","150","50340","43810"
"In post","2022","London","Statistics","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Home Office","120","120","36650","33590"
"In post","2022","London","Statistics","Ministry of Defence","100","100","45200","45000"
"In post","2022","London","Statistics","Ministry of Justice","120","110","48290","43640"
"In post","2022","London","Statistics","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","London","Statistics","UK Statistics Authority","90","80","49290","41340"
"In post","2022","London","Tax","HM Revenue and Customs","2470","2350","44290","38020"
"In post","2022","London","Tax","HM Treasury","50","40","[c]","[c]"
"In post","2022","London","Unknown","Cabinet Office","6370","6290","50110","46500"
"In post","2022","London","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Department for Transport","450","440","48330","37660"
"In post","2022","London","Unknown","Department for Work and Pensions","110","110","42270","36650"
"In post","2022","London","Unknown","Department of Health and Social Care","140","140","49130","46000"
"In post","2022","London","Unknown","Foreign, Commonwealth and Development Office","160","150","52580","51500"
"In post","2022","London","Unknown","HM Revenue and Customs","1200","1180","48940","43430"
"In post","2022","London","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","London","Veterinarian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","London","Veterinarian","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Department for Education","100","90","37800","36500"
"In post","2022","North East (England)","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2022","North East (England)","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for Education","30","30","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","North East (England)","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Department for Work and Pensions","500","440","26920","27570"
"In post","2022","North East (England)","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Home Office","40","40","[c]","[c]"
"In post","2022","North East (England)","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Education","160","150","38510","36960"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Department for Work and Pensions","1400","1350","41740","37100"
"In post","2022","North East (England)","Digital, Data and Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","HM Revenue and Customs","470","450","43970","40520"
"In post","2022","North East (England)","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Ministry of Justice","40","40","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Education","120","120","38360","36500"
"In post","2022","North East (England)","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Department for Work and Pensions","180","170","39150","34290"
"In post","2022","North East (England)","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","HM Revenue and Customs","200","190","42810","40520"
"In post","2022","North East (England)","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Department for Education","30","30","[c]","[c]"
"In post","2022","North East (England)","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
