"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","International Trade","Northumberland, and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Outer London - South","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Overseas","No function","160","160","55790","53750"
"In post","2022","International Trade","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","West Midlands","No function","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","West Yorkshire","No function","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Bedfordshire and Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","No function","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Cheshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Cumbria","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Cumbria","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Devon","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Devon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Devon","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Dorset and Somerset","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Knowledge and Information Management","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Anglia","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Anglia","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","East Wales","Unknown","80","70","35670","32080"
"In post","2022","Knowledge and Information Management","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Essex","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","230","220","34650","33020"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","50","50","42000","38600"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Hampshire and Isle of Wight","Digital, Data & Technology","130","120","30330","26930"
"In post","2022","Knowledge and Information Management","Hampshire and Isle of Wight","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Communications","70","60","40640","40490"
"In post","2022","Knowledge and Information Management","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Digital, Data & Technology","140","140","39310","37000"
"In post","2022","Knowledge and Information Management","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","No function","260","250","44070","38810"
"In post","2022","Knowledge and Information Management","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Inner London - West","Unknown","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Kent","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lancashire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Merseyside","No function","130","120","30000","27570"
"In post","2022","Knowledge and Information Management","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northumberland, and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Northumberland, and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
