"Status","Year","Ethnicity","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","SEO/HEO","60","60","35600","33370"
"In post","2022","Mixed","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon","AA/AO","30","30","[c]","[c]"
"In post","2022","Mixed","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Devon","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Anglia","AA/AO","70","70","24260","22210"
"In post","2022","Mixed","East Anglia","EO","60","50","27340","27570"
"In post","2022","Mixed","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Anglia","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Wales","AA/AO","70","60","22070","21260"
"In post","2022","Mixed","East Wales","EO","70","70","26870","26820"
"In post","2022","Mixed","East Wales","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Wales","SEO/HEO","100","100","36190","34410"
"In post","2022","Mixed","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","AA/AO","40","30","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","EO","40","40","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Mixed","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","EO","30","30","[c]","[c]"
"In post","2022","Mixed","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","70","60","21920","21260"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","EO","90","80","26720","26920"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","70","70","55700","54540"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","220","210","34600","33370"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","40","30","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","AA/AO","90","80","21550","21260"
"In post","2022","Mixed","Greater Manchester","EO","120","110","26580","26820"
"In post","2022","Mixed","Greater Manchester","G6/G7","50","40","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","SEO/HEO","100","100","34820","33370"
"In post","2022","Mixed","Greater Manchester","Unknown","30","30","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","AA/AO","50","50","22360","21170"
"In post","2022","Mixed","Hampshire and Isle of Wight","EO","50","50","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","SEO/HEO","70","70","36140","35020"
"In post","2022","Mixed","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","AA/AO","90","80","26640","25170"
"In post","2022","Mixed","Inner London - East","EO","190","190","30630","31060"
"In post","2022","Mixed","Inner London - East","G6/G7","110","110","61390","60790"
"In post","2022","Mixed","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","SEO/HEO","180","180","39360","37930"
"In post","2022","Mixed","Inner London - East","Unknown","70","60","34140","32880"
"In post","2022","Mixed","Inner London - West","AA/AO","160","150","26520","25110"
"In post","2022","Mixed","Inner London - West","EO","270","260","29130","28670"
"In post","2022","Mixed","Inner London - West","G6/G7","740","720","58600","57430"
"In post","2022","Mixed","Inner London - West","SCS","90","80","83880","78000"
"In post","2022","Mixed","Inner London - West","SEO/HEO","860","840","38020","37610"
"In post","2022","Mixed","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","AA/AO","50","50","[c]","[c]"
"In post","2022","Mixed","Kent","EO","50","50","28620","29290"
"In post","2022","Mixed","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","AA/AO","60","60","22590","21260"
"In post","2022","Mixed","Lancashire","EO","40","40","[c]","[c]"
"In post","2022","Mixed","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","AA/AO","60","50","22380","21260"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","EO","30","30","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","AA/AO","110","100","21580","21260"
"In post","2022","Mixed","Merseyside","EO","90","80","26400","26590"
"In post","2022","Mixed","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","AA/AO","70","60","21220","21260"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","EO","40","40","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","AA/AO","40","40","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","EO","40","40","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","AA/AO","60","50","24880","25330"
"In post","2022","Mixed","Outer London - South","EO","130","120","29920","30110"
"In post","2022","Mixed","Outer London - South","G6/G7","60","50","62250","61050"
"In post","2022","Mixed","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","SEO/HEO","150","140","39480","37930"
"In post","2022","Mixed","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","AA/AO","60","60","25700","25110"
"In post","2022","Mixed","Outer London - West and North West","EO","130","120","30300","31060"
"In post","2022","Mixed","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","SEO/HEO","60","60","36040","35070"
"In post","2022","Mixed","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","AA/AO","60","50","23500","22600"
"In post","2022","Mixed","Shropshire and Staffordshire","EO","30","30","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","AA/AO","30","30","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","EO","60","50","26560","27470"
"In post","2022","Mixed","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","AA/AO","80","80","26300","24370"
"In post","2022","Mixed","Surrey, East and West Sussex","EO","80","70","28560","27570"
"In post","2022","Mixed","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","AA/AO","40","30","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","AA/AO","40","30","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","EO","30","30","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Mixed","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","AA/AO","120","110","21400","21260"
"In post","2022","Mixed","West Midlands","EO","160","150","27490","27570"
"In post","2022","Mixed","West Midlands","G6/G7","30","30","[c]","[c]"
"In post","2022","Mixed","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Midlands","SEO/HEO","90","80","34940","33080"
"In post","2022","Mixed","West Midlands","Unknown","60","50","28520","24800"
"In post","2022","Mixed","West Wales and The Valleys","AA/AO","50","50","21780","21840"
"In post","2022","Mixed","West Wales and The Valleys","EO","50","50","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","AA/AO","80","70","22420","21260"
"In post","2022","Mixed","West Yorkshire","EO","90","90","27310","27570"
"In post","2022","Mixed","West Yorkshire","G6/G7","40","40","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","West Yorkshire","SEO/HEO","80","70","35170","33370"
"In post","2022","Mixed","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","60","50","35390","33370"
"In post","2022","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
