"Status","Year","Ethnicity","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","White","Greater Manchester","SEO/HEO","190","180","34590","34530"
"Leaver Dept.","2022","White","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","EO","50","50","25840","26470"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","SEO/HEO","80","70","35480","36690"
"Leaver Dept.","2022","White","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Inner London - East","AA/AO","50","40","22530","22350"
"Leaver Dept.","2022","White","Inner London - East","EO","160","150","27920","26880"
"Leaver Dept.","2022","White","Inner London - East","G6/G7","500","460","58920","55320"
"Leaver Dept.","2022","White","Inner London - East","SCS","90","80","102510","95170"
"Leaver Dept.","2022","White","Inner London - East","SEO/HEO","590","550","36740","36530"
"Leaver Dept.","2022","White","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Inner London - West","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","White","Inner London - West","EO","280","270","28360","27710"
"Leaver Dept.","2022","White","Inner London - West","G6/G7","990","860","58570","56340"
"Leaver Dept.","2022","White","Inner London - West","SCS","220","190","88520","79100"
"Leaver Dept.","2022","White","Inner London - West","SEO/HEO","1250","1130","37150","36090"
"Leaver Dept.","2022","White","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Kent","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Kent","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Kent","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Kent","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lancashire","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Lancashire","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lancashire","SEO/HEO","60","60","34820","35310"
"Leaver Dept.","2022","White","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Merseyside","AA/AO","130","120","21230","21430"
"Leaver Dept.","2022","White","Merseyside","EO","220","210","25940","25240"
"Leaver Dept.","2022","White","Merseyside","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","White","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Merseyside","SEO/HEO","140","140","34330","32310"
"Leaver Dept.","2022","White","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Yorkshire","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","White","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","North Yorkshire","SEO/HEO","70","60","[c]","[c]"
"Leaver Dept.","2022","White","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","AA/AO","180","170","21110","21260"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","EO","170","160","26980","27570"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","SEO/HEO","150","150","34050","32000"
"Leaver Dept.","2022","White","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","SEO/HEO","60","60","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - West and North West","AA/AO","60","50","23420","23780"
"Leaver Dept.","2022","White","Outer London - West and North West","EO","120","110","27890","27710"
"Leaver Dept.","2022","White","Outer London - West and North West","G6/G7","170","160","59180","55130"
"Leaver Dept.","2022","White","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Outer London - West and North West","SEO/HEO","240","230","37440","37300"
"Leaver Dept.","2022","White","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","South Yorkshire","EO","70","70","26840","27570"
"Leaver Dept.","2022","White","South Yorkshire","G6/G7","50","40","[c]","[c]"
"Leaver Dept.","2022","White","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","South Yorkshire","SEO/HEO","80","70","35890","36250"
"Leaver Dept.","2022","White","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Southern Scotland","EO","50","40","[c]","[c]"
"Leaver Dept.","2022","White","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Southern Scotland","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","AA/AO","70","60","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2022","White","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","EO","50","50","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","G6/G7","60","60","57570","56300"
"Leaver Dept.","2022","White","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","SEO/HEO","110","110","35460","33350"
"Leaver Dept.","2022","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Central Scotland","AA/AO","130","120","21590","21260"
"Leaver Dept.","2022","White","West Central Scotland","EO","210","200","26520","27570"
"Leaver Dept.","2022","White","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Central Scotland","SEO/HEO","100","90","34790","32770"
"Leaver Dept.","2022","White","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Midlands","AA/AO","80","70","20710","20370"
"Leaver Dept.","2022","White","West Midlands","EO","120","120","26120","27570"
"Leaver Dept.","2022","White","West Midlands","G6/G7","70","70","57050","52460"
"Leaver Dept.","2022","White","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Midlands","SEO/HEO","160","150","35200","35970"
"Leaver Dept.","2022","White","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Wales and The Valleys","EO","60","60","27380","27570"
"Leaver Dept.","2022","White","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Wales and The Valleys","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","White","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Yorkshire","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","White","West Yorkshire","EO","110","100","26350","27570"
"Leaver Dept.","2022","White","West Yorkshire","G6/G7","120","90","57400","54560"
"Leaver Dept.","2022","White","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","White","West Yorkshire","SEO/HEO","220","190","34360","32960"
"Leaver Dept.","2022","White","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","EO","60","60","28580","29290"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","EO","70","70","28790","29290"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cumbria","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","EO","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Essex","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Essex","EO","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Essex","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Essex","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Essex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","EO","30","30","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Greater Manchester","AA/AO","80","70","20550","20650"
"New entrant CS","2021","Asian","Greater Manchester","EO","110","100","26740","27570"
"New entrant CS","2021","Asian","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Greater Manchester","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Asian","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Highlands and Islands","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inner London - East","AA/AO","70","70","24000","25110"
"New entrant CS","2021","Asian","Inner London - East","EO","260","250","30230","31060"
"New entrant CS","2021","Asian","Inner London - East","G6/G7","50","50","61970","60020"
"New entrant CS","2021","Asian","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inner London - East","SEO/HEO","90","90","36650","36240"
"New entrant CS","2021","Asian","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inner London - West","AA/AO","110","100","23940","23520"
"New entrant CS","2021","Asian","Inner London - West","EO","230","230","28760","28650"
"New entrant CS","2021","Asian","Inner London - West","G6/G7","90","90","56820","54110"
"New entrant CS","2021","Asian","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Inner London - West","SEO/HEO","270","270","36050","34550"
"New entrant CS","2021","Asian","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Kent","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Kent","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Kent","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lancashire","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Asian","Lancashire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","AA/AO","90","90","20880","21010"
"New entrant CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","EO","70","70","27540","27570"
"New entrant CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
