"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Declared non-disabled","230","220","21740","21050"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Unknown","60","60","22450","23660"
"New entrant CS","2021","AA/AO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for International Trade","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Declared non-disabled","200","180","20910","21590"
"New entrant CS","2021","AA/AO","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Department for Transport","Unknown","270","250","22190","21590"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Declared disabled","590","580","21390","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Declared non-disabled","4250","4200","21650","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Undeclared","210","200","21650","21010"
"New entrant CS","2021","AA/AO","Department for Work and Pensions","Unknown","520","510","21460","21010"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Declared non-disabled","350","300","20570","19630"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Land Registry","Unknown","520","510","22520","22350"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Declared disabled","80","80","20460","20140"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Declared non-disabled","900","880","20360","20140"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Revenue and Customs","Unknown","2040","1970","20260","20140"
"New entrant CS","2021","AA/AO","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Declared non-disabled","130","130","21470","21430"
"New entrant CS","2021","AA/AO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Home Office","Unknown","460","450","21860","21430"
"New entrant CS","2021","AA/AO","Ministry of Defence","Declared disabled","90","90","20840","20920"
"New entrant CS","2021","AA/AO","Ministry of Defence","Declared non-disabled","980","960","21500","20920"
"New entrant CS","2021","AA/AO","Ministry of Defence","Undeclared","50","50","21980","20920"
"New entrant CS","2021","AA/AO","Ministry of Defence","Unknown","410","400","23560","20920"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Ministry of Justice","Declared disabled","270","260","21490","20600"
"New entrant CS","2021","AA/AO","Ministry of Justice","Declared non-disabled","2800","2770","22590","22850"
"New entrant CS","2021","AA/AO","Ministry of Justice","Undeclared","110","110","21950","20600"
"New entrant CS","2021","AA/AO","Ministry of Justice","Unknown","2540","2470","22130","21300"
"New entrant CS","2021","AA/AO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","National Crime Agency","Unknown","80","80","21920","20800"
"New entrant CS","2021","AA/AO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scottish Government","Declared disabled","70","60","20600","20060"
"New entrant CS","2021","AA/AO","Scottish Government","Declared non-disabled","340","330","20930","20070"
"New entrant CS","2021","AA/AO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Scottish Government","Unknown","470","450","21080","20810"
"New entrant CS","2021","AA/AO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","United Kingdom Statistics Authority","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","United Kingdom Statistics Authority","Unknown","110","100","19510","19130"
"New entrant CS","2021","AA/AO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Welsh Government","Declared non-disabled","70","70","20570","20500"
"New entrant CS","2021","AA/AO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Attorney General's Departments","Declared non-disabled","80","80","27600","26950"
"New entrant CS","2021","EO","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Attorney General's Departments","Unknown","90","90","26730","26970"
"New entrant CS","2021","EO","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cabinet Office","Declared non-disabled","160","160","26950","27500"
"New entrant CS","2021","EO","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Cabinet Office","Unknown","70","70","26580","27500"
"New entrant CS","2021","EO","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Business, Energy and Industrial Strategy","Declared non-disabled","160","160","26640","27520"
"New entrant CS","2021","EO","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Business, Energy and Industrial Strategy","Unknown","220","220","25120","24250"
"New entrant CS","2021","EO","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Digital, Culture, Media and Sport","Declared non-disabled","60","60","27110","26180"
"New entrant CS","2021","EO","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Education","Unknown","220","220","26010","25000"
"New entrant CS","2021","EO","Department for Environment, Food and Rural Affairs","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","EO","Department for Environment, Food and Rural Affairs","Declared non-disabled","250","240","25720","24920"
"New entrant CS","2021","EO","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Environment, Food and Rural Affairs","Unknown","80","80","22930","24920"
"New entrant CS","2021","EO","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for International Trade","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","EO","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","EO","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department for Transport","Declared non-disabled","160","150","26900","26130"
"New entrant CS","2021","EO","Department for Transport","Undeclared","60","60","26620","29640"
"New entrant CS","2021","EO","Department for Transport","Unknown","80","80","27250","26130"
"New entrant CS","2021","EO","Department for Work and Pensions","Declared disabled","1370","1330","28410","27570"
"New entrant CS","2021","EO","Department for Work and Pensions","Declared non-disabled","7910","7740","28580","27570"
"New entrant CS","2021","EO","Department for Work and Pensions","Undeclared","420","410","28650","27570"
"New entrant CS","2021","EO","Department for Work and Pensions","Unknown","1270","1230","28670","27570"
"New entrant CS","2021","EO","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Department of Health and Social Care","Declared non-disabled","300","270","25380","25300"
"New entrant CS","2021","EO","Department of Health and Social Care","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","EO","Department of Health and Social Care","Unknown","240","230","26520","27270"
"New entrant CS","2021","EO","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Land Registry","Unknown","50","50","27820","27130"
"New entrant CS","2021","EO","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Revenue and Customs","Declared non-disabled","400","400","25680","25560"
"New entrant CS","2021","EO","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Revenue and Customs","Unknown","660","660","25660","25560"
"New entrant CS","2021","EO","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Treasury","Declared non-disabled","60","60","25250","24300"
"New entrant CS","2021","EO","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Home Office","Declared non-disabled","150","150","26190","24890"
"New entrant CS","2021","EO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Home Office","Unknown","690","680","26720","24880"
"New entrant CS","2021","EO","Ministry of Defence","Declared disabled","60","60","25000","26350"
"New entrant CS","2021","EO","Ministry of Defence","Declared non-disabled","630","610","25950","26350"
"New entrant CS","2021","EO","Ministry of Defence","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Defence","Unknown","250","240","23230","25000"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","50","26830","27850"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice","Declared non-disabled","260","260","24660","24620"
"New entrant CS","2021","EO","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Ministry of Justice","Unknown","200","200","24270","24440"
"New entrant CS","2021","EO","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","National Crime Agency","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","EO","National Crime Agency","Unknown","620","620","30880","32260"
"New entrant CS","2021","EO","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Declared non-disabled","110","110","24850","23450"
"New entrant CS","2021","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other Cabinet Office Agencies","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government","Declared non-disabled","160","160","26490","26160"
"New entrant CS","2021","EO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Scottish Government","Unknown","160","150","26570","26160"
"New entrant CS","2021","EO","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Declared non-disabled","60","60","23510","23050"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","United Kingdom Statistics Authority","Unknown","100","100","23570","23050"
"New entrant CS","2021","EO","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Attorney General's Departments","Declared non-disabled","100","90","54910","50500"
"New entrant CS","2021","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Attorney General's Departments","Unknown","220","210","51920","50520"
"New entrant CS","2021","G6/G7","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office","Declared non-disabled","120","120","56700","54700"
"New entrant CS","2021","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Cabinet Office","Unknown","110","110","69930","64500"
"New entrant CS","2021","G6/G7","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Declared non-disabled","90","90","57000","53380"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","50","50","57370","53380"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Declared non-disabled","70","70","56050","51730"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Education","Unknown","130","120","54710","53420"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Declared non-disabled","130","120","53650","52290"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","60","60","55240","53600"
"New entrant CS","2021","G6/G7","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Declared non-disabled","70","70","59250","54650"
"New entrant CS","2021","G6/G7","Department for Transport","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Declared non-disabled","120","120","57320","55350"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department for Work and Pensions","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Declared non-disabled","200","180","56610","53100"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","Department of Health and Social Care","Unknown","260","260","56480","53360"
"New entrant CS","2021","G6/G7","ESTYN","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","ESTYN","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
