"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cornwall and Isles of Scilly","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","20-29","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Cumbria","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","20-29","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Cumbria","30-39","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Cumbria","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","30-39","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Cumbria","40-49","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Cumbria","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Cumbria","50-59","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Cumbria","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","20-29","Heterosexual / straight","450","440","25090","23170"
"New entrant CS","2022","Derbyshire and Nottinghamshire","20-29","LGBO","60","60","25820","25000"
"New entrant CS","2022","Derbyshire and Nottinghamshire","20-29","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","20-29","Unknown","260","250","24760","24090"
"New entrant CS","2022","Derbyshire and Nottinghamshire","30-39","Heterosexual / straight","320","310","28310","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","30-39","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","30-39","Unknown","160","150","26980","25120"
"New entrant CS","2022","Derbyshire and Nottinghamshire","40-49","Heterosexual / straight","260","240","29480","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","40-49","Unknown","120","110","28940","26310"
"New entrant CS","2022","Derbyshire and Nottinghamshire","50-59","Heterosexual / straight","180","170","28660","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","50-59","Unknown","80","80","27120","25020"
"New entrant CS","2022","Derbyshire and Nottinghamshire","60-64","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Derbyshire and Nottinghamshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","20-29","Heterosexual / straight","210","200","23160","22200"
"New entrant CS","2022","Devon","20-29","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Devon","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","20-29","Unknown","90","90","23740","23140"
"New entrant CS","2022","Devon","30-39","Heterosexual / straight","120","110","28460","24800"
"New entrant CS","2022","Devon","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","30-39","Unknown","80","80","25390","23140"
"New entrant CS","2022","Devon","40-49","Heterosexual / straight","90","80","34050","28760"
"New entrant CS","2022","Devon","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","40-49","Unknown","60","50","28070","25000"
"New entrant CS","2022","Devon","50-59","Heterosexual / straight","120","120","32240","28760"
"New entrant CS","2022","Devon","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","50-59","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Devon","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Devon","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","20-29","Heterosexual / straight","120","120","23720","22600"
"New entrant CS","2022","Dorset and Somerset","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","20-29","Unknown","80","80","23720","22000"
"New entrant CS","2022","Dorset and Somerset","30-39","Heterosexual / straight","80","80","27700","25000"
"New entrant CS","2022","Dorset and Somerset","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","30-39","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","40-49","Heterosexual / straight","100","100","27830","26110"
"New entrant CS","2022","Dorset and Somerset","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","40-49","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","50-59","Heterosexual / straight","100","100","30970","26780"
"New entrant CS","2022","Dorset and Somerset","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","50-59","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","20-29","Heterosexual / straight","360","360","24830","24020"
"New entrant CS","2022","East Anglia","20-29","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","East Anglia","20-29","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","20-29","Unknown","170","170","23660","23140"
"New entrant CS","2022","East Anglia","30-39","Heterosexual / straight","260","250","26970","25120"
"New entrant CS","2022","East Anglia","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","30-39","Unknown","120","110","27380","24800"
"New entrant CS","2022","East Anglia","40-49","Heterosexual / straight","210","200","29170","26350"
"New entrant CS","2022","East Anglia","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","40-49","Unknown","90","80","31890","27130"
"New entrant CS","2022","East Anglia","50-59","Heterosexual / straight","180","170","27580","24960"
"New entrant CS","2022","East Anglia","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","50-59","Unknown","70","60","30580","26350"
"New entrant CS","2022","East Anglia","60-64","Heterosexual / straight","60","50","27230","22510"
"New entrant CS","2022","East Anglia","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","20-29","Heterosexual / straight","600","590","25240","23880"
"New entrant CS","2022","East Wales","20-29","LGBO","120","110","25300","23160"
"New entrant CS","2022","East Wales","20-29","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","East Wales","20-29","Unknown","280","280","23990","21810"
"New entrant CS","2022","East Wales","30-39","Heterosexual / straight","460","450","30090","26700"
"New entrant CS","2022","East Wales","30-39","LGBO","50","50","29130","24540"
"New entrant CS","2022","East Wales","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","30-39","Unknown","170","160","27130","24800"
"New entrant CS","2022","East Wales","40-49","Heterosexual / straight","300","290","33260","27570"
"New entrant CS","2022","East Wales","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","40-49","Unknown","80","80","29090","26220"
"New entrant CS","2022","East Wales","50-59","Heterosexual / straight","180","170","32380","24880"
"New entrant CS","2022","East Wales","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","50-59","Unknown","80","70","29980","26130"
"New entrant CS","2022","East Wales","60-64","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","East Wales","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Heterosexual / straight","120","120","22800","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","20-29","Unknown","70","70","22750","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Heterosexual / straight","90","80","26630","23170"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","30-39","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Heterosexual / straight","80","70","29060","26330"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Heterosexual / straight","60","60","26550","24920"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","20-29","Heterosexual / straight","530","530","26050","24400"
"New entrant CS","2022","Eastern Scotland","20-29","LGBO","130","130","26240","24400"
"New entrant CS","2022","Eastern Scotland","20-29","Undeclared","50","50","28400","27230"
"New entrant CS","2022","Eastern Scotland","20-29","Unknown","480","460","25680","22000"
"New entrant CS","2022","Eastern Scotland","30-39","Heterosexual / straight","500","490","30460","27230"
"New entrant CS","2022","Eastern Scotland","30-39","LGBO","70","70","31480","27400"
"New entrant CS","2022","Eastern Scotland","30-39","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","30-39","Unknown","370","360","29930","27230"
"New entrant CS","2022","Eastern Scotland","40-49","Heterosexual / straight","320","310","32930","27570"
"New entrant CS","2022","Eastern Scotland","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","40-49","Unknown","230","220","33200","27230"
"New entrant CS","2022","Eastern Scotland","50-59","Heterosexual / straight","220","210","31640","27570"
"New entrant CS","2022","Eastern Scotland","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","50-59","Unknown","180","170","35100","27940"
"New entrant CS","2022","Eastern Scotland","60-64","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","60-64","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","20-29","Heterosexual / straight","130","130","25860","24250"
"New entrant CS","2022","Essex","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","20-29","Unknown","100","100","24290","24250"
"New entrant CS","2022","Essex","30-39","Heterosexual / straight","90","80","29680","25010"
"New entrant CS","2022","Essex","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","30-39","Unknown","70","60","29100","25660"
"New entrant CS","2022","Essex","40-49","Heterosexual / straight","110","100","31680","26310"
"New entrant CS","2022","Essex","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","40-49","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Essex","50-59","Heterosexual / straight","90","80","30210","28740"
"New entrant CS","2022","Essex","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","50-59","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Essex","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Unknown","60","60","18070","17140"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Heterosexual / straight","810","800","26180","24960"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","LGBO","140","140","26080","25000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Undeclared","90","80","26030","24420"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Unknown","480","480","24890","23660"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Heterosexual / straight","560","530","33220","31700"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Undeclared","60","60","35070","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Unknown","260","250","30870","29180"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Heterosexual / straight","410","390","35820","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Unknown","140","140","38950","32780"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Heterosexual / straight","320","310","36440","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Unknown","120","110","35670","32330"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Heterosexual / straight","60","50","37980","33000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","20-29","Heterosexual / straight","770","760","26110","25000"
"New entrant CS","2022","Greater Manchester","20-29","LGBO","120","110","25840","24730"
"New entrant CS","2022","Greater Manchester","20-29","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Greater Manchester","20-29","Unknown","530","520","25790","25000"
"New entrant CS","2022","Greater Manchester","30-39","Heterosexual / straight","500","480","30410","26820"
"New entrant CS","2022","Greater Manchester","30-39","LGBO","70","70","28990","27570"
"New entrant CS","2022","Greater Manchester","30-39","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester","30-39","Unknown","310","300","30980","26590"
"New entrant CS","2022","Greater Manchester","40-49","Heterosexual / straight","310","300","32940","27570"
"New entrant CS","2022","Greater Manchester","40-49","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Greater Manchester","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","40-49","Unknown","170","160","32570","26590"
"New entrant CS","2022","Greater Manchester","50-59","Heterosexual / straight","190","190","31350","27570"
"New entrant CS","2022","Greater Manchester","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Greater Manchester","50-59","Unknown","150","140","30380","26990"
"New entrant CS","2022","Greater Manchester","60-64","Heterosexual / straight","50","50","29060","26130"
