"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Yorkshire","30-39","Heterosexual / straight","2710","2550","32760","29480"
"In post","2022","West Yorkshire","30-39","LGBO","230","230","33800","30810"
"In post","2022","West Yorkshire","30-39","Undeclared","280","270","34900","31000"
"In post","2022","West Yorkshire","30-39","Unknown","1040","980","30740","27120"
"In post","2022","West Yorkshire","40-49","Heterosexual / straight","2920","2720","35620","31650"
"In post","2022","West Yorkshire","40-49","LGBO","190","180","35830","31990"
"In post","2022","West Yorkshire","40-49","Undeclared","380","350","34540","30980"
"In post","2022","West Yorkshire","40-49","Unknown","930","850","34380","28200"
"In post","2022","West Yorkshire","50-59","Heterosexual / straight","3400","3190","35390","31650"
"In post","2022","West Yorkshire","50-59","LGBO","140","130","32920","28920"
"In post","2022","West Yorkshire","50-59","Undeclared","510","470","35190","31650"
"In post","2022","West Yorkshire","50-59","Unknown","980","900","34320","28200"
"In post","2022","West Yorkshire","60-64","Heterosexual / straight","810","640","31420","27570"
"In post","2022","West Yorkshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","60-64","Undeclared","140","110","29100","27570"
"In post","2022","West Yorkshire","60-64","Unknown","270","210","30530","27570"
"In post","2022","West Yorkshire","65+","Heterosexual / straight","170","130","29590","27570"
"In post","2022","West Yorkshire","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","West Yorkshire","65+","Unknown","60","50","31810","27570"
"Leaver CS","2021","Bedfordshire and Hertfordshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","40-49","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","50-59","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","50-59","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","60-64","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","20-29","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","20-29","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Heterosexual / straight","80","80","35230","30270"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","50-59","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Heterosexual / straight","60","60","35860","30630"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","60-64","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","65+","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","20-29","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","20-29","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","30-39","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","30-39","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","40-49","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","40-49","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","50-59","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","50-59","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","60-64","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","60-64","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","65+","Heterosexual / straight","50","30","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Devon","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","20-29","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Devon","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","30-39","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Devon","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","40-49","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Devon","50-59","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Devon","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","50-59","Unknown","100","90","[c]","[c]"
"Leaver CS","2021","Devon","60-64","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Devon","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","60-64","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Devon","65+","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Devon","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","65+","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","20-29","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","30-39","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","50-59","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","60-64","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","65+","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","20-29","Heterosexual / straight","80","80","[c]","[c]"
"Leaver CS","2021","East Anglia","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","20-29","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","East Anglia","30-39","Heterosexual / straight","80","70","[c]","[c]"
"Leaver CS","2021","East Anglia","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","East Anglia","40-49","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","East Anglia","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","40-49","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","East Anglia","50-59","Heterosexual / straight","100","90","33340","27250"
"Leaver CS","2021","East Anglia","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","50-59","Unknown","140","130","[c]","[c]"
"Leaver CS","2021","East Anglia","60-64","Heterosexual / straight","80","60","36110","27350"
"Leaver CS","2021","East Anglia","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","60-64","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","East Anglia","65+","Heterosexual / straight","80","60","29200","26410"
"Leaver CS","2021","East Anglia","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","65+","Unknown","60","40","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","20-29","Heterosexual / straight","100","90","23170","21080"
"Leaver CS","2021","East Wales","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","20-29","Unknown","120","120","22750","19130"
"Leaver CS","2021","East Wales","30-39","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2021","East Wales","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","30-39","Unknown","80","80","[c]","[c]"
"Leaver CS","2021","East Wales","40-49","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","East Wales","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","40-49","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","East Wales","50-59","Heterosexual / straight","90","80","36760","29930"
"Leaver CS","2021","East Wales","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","50-59","Unknown","220","190","[c]","[c]"
"Leaver CS","2021","East Wales","60-64","Heterosexual / straight","80","70","41680","32800"
"Leaver CS","2021","East Wales","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","60-64","Unknown","110","80","[c]","[c]"
"Leaver CS","2021","East Wales","65+","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","East Wales","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","65+","Unknown","70","50","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","30-39","Undeclared","[c]","[c]","[c]","[c]"
