"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Defence (excl. agencies)","Unknown","210","200","34020","30620"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Public Health England","No function","120","110","42490","40200"
"Leaver CS","2021","40-49","Public Health England","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Government (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Serious Fraud Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Valuation Office Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Animal and Plant Health Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Companies House","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Office and Procurator Fiscal Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Crown Prosecution Service","Legal","60","50","50580","55610"
"Leaver CS","2021","50-59","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Electronics and Components Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Project Delivery","80","70","39590","40230"
"Leaver CS","2021","50-59","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","1000","880","27360","27570"
"Leaver CS","2021","50-59","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Licensing Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Licensing Agency","No function","30","20","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Driver and Vehicle Standards Agency","No function","50","40","[c]","[c]"
"Leaver CS","2021","50-59","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","ESTYN","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Forestry and Land Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Internal Audit Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","No function","240","210","21930","20100"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","No function","50","40","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","No function","740","690","[c]","[c]"
"Leaver CS","2021","50-59","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Revenue and Customs (excl. agencies)","Unknown","1940","1720","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Home Office (incl. agencies)","Unknown","320","290","33630","27300"
"Leaver CS","2021","50-59","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Property","30","30","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Security","90","90","32620","38120"
"Leaver CS","2021","50-59","Ministry of Defence (excl. agencies)","Unknown","300","280","31360","28790"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
