"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Finance","70","60","47580","41830"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","No function","350","350","55140","53360"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Disclosure Scotland","Unknown","50","50","32550","28680"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Commercial","40","30","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Digital, Data & Technology","160","160","43910","41230"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Finance","40","40","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Human Resources","40","40","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","No function","1050","910","23990","21590"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Project Delivery","30","30","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Human Resources","30","30","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","No function","1530","1480","29180","26780"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Project Delivery","30","30","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","No function","340","330","45350","40620"
"In post","2021","50-59","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Education Scotland","Unknown","120","120","61190","68290"
"In post","2021","50-59","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","No function","40","40","[c]","[c]"
"In post","2021","50-59","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Commercial","30","30","[c]","[c]"
"In post","2021","50-59","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","50-59","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","FCDO Services","Property","110","100","43540","42180"
"In post","2021","50-59","FCDO Services","Security","80","80","38870","33500"
"In post","2021","50-59","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","No function","330","330","34610","28800"
"In post","2021","50-59","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Food Standards Scotland","Unknown","60","60","36710","30650"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","60","50","47180","44050"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","60","50","46250","44290"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","70","70","49470","48220"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","No function","890","870","53490","49510"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","370","360","56920","60720"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Security","100","100","42330","34770"
"In post","2021","50-59","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50","50","58790","59470"
"In post","2021","50-59","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Project Delivery","40","40","[c]","[c]"
"In post","2021","50-59","Forestry and Land Scotland","Property","240","230","31740","30160"
"In post","2021","50-59","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Internal Audit","140","140","52790","50460"
"In post","2021","50-59","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Legal","470","440","63840","67680"
"In post","2021","50-59","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Debt","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Human Resources","40","30","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","No function","860","820","46180","45870"
"In post","2021","50-59","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Finance","80","80","38610","34510"
"In post","2021","50-59","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","HM Courts and Tribunals Service","Legal","440","400","47270","45100"
"In post","2021","50-59","HM Courts and Tribunals Service","No function","4580","4190","23050","20690"
"In post","2021","50-59","HM Courts and Tribunals Service","Project Delivery","100","100","44730","38140"
"In post","2021","50-59","HM Courts and Tribunals Service","Property","30","30","[c]","[c]"
