"Status","Year","Organisation","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office for Standards in Education, Children's Services and Skills","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Greater Manchester","50","50","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","Inner London - West","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","20-29","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","38390","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Greater Manchester","130","120","34870","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Inner London - West","50","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Derbyshire and Nottinghamshire","50","50","44480","43110"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","41560","39460"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Greater Manchester","110","110","38720","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Inner London - West","60","60","51930","42850"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Derbyshire and Nottinghamshire","50","50","52280","51360"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","50","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Greater Manchester","90","90","40650","32010"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Inner London - West","40","40","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office for Standards in Education, Children's Services and Skills","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","Inner London - East","210","210","32130","31000"
"In post","2022","Office of Gas and Electricity Markets","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","20-29","West Central Scotland","160","160","28250","25000"
"In post","2022","Office of Gas and Electricity Markets","30-39","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Inner London - East","240","240","49100","46250"
"In post","2022","Office of Gas and Electricity Markets","30-39","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","30-39","West Central Scotland","230","220","37580","32760"
"In post","2022","Office of Gas and Electricity Markets","30-39","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","Inner London - East","170","160","60620","58320"
"In post","2022","Office of Gas and Electricity Markets","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","40-49","West Central Scotland","120","120","42840","40500"
"In post","2022","Office of Gas and Electricity Markets","50-59","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","50-59","Inner London - East","100","100","61830","59850"
"In post","2022","Office of Gas and Electricity Markets","50-59","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","50-59","West Central Scotland","60","60","39490","34100"
"In post","2022","Office of Gas and Electricity Markets","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Gas and Electricity Markets","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","20-29","West Midlands","30","30","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","30-39","West Midlands","80","80","41220","38000"
"In post","2022","Office of Qualifications and Examinations Regulation","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","40-49","West Midlands","100","90","50610","46840"
"In post","2022","Office of Qualifications and Examinations Regulation","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","50-59","West Midlands","50","50","46110","40370"
"In post","2022","Office of Qualifications and Examinations Regulation","60-64","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Qualifications and Examinations Regulation","65+","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","16-19","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","20-29","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","Inner London - East","50","50","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","30-39","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","40-49","Inner London - East","60","60","61740","59390"
"In post","2022","Office of Rail and Road","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","40-49","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","50-59","Inner London - East","50","50","60330","61010"
"In post","2022","Office of Rail and Road","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","50-59","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","60-64","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Office of Rail and Road","65+","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","16-19","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","20-29","Derbyshire and Nottinghamshire","80","70","22890","20970"
"In post","2022","Office of the Public Guardian","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","20-29","West Midlands","230","220","22130","20970"
"In post","2022","Office of the Public Guardian","30-39","Derbyshire and Nottinghamshire","100","90","24590","25120"
"In post","2022","Office of the Public Guardian","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","30-39","West Midlands","400","370","23160","20970"
"In post","2022","Office of the Public Guardian","40-49","Derbyshire and Nottinghamshire","90","80","24770","25120"
"In post","2022","Office of the Public Guardian","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Public Guardian","40-49","West Midlands","170","160","24940","21410"
"In post","2022","Office of the Public Guardian","50-59","Derbyshire and Nottinghamshire","100","90","25540","25120"
