"Status","Year","Ethnicity","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","G6/G7","Scotland","70","70","60220","60190"
"In post","2022","Asian","G6/G7","South East (England)","100","90","58160","55410"
"In post","2022","Asian","G6/G7","South West (England)","110","110","56300","54390"
"In post","2022","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","G6/G7","Wales","60","50","60950","58900"
"In post","2022","Asian","G6/G7","West Midlands (England)","280","270","54860","53370"
"In post","2022","Asian","G6/G7","Yorkshire and The Humber","180","180","54870","54000"
"In post","2022","Asian","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","London","230","230","90640","82870"
"In post","2022","Asian","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","East Midlands (England)","390","370","35250","33370"
"In post","2022","Asian","SEO/HEO","East of England","220","210","38250","37000"
"In post","2022","Asian","SEO/HEO","London","4890","4780","38650","37930"
"In post","2022","Asian","SEO/HEO","North East (England)","140","140","36390","34500"
"In post","2022","Asian","SEO/HEO","North West (England)","740","720","35120","33370"
"In post","2022","Asian","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Overseas","60","60","38320","34770"
"In post","2022","Asian","SEO/HEO","Scotland","220","220","39860","36130"
"In post","2022","Asian","SEO/HEO","South East (England)","300","290","36940","36010"
"In post","2022","Asian","SEO/HEO","South West (England)","390","370","35770","34170"
"In post","2022","Asian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","SEO/HEO","Wales","170","160","36350","34170"
"In post","2022","Asian","SEO/HEO","West Midlands (England)","1100","1070","35340","33370"
"In post","2022","Asian","SEO/HEO","Yorkshire and The Humber","660","640","34670","33370"
"In post","2022","Asian","Unknown","East Midlands (England)","80","70","29300","28200"
"In post","2022","Asian","Unknown","East of England","50","50","26920","24800"
"In post","2022","Asian","Unknown","London","190","180","32880","32090"
"In post","2022","Asian","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","North West (England)","100","90","28860","24800"
"In post","2022","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","South East (England)","60","50","27180","24090"
"In post","2022","Asian","Unknown","South West (England)","50","50","37560","34000"
"In post","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","West Midlands (England)","190","180","28420","24800"
"In post","2022","Asian","Unknown","Yorkshire and The Humber","80","80","28140","28200"
"In post","2022","Black","AA/AO","East Midlands (England)","220","200","22360","21260"
"In post","2022","Black","AA/AO","East of England","160","150","24150","23720"
"In post","2022","Black","AA/AO","London","2210","2060","26200","25110"
"In post","2022","Black","AA/AO","North East (England)","70","60","21360","21260"
"In post","2022","Black","AA/AO","North West (England)","270","250","21510","21250"
"In post","2022","Black","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Scotland","120","110","21580","21250"
"In post","2022","Black","AA/AO","South East (England)","320","300","25830","24590"
"In post","2022","Black","AA/AO","South West (England)","80","80","22120","21260"
"In post","2022","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","AA/AO","Wales","60","60","21680","21250"
"In post","2022","Black","AA/AO","West Midlands (England)","440","410","21830","21260"
"In post","2022","Black","AA/AO","Yorkshire and The Humber","180","160","21910","21260"
"In post","2022","Black","EO","East Midlands (England)","200","190","27080","27570"
"In post","2022","Black","EO","East of England","270","260","28820","29290"
"In post","2022","Black","EO","London","3540","3400","30340","31060"
"In post","2022","Black","EO","North East (England)","40","40","[c]","[c]"
"In post","2022","Black","EO","North West (England)","300","290","26940","27570"
"In post","2022","Black","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","EO","Scotland","90","90","27940","27570"
"In post","2022","Black","EO","South East (England)","320","300","28610","28880"
"In post","2022","Black","EO","South West (England)","120","120","25930","26820"
"In post","2022","Black","EO","Unknown","30","30","[c]","[c]"
"In post","2022","Black","EO","Wales","80","70","27100","27320"
"In post","2022","Black","EO","West Midlands (England)","440","420","27080","27570"
"In post","2022","Black","EO","Yorkshire and The Humber","220","200","26790","27570"
"In post","2022","Black","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","East of England","30","30","[c]","[c]"
"In post","2022","Black","G6/G7","London","1090","1080","58880","57430"
"In post","2022","Black","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","North West (England)","70","70","54140","51970"
"In post","2022","Black","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","South East (England)","40","40","[c]","[c]"
"In post","2022","Black","G6/G7","South West (England)","40","40","[c]","[c]"
"In post","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","G6/G7","West Midlands (England)","60","60","55240","53700"
"In post","2022","Black","G6/G7","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Black","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","London","70","70","88830","79510"
"In post","2022","Black","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","East Midlands (England)","110","100","36710","35610"
"In post","2022","Black","SEO/HEO","East of England","110","110","36940","36410"
"In post","2022","Black","SEO/HEO","London","2930","2890","38580","37930"
"In post","2022","Black","SEO/HEO","North East (England)","40","40","[c]","[c]"
"In post","2022","Black","SEO/HEO","North West (England)","250","240","34970","33370"
"In post","2022","Black","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Scotland","80","70","40010","36000"
"In post","2022","Black","SEO/HEO","South East (England)","170","160","37600","36840"
"In post","2022","Black","SEO/HEO","South West (England)","290","280","35810","35580"
"In post","2022","Black","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","SEO/HEO","Wales","70","70","35240","33370"
"In post","2022","Black","SEO/HEO","West Midlands (England)","280","280","35230","33370"
"In post","2022","Black","SEO/HEO","Yorkshire and The Humber","140","130","35310","34290"
"In post","2022","Black","Unknown","East Midlands (England)","70","60","27830","26650"
"In post","2022","Black","Unknown","East of England","60","60","29290","26310"
"In post","2022","Black","Unknown","London","660","650","33460","32090"
"In post","2022","Black","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","North West (England)","50","50","29440","24090"
"In post","2022","Black","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","South East (England)","70","60","28630","25900"
"In post","2022","Black","Unknown","South West (England)","40","40","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","West Midlands (England)","180","170","29060","28200"
"In post","2022","Black","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Mixed","AA/AO","East Midlands (England)","150","140","22520","21260"
"In post","2022","Mixed","AA/AO","East of England","130","120","24620","23140"
"In post","2022","Mixed","AA/AO","London","410","380","26200","25110"
"In post","2022","Mixed","AA/AO","North East (England)","100","90","22440","21260"
"In post","2022","Mixed","AA/AO","North West (England)","280","260","21860","21260"
"In post","2022","Mixed","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Scotland","80","80","22480","21260"
"In post","2022","Mixed","AA/AO","South East (England)","250","230","24940","23430"
"In post","2022","Mixed","AA/AO","South West (England)","120","110","22580","21260"
"In post","2022","Mixed","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","AA/AO","Wales","130","110","21950","21600"
"In post","2022","Mixed","AA/AO","West Midlands (England)","210","190","22330","21260"
"In post","2022","Mixed","AA/AO","Yorkshire and The Humber","150","130","22340","21260"
"In post","2022","Mixed","EO","East Midlands (England)","120","110","27180","27570"
"In post","2022","Mixed","EO","East of England","140","130","28340","27570"
"In post","2022","Mixed","EO","London","760","730","29950","30500"
"In post","2022","Mixed","EO","North East (England)","60","50","27330","27570"
"In post","2022","Mixed","EO","North West (England)","260","250","26750","26820"
"In post","2022","Mixed","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Scotland","90","80","27510","27230"
"In post","2022","Mixed","EO","South East (England)","230","210","28400","27570"
"In post","2022","Mixed","EO","South West (England)","140","130","27020","27570"
"In post","2022","Mixed","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","EO","Wales","120","110","27230","27570"
"In post","2022","Mixed","EO","West Midlands (England)","210","190","27510","27570"
"In post","2022","Mixed","EO","Yorkshire and The Humber","180","170","27120","27570"
"In post","2022","Mixed","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","East of England","30","30","[c]","[c]"
"In post","2022","Mixed","G6/G7","London","920","900","59160","57460"
"In post","2022","Mixed","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","North West (England)","80","80","56870","55210"
"In post","2022","Mixed","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Overseas","40","40","[c]","[c]"
"In post","2022","Mixed","G6/G7","Scotland","50","40","[c]","[c]"
"In post","2022","Mixed","G6/G7","South East (England)","50","50","62220","60310"
"In post","2022","Mixed","G6/G7","South West (England)","90","90","54940","53920"
"In post","2022","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","G6/G7","Wales","40","40","[c]","[c]"
"In post","2022","Mixed","G6/G7","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Mixed","G6/G7","Yorkshire and The Humber","70","60","56060","52150"
"In post","2022","Mixed","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","London","100","100","85320","79390"
"In post","2022","Mixed","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","East Midlands (England)","80","80","36530","35900"
"In post","2022","Mixed","SEO/HEO","East of England","90","80","36890","36330"
"In post","2022","Mixed","SEO/HEO","London","1270","1240","38320","37790"
"In post","2022","Mixed","SEO/HEO","North East (England)","70","60","34170","33310"
"In post","2022","Mixed","SEO/HEO","North West (England)","190","180","35420","33370"
"In post","2022","Mixed","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Overseas","40","40","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Scotland","100","100","38380","36130"
"In post","2022","Mixed","SEO/HEO","South East (England)","180","170","37290","37220"
"In post","2022","Mixed","SEO/HEO","South West (England)","270","260","35330","34040"
"In post","2022","Mixed","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","SEO/HEO","Wales","110","110","36470","35380"
"In post","2022","Mixed","SEO/HEO","West Midlands (England)","120","120","35690","33370"
"In post","2022","Mixed","SEO/HEO","Yorkshire and The Humber","130","120","35210","33370"
"In post","2022","Mixed","Unknown","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Mixed","Unknown","East of England","50","50","29860","30210"
"In post","2022","Mixed","Unknown","London","130","130","33860","33700"
"In post","2022","Mixed","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","North West (England)","70","70","29210","28200"
"In post","2022","Mixed","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","South East (England)","60","50","29480","24800"
"In post","2022","Mixed","Unknown","South West (England)","50","40","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Wales","30","30","[c]","[c]"
"In post","2022","Mixed","Unknown","West Midlands (England)","70","60","29300","26190"
"In post","2022","Mixed","Unknown","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","East of England","40","30","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","London","180","170","26200","25110"
"In post","2022","Other ethnicity","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","North West (England)","50","40","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Scotland","40","30","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","South East (England)","50","50","25480","24260"
"In post","2022","Other ethnicity","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","Wales","40","30","[c]","[c]"
"In post","2022","Other ethnicity","AA/AO","West Midlands (England)","60","50","21530","20970"
"In post","2022","Other ethnicity","AA/AO","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","Other ethnicity","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","East of England","40","40","[c]","[c]"
"In post","2022","Other ethnicity","EO","London","350","330","30010","30510"
"In post","2022","Other ethnicity","EO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","North West (England)","60","60","27040","27570"
"In post","2022","Other ethnicity","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","South East (England)","70","70","28180","27570"
"In post","2022","Other ethnicity","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","EO","West Midlands (England)","50","40","[c]","[c]"
"In post","2022","Other ethnicity","EO","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","London","300","290","60950","58730"
"In post","2022","Other ethnicity","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","London","30","30","[c]","[c]"
"In post","2022","Other ethnicity","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","London","390","380","38860","38160"
"In post","2022","Other ethnicity","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","North West (England)","50","50","36780","36160"
"In post","2022","Other ethnicity","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Scotland","40","40","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","South East (England)","40","40","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","South West (England)","70","70","35940","36480"
"In post","2022","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Wales","30","30","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Other ethnicity","SEO/HEO","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","London","50","50","33990","34100"
"In post","2022","Other ethnicity","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","East Midlands (England)","280","250","22500","21260"
"In post","2022","Undeclared","AA/AO","East of England","260","240","24330","22100"
"In post","2022","Undeclared","AA/AO","London","540","490","25300","25110"
"In post","2022","Undeclared","AA/AO","North East (England)","400","340","21650","21260"
"In post","2022","Undeclared","AA/AO","North West (England)","650","570","21680","21260"
"In post","2022","Undeclared","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Scotland","480","430","23290","21260"
"In post","2022","Undeclared","AA/AO","South East (England)","510","460","24220","21840"
"In post","2022","Undeclared","AA/AO","South West (England)","340","310","22720","21260"
"In post","2022","Undeclared","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","AA/AO","Wales","390","350","22040","21840"
"In post","2022","Undeclared","AA/AO","West Midlands (England)","370","320","22240","21260"
"In post","2022","Undeclared","AA/AO","Yorkshire and The Humber","390","340","22970","21260"
"In post","2022","Undeclared","EO","East Midlands (England)","260","230","27680","27570"
"In post","2022","Undeclared","EO","East of England","370","330","28400","27570"
"In post","2022","Undeclared","EO","London","1140","1060","30590","30780"
"In post","2022","Undeclared","EO","North East (England)","250","230","27080","27570"
"In post","2022","Undeclared","EO","North West (England)","680","620","27420","27570"
"In post","2022","Undeclared","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Scotland","540","490","30570","28920"
"In post","2022","Undeclared","EO","South East (England)","680","620","28630","27570"
"In post","2022","Undeclared","EO","South West (England)","440","400","27200","27370"
"In post","2022","Undeclared","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","EO","Wales","330","310","27730","27570"
"In post","2022","Undeclared","EO","West Midlands (England)","430","380","27430","27570"
"In post","2022","Undeclared","EO","Yorkshire and The Humber","450","420","27350","27370"
"In post","2022","Undeclared","G6/G7","East Midlands (England)","70","70","59120","55410"
"In post","2022","Undeclared","G6/G7","East of England","60","60","57380","55210"
"In post","2022","Undeclared","G6/G7","London","1140","1110","61980","61090"
"In post","2022","Undeclared","G6/G7","North East (England)","120","120","57110","55210"
"In post","2022","Undeclared","G6/G7","North West (England)","230","220","57140","55210"
"In post","2022","Undeclared","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Overseas","80","80","58630","56300"
"In post","2022","Undeclared","G6/G7","Scotland","150","140","62960","62170"
"In post","2022","Undeclared","G6/G7","South East (England)","260","250","56270","55210"
"In post","2022","Undeclared","G6/G7","South West (England)","400","380","56010","54800"
"In post","2022","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","G6/G7","Wales","120","120","61110","61440"
"In post","2022","Undeclared","G6/G7","West Midlands (England)","120","110","58180","55210"
"In post","2022","Undeclared","G6/G7","Yorkshire and The Humber","150","140","55800","53230"
"In post","2022","Undeclared","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","London","120","110","87320","79930"
"In post","2022","Undeclared","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","East Midlands (England)","290","280","36200","34200"
"In post","2022","Undeclared","SEO/HEO","East of England","330","320","36940","35310"
"In post","2022","Undeclared","SEO/HEO","London","1390","1350","39910","39600"
"In post","2022","Undeclared","SEO/HEO","North East (England)","270","260","36500","34590"
"In post","2022","Undeclared","SEO/HEO","North West (England)","600","570","36970","35310"
"In post","2022","Undeclared","SEO/HEO","Northern Ireland","30","30","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Overseas","100","90","37750","36270"
"In post","2022","Undeclared","SEO/HEO","Scotland","410","380","39800","38220"
"In post","2022","Undeclared","SEO/HEO","South East (England)","670","640","37530","36460"
"In post","2022","Undeclared","SEO/HEO","South West (England)","1030","990","37310","38070"
"In post","2022","Undeclared","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Wales","390","370","39150","38160"
