"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Human Resources","Liverpool","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Liverpool","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Manchester","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Manchester","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Monmouthshire and Newport","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Monmouthshire and Newport","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Monmouthshire and Newport","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North Hampshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","North Nottinghamshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Norwich and East Norfolk","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Norwich and East Norfolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Nottingham","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Nottingham","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Nottingham","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Perth and Kinross and Stirling","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Peterborough","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Plymouth","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Portsmouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Sefton","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Sefton","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Sheffield","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Shropshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South and West Derbyshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South Hampshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South Lanarkshire","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South Lanarkshire","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","South Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Staffordshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Staffordshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Suffolk","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Swansea","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tower Hamlets","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tower Hamlets","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tyneside","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wakefield","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Warwickshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Northamptonshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","West Surrey","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Cabinet Office (excl. agencies)","90","90","43630","34620"
"Leaver Dept.","2021","Human Resources","Westminster","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Westminster","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wiltshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Wirral","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Worcestershire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","York","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Berkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Birmingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Cardiff and Vale of Glamorgan","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Coventry","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Leeds","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Liverpool","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Somerset","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Staffordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Tyneside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Berkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Birmingham","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Bournemouth and Poole","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Bristol, City of","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Camden and City of London","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Cardiff and Vale of Glamorgan","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","City of Edinburgh","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","City of Edinburgh","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Croydon","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","East Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Essex Haven Gateway","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Glasgow City","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Hackney and Newham","Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Hertfordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Leeds","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Leeds","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Lewisham and Southwark","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Liverpool","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Manchester","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Manchester","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mid Kent","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Mid Lancashire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Monmouthshire and Newport","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Nottingham","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Nottingham","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Peterborough","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Sefton","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","South West Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Staffordshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Swansea","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Swansea","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Tower Hamlets","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Tower Hamlets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Tyneside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","West Surrey","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Government Legal Department","70","60","48380","51250"
"Leaver Dept.","2021","Legal","Westminster","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Worcestershire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","York","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","York","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Aberdeen City and Aberdeenshire","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Angus and Dundee City","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Barking & Dagenham and Havering","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Barnet","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Barnet","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Barnet","Public Health England","[c]","[c]","[c]","[c]"
