"Status","Year","Sexual_orientation","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","65+","30","20","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","50-59","60","50","30440","29930"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Merseyside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Merseyside","20-29","70","60","22060","21010"
"Leaver CS","2021","Heterosexual / straight","Merseyside","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Merseyside","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Merseyside","50-59","90","80","32570","27240"
"Leaver CS","2021","Heterosexual / straight","Merseyside","60-64","60","50","30360","26890"
"Leaver CS","2021","Heterosexual / straight","Merseyside","65+","80","60","24490","21430"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","20-29","60","50","22530","21010"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","50-59","80","70","29550","26890"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","60-64","80","60","29290","26120"
"Leaver CS","2021","Heterosexual / straight","Northumberland and Tyne and Wear","65+","70","50","23080","21010"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - South","65+","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","20-29","60","60","26330","25120"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","30-39","60","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Outer London - West and North West","65+","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","20-29","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","50-59","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Shropshire and Staffordshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","20-29","70","60","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","50-59","70","60","31320","26840"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","50-59","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","65+","50","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","30-39","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","65+","30","20","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","20-29","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","50-59","80","70","34470","28170"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","60-64","80","70","35200","31560"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","65+","60","40","28460","22220"
"Leaver CS","2021","Heterosexual / straight","West Midlands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands","20-29","70","70","25760","22570"
"Leaver CS","2021","Heterosexual / straight","West Midlands","30-39","60","60","30140","24930"
"Leaver CS","2021","Heterosexual / straight","West Midlands","40-49","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands","50-59","80","70","37260","30690"
"Leaver CS","2021","Heterosexual / straight","West Midlands","60-64","70","60","34710","27570"
"Leaver CS","2021","Heterosexual / straight","West Midlands","65+","70","40","28320","21950"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","20-29","80","70","21930","21590"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","30-39","60","50","25640","21590"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","50-59","80","70","29400","26130"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","60-64","90","70","30800","26780"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","65+","60","40","26100","21590"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","20-29","80","70","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","50-59","80","70","33950","27570"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","60-64","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","20-29","60","60","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","30-39","30","30","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","20-29","[c]","[c]","[c]","[c]"
