"Status","Year","Sexual_orientation","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","20-29","100","90","32020","31060"
"New entrant CS","2022","LGBO","Inner London - East","30-39","50","50","41630","39780"
"New entrant CS","2022","LGBO","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","20-29","390","380","33670","32670"
"New entrant CS","2022","LGBO","Inner London - West","30-39","120","120","41640","39600"
"New entrant CS","2022","LGBO","Inner London - West","40-49","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Kent","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","20-29","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lancashire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","20-29","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","20-29","90","80","24450","21720"
"New entrant CS","2022","LGBO","Merseyside","30-39","60","60","25160","24440"
"New entrant CS","2022","LGBO","Merseyside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","20-29","130","130","23750","21260"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","30-39","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Northumberland, and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - South","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","20-29","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Overseas","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","South Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","20-29","50","50","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","20-29","130","130","24990","23450"
"New entrant CS","2022","LGBO","West Central Scotland","30-39","70","70","29940","27230"
"New entrant CS","2022","LGBO","West Central Scotland","40-49","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","20-29","90","90","24960","23980"
"New entrant CS","2022","LGBO","West Midlands","30-39","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Midlands","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","20-29","60","60","22360","21260"
"New entrant CS","2022","LGBO","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","20-29","90","90","26820","25120"
"New entrant CS","2022","LGBO","West Yorkshire","30-39","30","30","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cheshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Devon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Anglia","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","20-29","50","50","28400","27230"
"New entrant CS","2022","Undeclared","Eastern Scotland","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Essex","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","90","80","26030","24420"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","60","60","35070","33000"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - East","20-29","80","80","33150","31060"
"New entrant CS","2022","Undeclared","Inner London - East","30-39","60","60","42110","36330"
"New entrant CS","2022","Undeclared","Inner London - East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - West","20-29","400","340","32080","32320"
"New entrant CS","2022","Undeclared","Inner London - West","30-39","170","130","42190","40650"
"New entrant CS","2022","Undeclared","Inner London - West","40-49","90","50","46590","40650"
"New entrant CS","2022","Undeclared","Inner London - West","50-59","50","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Kent","20-29","[c]","[c]","[c]","[c]"
