"Status","Year","Sex","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Male","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Public Health England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Animal and Plant Health Agency","110","100","32470","28650"
"Leaver CS","2022","Male","No function","Cabinet Office (excl. agencies)","90","90","43590","34550"
"Leaver CS","2022","Male","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Defence Equipment and Support","200","190","35320","32290"
"Leaver CS","2022","Male","No function","Defence Science and Technology Laboratory","160","160","36480","33490"
"Leaver CS","2022","Male","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","140","49080","53380"
"Leaver CS","2022","Male","No function","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"Leaver CS","2022","Male","No function","Department for Education (excl. agencies)","50","50","44170","37030"
"Leaver CS","2022","Male","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","110","110","[c]","[c]"
"Leaver CS","2022","Male","No function","Department for International Trade","80","80","[c]","[c]"
"Leaver CS","2022","Male","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","[c]","[c]"
"Leaver CS","2022","Male","No function","Department for Transport (excl. agencies)","130","120","47250","43360"
"Leaver CS","2022","Male","No function","Department for Work and Pensions (excl. agencies)","2350","2200","25950","27570"
"Leaver CS","2022","Male","No function","Department of Health and Social Care (excl. agencies)","110","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Driver and Vehicle Licensing Agency","120","110","21880","21840"
"Leaver CS","2022","Male","No function","Driver and Vehicle Standards Agency","300","260","27970","26780"
"Leaver CS","2022","Male","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Food Standards Agency","50","40","[c]","[c]"
"Leaver CS","2022","Male","No function","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Health and Safety Executive","90","80","45630","45870"
"Leaver CS","2022","Male","No function","HM Courts and Tribunals Service","690","640","24880","21010"
"Leaver CS","2022","Male","No function","HM Land Registry","90","80","29620","27130"
"Leaver CS","2022","Male","No function","HM Prison and Probation Service","3610","3390","34100","31650"
"Leaver CS","2022","Male","No function","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"Leaver CS","2022","Male","No function","HM Treasury (excl. agencies)","70","70","[c]","[c]"
"Leaver CS","2022","Male","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Maritime and Coastguard Agency","70","70","38230","31860"
"Leaver CS","2022","Male","No function","Medicines and Healthcare Products Regulatory Agency","90","90","55710","53730"
"Leaver CS","2022","Male","No function","Ministry of Justice (excl. agencies)","170","170","43410","41100"
"Leaver CS","2022","Male","No function","National Crime Agency","170","160","42110","40170"
"Leaver CS","2022","Male","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"Leaver CS","2022","Male","No function","Office of Gas and Electricity Markets","70","70","47100","39550"
"Leaver CS","2022","Male","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Office of the Public Guardian","30","30","[c]","[c]"
"Leaver CS","2022","Male","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Public Health England","320","310","45850","38070"
"Leaver CS","2022","Male","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Scottish Courts and Tribunals Service","50","40","[c]","[c]"
"Leaver CS","2022","Male","No function","Scottish Prison Service","210","180","32820","35000"
"Leaver CS","2022","Male","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","The Insolvency Service","40","40","[c]","[c]"
"Leaver CS","2022","Male","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","UK Health Security Agency","250","240","42340","36330"
"Leaver CS","2022","Male","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","UK Statistics Authority","150","110","23480","20100"
"Leaver CS","2022","Male","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","No function","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Defence Equipment and Support","380","370","33940","31600"
"Leaver CS","2022","Male","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Ministry of Defence (excl. agencies)","100","100","42480","40580"
"Leaver CS","2022","Male","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Rural Payments Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Submarine Delivery Agency","90","90","38870","39500"
"Leaver CS","2022","Male","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Companies House","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Ministry of Defence (excl. agencies)","120","110","32980","33300"
"Leaver CS","2022","Male","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","Property","Valuation Office Agency","110","100","31140","26000"
"Leaver CS","2022","Male","Security","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"Leaver CS","2022","Male","Security","Companies House","[c]","[c]","[c]","[c]"
