"Status","Year","Responsibility_level","Ethnicity","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","SEO/HEO","Other ethnicity","Male","40","30","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Undeclared","Female","170","150","36750","36530"
"Leaver CS","2022","SEO/HEO","Undeclared","Male","310","280","38420","37460"
"Leaver CS","2022","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Unknown","Female","720","590","36290","35640"
"Leaver CS","2022","SEO/HEO","Unknown","Male","840","710","37460","36550"
"Leaver CS","2022","SEO/HEO","White","Female","2850","2510","37100","36540"
"Leaver CS","2022","SEO/HEO","White","Male","2930","2700","38060","37200"
"Leaver CS","2022","SEO/HEO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Female","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Female","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Female","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","530","420","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","410","360","36510","33570"
"Leaver CS","2022","Unknown","White","Female","770","680","36120","28200"
"Leaver CS","2022","Unknown","White","Male","350","320","37850","39000"
"Leaver Dept.","2021","AA/AO","Asian","Female","120","110","21390","20920"
"Leaver Dept.","2021","AA/AO","Asian","Male","110","110","21430","20970"
"Leaver Dept.","2021","AA/AO","Black","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Black","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Female","320","300","20970","20960"
"Leaver Dept.","2021","AA/AO","Unknown","Male","250","240","21140","20920"
"Leaver Dept.","2021","AA/AO","White","Female","670","610","20850","21010"
"Leaver Dept.","2021","AA/AO","White","Male","470","450","21000","21010"
"Leaver Dept.","2021","EO","Asian","Female","150","140","27410","27570"
"Leaver Dept.","2021","EO","Asian","Male","110","100","27770","27570"
"Leaver Dept.","2021","EO","Black","Female","90","80","27660","27570"
"Leaver Dept.","2021","EO","Black","Male","60","50","27270","27570"
"Leaver Dept.","2021","EO","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Female","250","230","27490","27570"
"Leaver Dept.","2021","EO","Unknown","Male","220","200","26770","27200"
"Leaver Dept.","2021","EO","White","Female","820","770","26520","27370"
"Leaver Dept.","2021","EO","White","Male","560","540","26510","27520"
"Leaver Dept.","2021","EO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Asian","Female","70","60","58560","57440"
"Leaver Dept.","2021","G6/G7","Asian","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Black","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Mixed","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Mixed","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Male","70","60","58810","56960"
"Leaver Dept.","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Female","320","270","56280","54540"
"Leaver Dept.","2021","G6/G7","Unknown","Male","310","270","56150","54280"
"Leaver Dept.","2021","G6/G7","White","Female","700","650","57200","55500"
"Leaver Dept.","2021","G6/G7","White","Male","610","580","57510","55650"
"Leaver Dept.","2021","G6/G7","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Female","50","30","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","White","Female","140","130","89400","80380"
"Leaver Dept.","2021","SCS","White","Male","90","90","89560","81370"
"Leaver Dept.","2021","SCS","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Asian","Female","180","170","35860","34560"
"Leaver Dept.","2021","SEO/HEO","Asian","Male","160","150","36360","35570"
"Leaver Dept.","2021","SEO/HEO","Black","Female","120","110","36470","35850"
"Leaver Dept.","2021","SEO/HEO","Black","Male","70","60","36160","34700"
"Leaver Dept.","2021","SEO/HEO","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Mixed","Female","70","70","35280","33640"
"Leaver Dept.","2021","SEO/HEO","Mixed","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Female","70","70","36870","36780"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Male","100","100","36250","36730"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Female","720","650","34180","32820"
"Leaver Dept.","2021","SEO/HEO","Unknown","Male","640","590","34260","32970"
"Leaver Dept.","2021","SEO/HEO","White","Female","1280","1210","35210","34140"
"Leaver Dept.","2021","SEO/HEO","White","Male","1060","1010","35490","34240"
"Leaver Dept.","2021","SEO/HEO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","White","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Asian","Female","230","210","21930","21420"
"Leaver Dept.","2022","AA/AO","Asian","Male","190","170","21620","21260"
"Leaver Dept.","2022","AA/AO","Black","Female","110","100","22030","21260"
"Leaver Dept.","2022","AA/AO","Black","Male","60","60","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Mixed","Female","50","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Female","60","50","21400","21590"
"Leaver Dept.","2022","AA/AO","Undeclared","Male","70","60","22020","21260"
"Leaver Dept.","2022","AA/AO","Unknown","Female","340","320","21680","21260"
"Leaver Dept.","2022","AA/AO","Unknown","Male","250","240","21350","21130"
"Leaver Dept.","2022","AA/AO","White","Female","1230","1120","21270","21260"
"Leaver Dept.","2022","AA/AO","White","Male","720","710","21460","21260"
"Leaver Dept.","2022","EO","Asian","Female","450","420","27470","27570"
"Leaver Dept.","2022","EO","Asian","Male","330","320","27760","27570"
"Leaver Dept.","2022","EO","Black","Female","290","270","27950","27570"
"Leaver Dept.","2022","EO","Black","Male","100","100","27750","27570"
"Leaver Dept.","2022","EO","Mixed","Female","110","110","27420","27570"
"Leaver Dept.","2022","EO","Mixed","Male","60","50","27630","27570"
"Leaver Dept.","2022","EO","Other ethnicity","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Female","90","80","27220","27570"
"Leaver Dept.","2022","EO","Undeclared","Male","80","80","26650","27570"
"Leaver Dept.","2022","EO","Unknown","Female","430","310","27390","27570"
"Leaver Dept.","2022","EO","Unknown","Male","280","230","27560","27570"
"Leaver Dept.","2022","EO","White","Female","1830","1730","26690","27570"
"Leaver Dept.","2022","EO","White","Male","1160","1130","26750","27570"
"Leaver Dept.","2022","G6/G7","Asian","Female","180","160","57260","54700"
"Leaver Dept.","2022","G6/G7","Asian","Male","150","140","59190","54800"
"Leaver Dept.","2022","G6/G7","Black","Female","100","100","57060","53860"
"Leaver Dept.","2022","G6/G7","Black","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Mixed","Female","70","60","56320","54700"
"Leaver Dept.","2022","G6/G7","Mixed","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Female","150","140","57520","54880"
"Leaver Dept.","2022","G6/G7","Undeclared","Male","130","130","58690","55330"
"Leaver Dept.","2022","G6/G7","Unknown","Female","430","240","58090","54700"
"Leaver Dept.","2022","G6/G7","Unknown","Male","430","250","58980","55270"
"Leaver Dept.","2022","G6/G7","White","Female","1700","1550","57650","54700"
"Leaver Dept.","2022","G6/G7","White","Male","1310","1220","58430","56080"
"Leaver Dept.","2022","SCS","Asian","Female","60","50","102440","99720"
"Leaver Dept.","2022","SCS","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Female","70","40","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Male","80","40","[c]","[c]"
"Leaver Dept.","2022","SCS","White","Female","280","230","97830","93740"
"Leaver Dept.","2022","SCS","White","Male","260","230","98400","95000"
"Leaver Dept.","2022","SEO/HEO","Asian","Female","470","440","35940","35070"
"Leaver Dept.","2022","SEO/HEO","Asian","Male","340","320","36740","36420"
"Leaver Dept.","2022","SEO/HEO","Black","Female","340","310","36630","36650"
"Leaver Dept.","2022","SEO/HEO","Black","Male","150","140","36060","35140"
"Leaver Dept.","2022","SEO/HEO","Mixed","Female","160","150","36450","35880"
"Leaver Dept.","2022","SEO/HEO","Mixed","Male","100","100","35780","36200"
"Leaver Dept.","2022","SEO/HEO","Other ethnicity","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Female","230","220","36200","36330"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Male","220","210","36630","36330"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Female","990","720","34120","32000"
"Leaver Dept.","2022","SEO/HEO","Unknown","Male","870","670","34650","33020"
"Leaver Dept.","2022","SEO/HEO","White","Female","3130","2880","35760","35440"
"Leaver Dept.","2022","SEO/HEO","White","Male","1990","1900","36200","35890"
"Leaver Dept.","2022","SEO/HEO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Female","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Male","60","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Female","100","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","Male","60","50","[c]","[c]"
"New entrant CS","2021","AA/AO","Asian","Female","570","540","21590","21010"
"New entrant CS","2021","AA/AO","Asian","Male","560","550","22040","21010"
"New entrant CS","2021","AA/AO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Black","Female","390","390","23070","22680"
"New entrant CS","2021","AA/AO","Black","Male","250","250","23290","22850"
"New entrant CS","2021","AA/AO","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Mixed","Female","290","280","22230","21010"
"New entrant CS","2021","AA/AO","Mixed","Male","180","180","22470","21010"
"New entrant CS","2021","AA/AO","Other ethnicity","Female","60","60","21970","21010"
"New entrant CS","2021","AA/AO","Other ethnicity","Male","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Undeclared","Female","130","120","20590","20140"
"New entrant CS","2021","AA/AO","Undeclared","Male","170","160","21550","21010"
"New entrant CS","2021","AA/AO","Unknown","Female","3690","3540","21120","20600"
"New entrant CS","2021","AA/AO","Unknown","Male","3410","3350","21830","20810"
"New entrant CS","2021","AA/AO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","White","Female","5890","5700","21210","21010"
"New entrant CS","2021","AA/AO","White","Male","4920","4880","21800","21010"
"New entrant CS","2021","AA/AO","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Asian","Female","1040","1010","28760","27850"
"New entrant CS","2021","EO","Asian","Male","870","860","28580","27570"
"New entrant CS","2021","EO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Black","Female","950","930","29430","31060"
"New entrant CS","2021","EO","Black","Male","390","390","28980","29290"
"New entrant CS","2021","EO","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Mixed","Female","410","400","28500","27570"
"New entrant CS","2021","EO","Mixed","Male","220","210","28300","27570"
"New entrant CS","2021","EO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Other ethnicity","Female","90","90","28930","29290"
"New entrant CS","2021","EO","Other ethnicity","Male","60","60","28850","29280"
"New entrant CS","2021","EO","Undeclared","Female","170","160","28230","27570"
"New entrant CS","2021","EO","Undeclared","Male","180","180","27400","27570"
"New entrant CS","2021","EO","Unknown","Female","2110","2050","26870","27570"
"New entrant CS","2021","EO","Unknown","Male","1840","1820","26430","26160"
"New entrant CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","White","Female","6120","5930","27470","27570"
"New entrant CS","2021","EO","White","Male","4180","4150","27520","27570"
"New entrant CS","2021","EO","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Asian","Female","100","100","55260","53420"
"New entrant CS","2021","G6/G7","Asian","Male","150","140","59500","57000"
"New entrant CS","2021","G6/G7","Black","Female","60","50","54200","52640"
"New entrant CS","2021","G6/G7","Black","Male","50","50","55320","53420"
"New entrant CS","2021","G6/G7","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Mixed","Female","60","60","55330","53530"
"New entrant CS","2021","G6/G7","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Undeclared","Male","70","70","58860","56880"
"New entrant CS","2021","G6/G7","Unknown","Female","580","560","58250","55000"
"New entrant CS","2021","G6/G7","Unknown","Male","620","610","59500","56570"
"New entrant CS","2021","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","White","Female","950","900","56620","53830"
"New entrant CS","2021","G6/G7","White","Male","1030","1010","57250","54760"
"New entrant CS","2021","G6/G7","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Female","110","110","85200","74000"
"New entrant CS","2021","SCS","Unknown","Male","160","150","91480","74090"
"New entrant CS","2021","SCS","White","Female","80","70","94430","89850"
"New entrant CS","2021","SCS","White","Male","120","100","98100","93000"
"New entrant CS","2021","SCS","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Female","380","370","35160","34020"
"New entrant CS","2021","SEO/HEO","Asian","Male","350","350","35630","34710"
"New entrant CS","2021","SEO/HEO","Black","Female","290","280","35430","34170"
"New entrant CS","2021","SEO/HEO","Black","Male","160","160","35610","34020"
"New entrant CS","2021","SEO/HEO","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Mixed","Female","170","160","34500","32980"
"New entrant CS","2021","SEO/HEO","Mixed","Male","130","130","35490","34060"
"New entrant CS","2021","SEO/HEO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Female","50","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Other ethnicity","Male","40","40","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Undeclared","Female","110","100","35230","35220"
"New entrant CS","2021","SEO/HEO","Undeclared","Male","120","110","35550","33950"
"New entrant CS","2021","SEO/HEO","Unknown","Female","1880","1840","33650","32790"
"New entrant CS","2021","SEO/HEO","Unknown","Male","1640","1620","34310","32940"
"New entrant CS","2021","SEO/HEO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","White","Female","3390","3240","34850","33880"
"New entrant CS","2021","SEO/HEO","White","Male","2870","2840","35340","34020"
"New entrant CS","2021","SEO/HEO","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Female","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Asian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Black","Female","80","70","24540","24020"
"New entrant CS","2021","Unknown","Black","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Chinese","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Female","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Mixed","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Other ethnicity","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Female","520","480","23070","22920"
"New entrant CS","2021","Unknown","Unknown","Male","250","230","24380","22350"
"New entrant CS","2021","Unknown","White","Female","730","680","23650","22920"
"New entrant CS","2021","Unknown","White","Male","270","260","30610","24020"
"New entrant CS","2022","AA/AO","Asian","Female","870","820","21820","21260"
"New entrant CS","2022","AA/AO","Asian","Male","780","760","22060","21260"
"New entrant CS","2022","AA/AO","Black","Female","420","400","22800","21260"
"New entrant CS","2022","AA/AO","Black","Male","270","260","23680","21470"
"New entrant CS","2022","AA/AO","Mixed","Female","290","280","22320","21260"
"New entrant CS","2022","AA/AO","Mixed","Male","190","190","22810","21280"
"New entrant CS","2022","AA/AO","Other ethnicity","Female","80","80","22440","21260"
"New entrant CS","2022","AA/AO","Other ethnicity","Male","60","60","24300","22240"
"New entrant CS","2022","AA/AO","Undeclared","Female","130","120","21540","21260"
"New entrant CS","2022","AA/AO","Undeclared","Male","130","130","22180","21260"
"New entrant CS","2022","AA/AO","Unknown","Female","4430","4230","21920","21260"
"New entrant CS","2022","AA/AO","Unknown","Male","3630","3570","22270","21260"
"New entrant CS","2022","AA/AO","White","Female","7340","7060","21750","21260"
"New entrant CS","2022","AA/AO","White","Male","5520","5450","22200","21260"
"New entrant CS","2022","EO","Asian","Female","910","880","27670","27570"
"New entrant CS","2022","EO","Asian","Male","810","810","27800","27570"
"New entrant CS","2022","EO","Black","Female","580","560","28470","27680"
"New entrant CS","2022","EO","Black","Male","290","290","27830","27570"
"New entrant CS","2022","EO","Mixed","Female","270","260","27230","27570"
"New entrant CS","2022","EO","Mixed","Male","190","180","27480","27500"
"New entrant CS","2022","EO","Other ethnicity","Female","70","70","27710","27570"
"New entrant CS","2022","EO","Other ethnicity","Male","50","50","28040","27570"
"New entrant CS","2022","EO","Undeclared","Female","90","90","27390","27570"
"New entrant CS","2022","EO","Undeclared","Male","140","140","27690","27570"
"New entrant CS","2022","EO","Unknown","Female","2360","2230","26970","27230"
"New entrant CS","2022","EO","Unknown","Male","2260","2160","26880","26590"
"New entrant CS","2022","EO","White","Female","4670","4520","26910","27230"
"New entrant CS","2022","EO","White","Male","3540","3500","27000","27130"
"New entrant CS","2022","G6/G7","Asian","Female","150","150","55270","53370"
"New entrant CS","2022","G6/G7","Asian","Male","150","150","57300","54700"
"New entrant CS","2022","G6/G7","Black","Female","70","70","54900","53370"
