"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Counter Fraud","30","30","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Debt","180","170","20800","20140"
"In post","2021","20-29","Eastern Scotland","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Finance","30","30","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Human Resources","40","40","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Legal","180","170","26840","22820"
"In post","2021","20-29","Eastern Scotland","No function","780","770","25000","24130"
"In post","2021","20-29","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Property","40","40","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Eastern Scotland","Unknown","1590","1560","28190","27150"
"In post","2021","20-29","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","No function","220","220","26390","25560"
"In post","2021","20-29","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Essex","Unknown","340","330","26080","25040"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","80","80","32530","32010"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","200","200","29710","27910"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","60","60","31980","25560"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","110","110","30490","29180"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","190","190","27310","25560"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","140","130","25310","21540"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","50","50","29710","25920"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1720","1690","26770","25590"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","2130","2110","28080","27540"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Property","90","80","29970","30000"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Security","50","50","[c]","[c]"
"In post","2021","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","500","490","27470","27570"
"In post","2021","20-29","Greater Manchester","Analysis","110","110","33880","31810"
"In post","2021","20-29","Greater Manchester","Commercial","60","60","34140","31810"
"In post","2021","20-29","Greater Manchester","Communications","170","170","27870","25560"
"In post","2021","20-29","Greater Manchester","Counter Fraud","130","130","27060","25560"
"In post","2021","20-29","Greater Manchester","Digital, Data & Technology","70","70","34290","31810"
"In post","2021","20-29","Greater Manchester","Finance","40","40","[c]","[c]"
"In post","2021","20-29","Greater Manchester","Human Resources","100","100","28160","25720"
"In post","2021","20-29","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Greater Manchester","Legal","50","50","31260","26060"
"In post","2021","20-29","Greater Manchester","No function","1460","1430","24890","22850"
"In post","2021","20-29","Greater Manchester","Project Delivery","80","80","32570","31810"
"In post","2021","20-29","Greater Manchester","Property","30","30","[c]","[c]"
"In post","2021","20-29","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Greater Manchester","Unknown","950","940","26490","27570"
"In post","2021","20-29","Hampshire and Isle of Wight","Analysis","240","240","31730","29540"
"In post","2021","20-29","Hampshire and Isle of Wight","Commercial","60","60","27780","26670"
"In post","2021","20-29","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Digital, Data & Technology","60","60","30310","29540"
"In post","2021","20-29","Hampshire and Isle of Wight","Finance","40","40","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Human Resources","30","30","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Legal","40","40","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","No function","810","780","26450","26480"
"In post","2021","20-29","Hampshire and Isle of Wight","Project Delivery","160","160","29270","28650"
"In post","2021","20-29","Hampshire and Isle of Wight","Property","30","30","[c]","[c]"
"In post","2021","20-29","Hampshire and Isle of Wight","Security","70","70","24550","24540"
"In post","2021","20-29","Hampshire and Isle of Wight","Unknown","350","350","25760","26670"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Grants Management","40","40","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","No function","330","330","23460","23180"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Herefordshire, Worcestershire and Warwickshire","Unknown","130","120","24070","21430"
"In post","2021","20-29","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","No function","40","40","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Highlands and Islands","Unknown","80","80","23950","22230"
"In post","2021","20-29","Inner London - East","Analysis","210","210","38270","36160"
"In post","2021","20-29","Inner London - East","Commercial","40","40","[c]","[c]"
"In post","2021","20-29","Inner London - East","Communications","50","50","34540","33610"
"In post","2021","20-29","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","Digital, Data & Technology","260","260","39530","35530"
"In post","2021","20-29","Inner London - East","Finance","30","30","[c]","[c]"
"In post","2021","20-29","Inner London - East","Human Resources","60","60","34970","32300"
"In post","2021","20-29","Inner London - East","Legal","80","80","37850","34780"
"In post","2021","20-29","Inner London - East","No function","1350","1330","31800","32000"
"In post","2021","20-29","Inner London - East","Project Delivery","150","150","36800","33610"
"In post","2021","20-29","Inner London - East","Property","40","40","[c]","[c]"
"In post","2021","20-29","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - East","Unknown","730","730","30960","31060"
"In post","2021","20-29","Inner London - West","Analysis","1260","1250","38790","35640"
"In post","2021","20-29","Inner London - West","Commercial","210","210","42700","40600"
"In post","2021","20-29","Inner London - West","Communications","610","610","36400","34710"
"In post","2021","20-29","Inner London - West","Counter Fraud","190","190","34040","29570"
"In post","2021","20-29","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - West","Digital, Data & Technology","310","310","39310","36800"
"In post","2021","20-29","Inner London - West","Finance","420","420","38840","34640"
"In post","2021","20-29","Inner London - West","Human Resources","490","490","35510","32420"
"In post","2021","20-29","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Inner London - West","Legal","630","620","33890","29570"
"In post","2021","20-29","Inner London - West","No function","9320","9290","37200","33570"
"In post","2021","20-29","Inner London - West","Project Delivery","730","730","39280","38600"
"In post","2021","20-29","Inner London - West","Property","50","50","34120","31130"
"In post","2021","20-29","Inner London - West","Security","200","200","35210","34510"
"In post","2021","20-29","Inner London - West","Unknown","2040","2030","37900","35200"
"In post","2021","20-29","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","No function","660","650","28070","29120"
"In post","2021","20-29","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Kent","Unknown","490","490","25070","24880"
"In post","2021","20-29","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","No function","650","620","23430","22850"
"In post","2021","20-29","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lancashire","Unknown","830","810","24270","21010"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","No function","550","540","23710","22920"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Property","30","30","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Leicestershire, Rutland and Northamptonshire","Unknown","260","250","24520","24890"
"In post","2021","20-29","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","No function","170","170","25430","25380"
"In post","2021","20-29","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Lincolnshire","Unknown","80","80","26010","26880"
"In post","2021","20-29","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Commercial","40","40","[c]","[c]"
"In post","2021","20-29","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Counter Fraud","60","60","28450","25560"
"In post","2021","20-29","Merseyside","Debt","60","60","20700","20140"
"In post","2021","20-29","Merseyside","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","20-29","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Human Resources","50","50","26180","25480"
"In post","2021","20-29","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Legal","70","70","26060","23470"
"In post","2021","20-29","Merseyside","No function","810","790","24170","22350"
"In post","2021","20-29","Merseyside","Project Delivery","70","70","31690","31810"
"In post","2021","20-29","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Merseyside","Unknown","1400","1350","24110","24880"
"In post","2021","20-29","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","No function","100","90","25200","24450"
"In post","2021","20-29","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Eastern Scotland","Unknown","90","90","28330","27570"
"In post","2021","20-29","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
