"Status","Year","Age","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Dorset and Somerset","Unknown","200","190","27240","27570"
"In post","2021","30-39","East Anglia","Analysis","120","110","32610","29750"
"In post","2021","30-39","East Anglia","Commercial","80","70","37760","34800"
"In post","2021","30-39","East Anglia","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Counter Fraud","60","60","25530","25560"
"In post","2021","30-39","East Anglia","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Finance","30","30","[c]","[c]"
"In post","2021","30-39","East Anglia","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Anglia","No function","1150","1080","29520","28400"
"In post","2021","30-39","East Anglia","Project Delivery","70","70","36580","33300"
"In post","2021","30-39","East Anglia","Property","50","50","[c]","[c]"
"In post","2021","30-39","East Anglia","Security","60","50","29800","26750"
"In post","2021","30-39","East Anglia","Unknown","590","530","26860","27570"
"In post","2021","30-39","East Wales","Analysis","330","320","37160","37020"
"In post","2021","30-39","East Wales","Commercial","50","40","[c]","[c]"
"In post","2021","30-39","East Wales","Communications","300","290","29210","25560"
"In post","2021","30-39","East Wales","Counter Fraud","80","80","30310","25560"
"In post","2021","30-39","East Wales","Debt","80","80","23150","20140"
"In post","2021","30-39","East Wales","Digital, Data & Technology","290","280","38440","36070"
"In post","2021","30-39","East Wales","Finance","40","40","[c]","[c]"
"In post","2021","30-39","East Wales","Human Resources","140","130","35180","30660"
"In post","2021","30-39","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Wales","Legal","80","80","38960","38000"
"In post","2021","30-39","East Wales","No function","1980","1870","28730","25560"
"In post","2021","30-39","East Wales","Project Delivery","100","100","37740","34660"
"In post","2021","30-39","East Wales","Property","70","60","34640","32100"
"In post","2021","30-39","East Wales","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Wales","Unknown","1410","1330","33760","28850"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","No function","490","460","27250","26300"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","East Yorkshire and Northern Lincolnshire","Unknown","260","230","25530","26670"
"In post","2021","30-39","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Eastern Scotland","Communications","40","40","[c]","[c]"
"In post","2021","30-39","Eastern Scotland","Counter Fraud","70","60","30110","25560"
"In post","2021","30-39","Eastern Scotland","Debt","120","120","21420","20140"
"In post","2021","30-39","Eastern Scotland","Digital, Data & Technology","60","60","35540","33920"
"In post","2021","30-39","Eastern Scotland","Finance","40","40","[c]","[c]"
"In post","2021","30-39","Eastern Scotland","Human Resources","80","70","34730","32300"
"In post","2021","30-39","Eastern Scotland","Legal","310","290","35440","29350"
"In post","2021","30-39","Eastern Scotland","No function","1120","1080","29830","30080"
"In post","2021","30-39","Eastern Scotland","Project Delivery","100","90","37100","34530"
"In post","2021","30-39","Eastern Scotland","Property","90","90","30790","28120"
"In post","2021","30-39","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Eastern Scotland","Unknown","2420","2290","36310","32140"
"In post","2021","30-39","Essex","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","30-39","Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Legal","40","30","[c]","[c]"
"In post","2021","30-39","Essex","No function","250","240","29550","30210"
"In post","2021","30-39","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Essex","Security","30","30","[c]","[c]"
"In post","2021","30-39","Essex","Unknown","420","390","27750","28000"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","130","120","39660","37320"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","240","230","39940","39480"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","60","60","35660","33520"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","70","70","32500","26000"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","190","180","37790","36710"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","240","220","38330","36520"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","230","200","33370","31790"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","70","70","42110","39310"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","No function","1910","1800","34600","32280"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","2400","2310","37660","37320"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Property","130","130","36250","33300"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Security","80","80","30150","28770"
"In post","2021","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","840","780","30020","27570"
"In post","2021","30-39","Greater Manchester","Analysis","60","50","42710","42220"
"In post","2021","30-39","Greater Manchester","Commercial","70","70","39990","36780"
"In post","2021","30-39","Greater Manchester","Communications","160","160","30180","27570"
"In post","2021","30-39","Greater Manchester","Counter Fraud","280","270","31990","31810"
"In post","2021","30-39","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Greater Manchester","Digital, Data & Technology","120","120","40730","38630"
"In post","2021","30-39","Greater Manchester","Finance","90","90","42410","39850"
"In post","2021","30-39","Greater Manchester","Human Resources","190","180","32900","31810"
"In post","2021","30-39","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Greater Manchester","Legal","140","130","39560","38000"
"In post","2021","30-39","Greater Manchester","No function","1760","1680","29260","25790"
"In post","2021","30-39","Greater Manchester","Project Delivery","120","120","39410","38630"
"In post","2021","30-39","Greater Manchester","Property","40","40","[c]","[c]"
"In post","2021","30-39","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Greater Manchester","Unknown","1340","1280","28600","27570"
"In post","2021","30-39","Hampshire and Isle of Wight","Analysis","230","220","39570","37320"
"In post","2021","30-39","Hampshire and Isle of Wight","Commercial","70","60","35640","33300"
"In post","2021","30-39","Hampshire and Isle of Wight","Communications","50","50","33460","33300"
"In post","2021","30-39","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Hampshire and Isle of Wight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Hampshire and Isle of Wight","Digital, Data & Technology","80","80","36300","33300"
"In post","2021","30-39","Hampshire and Isle of Wight","Finance","70","70","35710","33300"
"In post","2021","30-39","Hampshire and Isle of Wight","Human Resources","60","60","33850","31090"
"In post","2021","30-39","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Hampshire and Isle of Wight","Legal","50","50","[c]","[c]"
"In post","2021","30-39","Hampshire and Isle of Wight","No function","960","880","31150","28970"
"In post","2021","30-39","Hampshire and Isle of Wight","Project Delivery","300","290","36990","36030"
"In post","2021","30-39","Hampshire and Isle of Wight","Property","60","50","33750","33150"
"In post","2021","30-39","Hampshire and Isle of Wight","Security","120","120","30730","29890"
"In post","2021","30-39","Hampshire and Isle of Wight","Unknown","590","550","30030","27570"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Grants Management","30","30","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","No function","390","370","27250","25400"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Project Delivery","40","30","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Herefordshire, Worcestershire and Warwickshire","Unknown","210","190","25650","27570"
"In post","2021","30-39","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","No function","50","50","29590","29040"
"In post","2021","30-39","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Property","60","60","28990","26530"
"In post","2021","30-39","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Highlands and Islands","Unknown","150","140","27160","27570"
"In post","2021","30-39","Inner London - East","Analysis","210","210","53500","56530"
"In post","2021","30-39","Inner London - East","Commercial","40","40","[c]","[c]"
"In post","2021","30-39","Inner London - East","Communications","60","60","49010","44280"
"In post","2021","30-39","Inner London - East","Counter Fraud","30","30","[c]","[c]"
"In post","2021","30-39","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inner London - East","Digital, Data & Technology","410","400","52090","54700"
"In post","2021","30-39","Inner London - East","Finance","100","90","46530","41310"
"In post","2021","30-39","Inner London - East","Human Resources","90","90","45820","41760"
"In post","2021","30-39","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inner London - East","Legal","180","170","57370","59160"
"In post","2021","30-39","Inner London - East","No function","1730","1650","40170","36800"
"In post","2021","30-39","Inner London - East","Project Delivery","220","220","54240","55860"
"In post","2021","30-39","Inner London - East","Property","50","50","43040","37450"
"In post","2021","30-39","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inner London - East","Unknown","880","830","35030","31060"
"In post","2021","30-39","Inner London - West","Analysis","690","670","54200","54380"
"In post","2021","30-39","Inner London - West","Commercial","340","330","57120","54700"
"In post","2021","30-39","Inner London - West","Communications","660","640","48640","46060"
"In post","2021","30-39","Inner London - West","Counter Fraud","310","300","39470","36160"
"In post","2021","30-39","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inner London - West","Digital, Data & Technology","530","520","50460","52850"
"In post","2021","30-39","Inner London - West","Finance","460","450","51650","53760"
"In post","2021","30-39","Inner London - West","Human Resources","490","480","46660","43750"
"In post","2021","30-39","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Inner London - West","Legal","1290","1230","51600","51770"
"In post","2021","30-39","Inner London - West","No function","7290","7120","49140","52850"
"In post","2021","30-39","Inner London - West","Project Delivery","1100","1080","51000","53000"
"In post","2021","30-39","Inner London - West","Property","100","100","46650","44330"
"In post","2021","30-39","Inner London - West","Security","200","200","42780","40020"
"In post","2021","30-39","Inner London - West","Unknown","2370","2300","48070","44500"
"In post","2021","30-39","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Counter Fraud","30","30","[c]","[c]"
"In post","2021","30-39","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","No function","810","780","30600","30880"
"In post","2021","30-39","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Kent","Unknown","740","690","26740","25310"
"In post","2021","30-39","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Human Resources","40","40","[c]","[c]"
"In post","2021","30-39","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Legal","30","30","[c]","[c]"
"In post","2021","30-39","Lancashire","No function","930","860","26070","24440"
"In post","2021","30-39","Lancashire","Project Delivery","60","60","34040","31810"
"In post","2021","30-39","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lancashire","Unknown","1160","1070","26340","27570"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Legal","40","40","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","No function","780","720","26450","24920"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Leicestershire, Rutland and Northamptonshire","Unknown","430","390","26450","27570"
"In post","2021","30-39","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","No function","220","210","28190","26810"
"In post","2021","30-39","Lincolnshire","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Lincolnshire","Unknown","160","150","26570","26670"
"In post","2021","30-39","Merseyside","Analysis","40","30","[c]","[c]"
"In post","2021","30-39","Merseyside","Commercial","80","80","36170","34800"
"In post","2021","30-39","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Merseyside","Counter Fraud","130","130","32260","31810"
"In post","2021","30-39","Merseyside","Debt","50","50","21760","20140"
"In post","2021","30-39","Merseyside","Digital, Data & Technology","60","60","35950","32000"
"In post","2021","30-39","Merseyside","Finance","30","30","[c]","[c]"
"In post","2021","30-39","Merseyside","Human Resources","70","70","33080","31140"
"In post","2021","30-39","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Merseyside","Legal","80","70","40070","38760"
"In post","2021","30-39","Merseyside","No function","1300","1220","28350","25560"
"In post","2021","30-39","Merseyside","Project Delivery","130","120","36950","38550"
"In post","2021","30-39","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Merseyside","Unknown","2150","1980","26070","24890"
"In post","2021","30-39","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Legal","30","30","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","No function","140","140","34450","31660"
"In post","2021","30-39","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Eastern Scotland","Unknown","200","190","32230","29190"
"In post","2021","30-39","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Grants Management","50","40","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","No function","310","290","34330","31660"
"In post","2021","30-39","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","North Yorkshire","Security","120","120","31140","29620"
"In post","2021","30-39","North Yorkshire","Unknown","140","130","27660","27570"
"In post","2021","30-39","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Counter Fraud","90","90","31060","25560"
"In post","2021","30-39","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","No function","480","460","28450","25560"
"In post","2021","30-39","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Security","40","40","[c]","[c]"
"In post","2021","30-39","Northern Ireland","Unknown","170","150","24420","24880"
"In post","2021","30-39","Northumberland and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northumberland and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northumberland and Tyne and Wear","Communications","480","460","28540","25560"
"In post","2021","30-39","Northumberland and Tyne and Wear","Counter Fraud","160","150","31790","31810"
"In post","2021","30-39","Northumberland and Tyne and Wear","Debt","130","120","21080","20140"
"In post","2021","30-39","Northumberland and Tyne and Wear","Digital, Data & Technology","150","150","37390","38630"
"In post","2021","30-39","Northumberland and Tyne and Wear","Finance","70","70","38190","38630"
"In post","2021","30-39","Northumberland and Tyne and Wear","Grants Management","60","50","23840","21050"
"In post","2021","30-39","Northumberland and Tyne and Wear","Human Resources","180","170","27440","25550"
"In post","2021","30-39","Northumberland and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northumberland and Tyne and Wear","Legal","80","70","34240","31810"
"In post","2021","30-39","Northumberland and Tyne and Wear","No function","1460","1330","26480","22920"
"In post","2021","30-39","Northumberland and Tyne and Wear","Project Delivery","200","200","37580","38630"
"In post","2021","30-39","Northumberland and Tyne and Wear","Property","40","30","[c]","[c]"
"In post","2021","30-39","Northumberland and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northumberland and Tyne and Wear","Unknown","1370","1270","27900","27570"
"In post","2021","30-39","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - East and North East","No function","400","390","31410","31590"
"In post","2021","30-39","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - East and North East","Unknown","300","290","30490","31060"
"In post","2021","30-39","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Counter Fraud","110","110","35430","29570"
"In post","2021","30-39","Outer London - South","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","No function","480","460","35340","32940"
"In post","2021","30-39","Outer London - South","Project Delivery","40","30","[c]","[c]"
"In post","2021","30-39","Outer London - South","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - South","Unknown","1160","1110","38630","35070"
"In post","2021","30-39","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Communications","30","30","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","No function","670","640","35200","33590"
"In post","2021","30-39","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outer London - West and North West","Unknown","960","920","30740","29080"
"In post","2021","30-39","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","No function","500","500","47700","50770"
"In post","2021","30-39","Overseas","Project Delivery","240","240","52410","53000"
"In post","2021","30-39","Overseas","Property","40","40","[c]","[c]"
"In post","2021","30-39","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","230","230","41790","40120"
"In post","2021","30-39","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Commercial","30","30","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Digital, Data & Technology","80","80","39460","38630"
"In post","2021","30-39","Shropshire and Staffordshire","Finance","30","30","[c]","[c]"
"In post","2021","30-39","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
