"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","West Midlands","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Unknown","AA/AO","1950","1660","20770","21010"
"In post","2021","West Midlands","Unknown","EO","3490","3130","27190","27570"
"In post","2021","West Midlands","Unknown","G6/G7","100","100","55500","52340"
"In post","2021","West Midlands","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Midlands","Unknown","SEO/HEO","730","690","33750","32740"
"In post","2021","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Commercial","AA/AO","40","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Commercial","EO","40","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Commercial","SEO/HEO","80","80","36690","33350"
"In post","2021","West Wales and The Valleys","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Digital, Data & Technology","AA/AO","50","50","[c]","[c]"
"In post","2021","West Wales and The Valleys","Digital, Data & Technology","EO","200","200","26890","26470"
"In post","2021","West Wales and The Valleys","Digital, Data & Technology","G6/G7","140","140","62950","60950"
"In post","2021","West Wales and The Valleys","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Digital, Data & Technology","SEO/HEO","430","420","39640","40080"
"In post","2021","West Wales and The Valleys","Finance","AA/AO","40","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Finance","EO","40","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Finance","G6/G7","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Finance","SEO/HEO","90","90","37380","38650"
"In post","2021","West Wales and The Valleys","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Human Resources","AA/AO","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Human Resources","EO","50","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Human Resources","SEO/HEO","120","120","35190","33350"
"In post","2021","West Wales and The Valleys","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Legal","G6/G7","60","50","56960","56260"
"In post","2021","West Wales and The Valleys","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Legal","SEO/HEO","50","50","37160","38000"
"In post","2021","West Wales and The Valleys","No function","AA/AO","4890","4180","20880","21590"
"In post","2021","West Wales and The Valleys","No function","EO","1130","1030","27010","26780"
"In post","2021","West Wales and The Valleys","No function","G6/G7","100","90","69460","61130"
"In post","2021","West Wales and The Valleys","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","No function","SEO/HEO","630","590","35640","33840"
"In post","2021","West Wales and The Valleys","No function","Unknown","610","570","29620","28200"
"In post","2021","West Wales and The Valleys","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Project Delivery","SEO/HEO","90","80","36910","38600"
"In post","2021","West Wales and The Valleys","Property","AA/AO","40","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Property","EO","50","40","[c]","[c]"
"In post","2021","West Wales and The Valleys","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Property","SEO/HEO","60","60","34270","33250"
"In post","2021","West Wales and The Valleys","Security","AA/AO","100","100","23290","25390"
"In post","2021","West Wales and The Valleys","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Security","SEO/HEO","30","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Wales and The Valleys","Unknown","AA/AO","1940","1710","21500","21010"
"In post","2021","West Wales and The Valleys","Unknown","EO","2300","2090","27670","27570"
"In post","2021","West Wales and The Valleys","Unknown","G6/G7","370","360","61770","60830"
"In post","2021","West Wales and The Valleys","Unknown","SCS","40","30","[c]","[c]"
"In post","2021","West Wales and The Valleys","Unknown","SEO/HEO","1500","1430","39690","37410"
"In post","2021","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Analysis","G6/G7","70","60","53470","51420"
"In post","2021","West Yorkshire","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Analysis","SEO/HEO","50","50","33940","32900"
"In post","2021","West Yorkshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Commercial","G6/G7","80","70","58760","55830"
"In post","2021","West Yorkshire","Commercial","SCS","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Commercial","SEO/HEO","140","140","35240","35950"
"In post","2021","West Yorkshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Communications","EO","350","340","25600","25560"
"In post","2021","West Yorkshire","Communications","G6/G7","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Communications","SEO/HEO","170","160","33300","31810"
"In post","2021","West Yorkshire","Counter Fraud","AA/AO","80","70","20930","21440"
"In post","2021","West Yorkshire","Counter Fraud","EO","300","280","25930","25560"
"In post","2021","West Yorkshire","Counter Fraud","G6/G7","90","90","54320","52580"
"In post","2021","West Yorkshire","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Counter Fraud","SEO/HEO","350","330","33930","31810"
"In post","2021","West Yorkshire","Debt","AA/AO","270","240","20440","20140"
"In post","2021","West Yorkshire","Debt","EO","100","90","26070","25560"
"In post","2021","West Yorkshire","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Debt","SEO/HEO","30","30","[c]","[c]"
"In post","2021","West Yorkshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Digital, Data & Technology","EO","110","100","26370","25560"
"In post","2021","West Yorkshire","Digital, Data & Technology","G6/G7","90","90","55490","52580"
"In post","2021","West Yorkshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Digital, Data & Technology","SEO/HEO","230","220","34530","31930"
"In post","2021","West Yorkshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Finance","AA/AO","280","220","20620","20140"
"In post","2021","West Yorkshire","Finance","EO","130","120","25370","25560"
"In post","2021","West Yorkshire","Finance","G6/G7","90","90","55670","52580"
"In post","2021","West Yorkshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Finance","SEO/HEO","180","170","34350","35820"
"In post","2021","West Yorkshire","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Human Resources","EO","40","40","[c]","[c]"
"In post","2021","West Yorkshire","Human Resources","G6/G7","70","70","53770","52260"
"In post","2021","West Yorkshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Human Resources","SEO/HEO","130","120","35800","36000"
"In post","2021","West Yorkshire","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Legal","AA/AO","90","80","21650","21950"
"In post","2021","West Yorkshire","Legal","EO","90","80","26670","26220"
"In post","2021","West Yorkshire","Legal","G6/G7","210","190","55840","55610"
"In post","2021","West Yorkshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Legal","SEO/HEO","160","150","35070","34480"
"In post","2021","West Yorkshire","No function","AA/AO","3070","2800","22790","20880"
"In post","2021","West Yorkshire","No function","EO","1090","1020","27680","26750"
"In post","2021","West Yorkshire","No function","G6/G7","600","580","55630","52580"
"In post","2021","West Yorkshire","No function","SCS","60","60","94240","87750"
"In post","2021","West Yorkshire","No function","SEO/HEO","1610","1530","35370","32620"
"In post","2021","West Yorkshire","No function","Unknown","540","500","30010","30210"
"In post","2021","West Yorkshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Project Delivery","EO","60","60","24940","25560"
"In post","2021","West Yorkshire","Project Delivery","G6/G7","110","100","54820","52580"
"In post","2021","West Yorkshire","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Project Delivery","SEO/HEO","170","170","34110","33300"
"In post","2021","West Yorkshire","Property","AA/AO","120","110","20700","21100"
"In post","2021","West Yorkshire","Property","EO","90","80","26000","25930"
"In post","2021","West Yorkshire","Property","G6/G7","60","60","55190","54480"
"In post","2021","West Yorkshire","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Property","SEO/HEO","130","120","35010","32960"
"In post","2021","West Yorkshire","Security","EO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","AA/AO","1070","940","20870","21010"
"In post","2021","West Yorkshire","Unknown","EO","2670","2420","27160","27570"
"In post","2021","West Yorkshire","Unknown","G6/G7","380","370","56180","53260"
"In post","2021","West Yorkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","West Yorkshire","Unknown","SEO/HEO","1080","1010","34660","34290"
"In post","2022","Bedfordshire and Hertfordshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Counter Fraud","EO","70","60","29530","29290"
"In post","2022","Bedfordshire and Hertfordshire","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Debt","AA/AO","50","50","24160","24250"
"In post","2022","Bedfordshire and Hertfordshire","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Digital, Data & Technology","EO","60","60","29930","30200"
"In post","2022","Bedfordshire and Hertfordshire","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Digital, Data & Technology","SEO/HEO","90","90","37940","37640"
"In post","2022","Bedfordshire and Hertfordshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Finance","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Human Resources","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Legal","AA/AO","40","40","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Legal","EO","40","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Legal","G6/G7","80","70","59850","62120"
"In post","2022","Bedfordshire and Hertfordshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","No function","AA/AO","840","790","25770","24250"
"In post","2022","Bedfordshire and Hertfordshire","No function","EO","1090","1020","29190","29290"
"In post","2022","Bedfordshire and Hertfordshire","No function","G6/G7","180","180","62330","58000"
"In post","2022","Bedfordshire and Hertfordshire","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","No function","SEO/HEO","480","460","39140","38160"
"In post","2022","Bedfordshire and Hertfordshire","No function","Unknown","400","370","29550","28200"
"In post","2022","Bedfordshire and Hertfordshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Project Delivery","G6/G7","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Project Delivery","SEO/HEO","120","110","38540","37640"
"In post","2022","Bedfordshire and Hertfordshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Security","AA/AO","60","60","22160","22900"
"In post","2022","Bedfordshire and Hertfordshire","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Security","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","AA/AO","120","120","21920","21680"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","EO","250","230","27850","26670"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","G6/G7","50","50","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","SEO/HEO","160","150","37540","37170"
"In post","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","G6/G7","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","SEO/HEO","90","90","38810","39580"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Communications","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","AA/AO","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","EO","90","80","29920","29530"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Counter Fraud","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Debt","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","EO","70","70","28600","28140"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","G6/G7","80","80","56800","54540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","SEO/HEO","190","180","38590","37420"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","EO","80","80","27820","28350"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","G6/G7","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","SEO/HEO","140","140","38880","36970"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","AA/AO","80","70","21300","21300"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","EO","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Grants Management","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","AA/AO","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","EO","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","G6/G7","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","SEO/HEO","50","50","38650","38230"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","AA/AO","40","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","G6/G7","90","70","58590","56120"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","AA/AO","1780","1670","26050","25000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","EO","1430","1330","29420","28770"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","G6/G7","240","220","60750","57880"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","SEO/HEO","760","720","38510","38160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","No function","Unknown","590","550","29790","26310"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","EO","60","50","27400","27380"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","G6/G7","60","60","58990","56540"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","SEO/HEO","230","220","36720","35880"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","AA/AO","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","EO","60","60","27530","27000"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","G6/G7","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","SEO/HEO","170","170","39570","39820"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Property","Unknown","40","40","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","AA/AO","710","700","30490","27680"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","EO","150","140","37540","42100"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","G6/G7","30","30","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","SEO/HEO","210","190","40910","38160"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","AA/AO","480","450","21530","21170"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","EO","240","230","28000","26670"
