"Status","Year","Region_ITL2","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","G6/G7","100","90","65100","60260"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire, Buckinghamshire and Oxfordshire","Unknown","SEO/HEO","400","390","38440","37450"
"In post","2022","Cheshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Digital, Data & Technology","EO","50","50","27650","26670"
"In post","2022","Cheshire","Digital, Data & Technology","G6/G7","70","70","52670","50430"
"In post","2022","Cheshire","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Digital, Data & Technology","SEO/HEO","100","100","36860","36740"
"In post","2022","Cheshire","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Grants Management","AA/AO","70","60","21300","21300"
"In post","2022","Cheshire","Grants Management","EO","30","30","[c]","[c]"
"In post","2022","Cheshire","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Human Resources","AA/AO","100","90","21340","21170"
"In post","2022","Cheshire","Human Resources","EO","30","30","[c]","[c]"
"In post","2022","Cheshire","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Human Resources","SEO/HEO","90","90","37260","36740"
"In post","2022","Cheshire","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","No function","AA/AO","1070","970","23660","21460"
"In post","2022","Cheshire","No function","EO","1160","1100","30280","28840"
"In post","2022","Cheshire","No function","G6/G7","130","120","59490","57910"
"In post","2022","Cheshire","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","No function","SEO/HEO","730","700","39910","40150"
"In post","2022","Cheshire","No function","Unknown","290","270","29030","27730"
"In post","2022","Cheshire","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","AA/AO","80","70","21530","21220"
"In post","2022","Cheshire","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Counter Fraud","EO","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","No function","AA/AO","430","380","21270","21260"
"In post","2022","Cornwall and Isles of Scilly","No function","EO","430","390","27370","27570"
"In post","2022","Cornwall and Isles of Scilly","No function","G6/G7","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","No function","SEO/HEO","130","120","36120","35380"
"In post","2022","Cornwall and Isles of Scilly","No function","Unknown","100","90","29380","26310"
"In post","2022","Cornwall and Isles of Scilly","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Security","AA/AO","40","40","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","AA/AO","210","200","21020","21170"
"In post","2022","Cornwall and Isles of Scilly","Unknown","EO","70","70","27150","26670"
"In post","2022","Cornwall and Isles of Scilly","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","Unknown","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Cumbria","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data & Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Grants Management","AA/AO","500","440","21300","21300"
"In post","2022","Cumbria","Grants Management","EO","180","160","25350","25100"
"In post","2022","Cumbria","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Grants Management","SEO/HEO","80","80","32390","30470"
"In post","2022","Cumbria","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","No function","AA/AO","330","300","22660","21300"
"In post","2022","Cumbria","No function","EO","280","250","27460","27570"
"In post","2022","Cumbria","No function","G6/G7","40","40","[c]","[c]"
"In post","2022","Cumbria","No function","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","No function","SEO/HEO","130","130","36570","35630"
"In post","2022","Cumbria","No function","Unknown","150","130","30020","28200"
"In post","2022","Cumbria","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Project Delivery","EO","70","70","21770","20850"
"In post","2022","Cumbria","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Project Delivery","SEO/HEO","50","50","33640","33300"
"In post","2022","Cumbria","Project Delivery","Unknown","140","140","43160","41180"
"In post","2022","Cumbria","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Security","AA/AO","80","80","26990","24610"
"In post","2022","Cumbria","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Analysis","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","G6/G7","30","30","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Commercial","SEO/HEO","50","50","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Communications","AA/AO","40","40","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Communications","EO","380","370","26690","26590"
"In post","2022","Derbyshire and Nottinghamshire","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Communications","SEO/HEO","200","190","34990","33370"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","AA/AO","80","70","21410","21260"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","EO","280","250","27260","26820"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","G6/G7","80","80","58860","55210"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Counter Fraud","SEO/HEO","350","340","35510","33370"
"In post","2022","Derbyshire and Nottinghamshire","Debt","AA/AO","240","220","21820","21250"
"In post","2022","Derbyshire and Nottinghamshire","Debt","EO","30","30","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","EO","50","50","26720","26740"
"In post","2022","Derbyshire and Nottinghamshire","Digital, Data & Technology","G6/G7","50","50","[c]","[c]"
