"Status","Year","Region_ITL2","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Southern Scotland","Crown Office and Procurator Fiscal Service","No function","180","160","25860","22220"
"In post","2021","Southern Scotland","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Defence Equipment and Support","Project Delivery","250","240","24970","23750"
"In post","2021","Southern Scotland","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Department for Work and Pensions (excl. agencies)","Unknown","880","770","26310","27570"
"In post","2021","Southern Scotland","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Driver and Vehicle Standards Agency","No function","40","30","[c]","[c]"
"In post","2021","Southern Scotland","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","80","70","38960","39630"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","230","220","39500","33930"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","110","110","38740","33930"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","70","70","38250","33930"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","40","40","[c]","[c]"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","430","410","42530","38500"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Forestry and Land Scotland","Property","180","170","30140","28120"
"In post","2021","Southern Scotland","HM Courts and Tribunals Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Counter Fraud","80","70","29420","28130"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Debt","300","280","21760","20140"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","No function","1650","1400","24680","21440"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Project Delivery","120","110","34790","31810"
"In post","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Met Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Security","50","50","24930","19560"
"In post","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Courts and Tribunals Service","Legal","170","150","24830","22820"
"In post","2021","Southern Scotland","Scottish Forestry","Project Delivery","50","40","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Forestry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Government (excl. agencies)","Unknown","150","140","31380","29190"
"In post","2021","Southern Scotland","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Prison Service","No function","140","130","30850","33650"
"In post","2021","Southern Scotland","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","Scottish Public Pensions Agency","Unknown","290","260","29650","26160"
"In post","2021","Southern Scotland","Social Security Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Southern Scotland","United Kingdom Statistics Authority","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Animal and Plant Health Agency","No function","570","540","33160","28600"
"In post","2021","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Crown Prosecution Service","Legal","160","150","42330","36240"
"In post","2021","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","50","50","48640","51540"
"In post","2021","Surrey, East and West Sussex","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","No function","50","40","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Unknown","2420","2170","26530","27570"
"In post","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","No function","160","150","29860","27750"
"In post","2021","Surrey, East and West Sussex","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Legal","40","30","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","No function","310","270","22760","20650"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Prison and Probation Service","No function","2030","1920","31000","30720"
"In post","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Debt","80","60","27770","28130"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","180","170","37690","33200"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Finance","230","210","31430","28130"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Human Resources","90","70","25890","21440"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Home Office (incl. agencies)","Unknown","790","690","28630","27370"
"In post","2021","Surrey, East and West Sussex","Insolvency Service","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Security","30","30","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Unknown","190","180","27130","21580"
"In post","2021","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","No function","60","60","40640","39880"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Public Health England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Public Health England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Public Health England","No function","70","60","48420","46210"
"In post","2021","Surrey, East and West Sussex","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Valuation Office Agency","Property","40","30","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","Unknown","150","150","43500","40060"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Project Delivery","40","30","[c]","[c]"
"In post","2021","Surrey, East and West Sussex","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Cabinet Office (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Crown Prosecution Service","Legal","90","80","38340","32370"
"In post","2021","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Analysis","30","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Digital, Data & Technology","80","70","36960","36960"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Finance","50","50","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","No function","220","210","37910","36500"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Property","30","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Unknown","2340","2050","25060","27570"
"In post","2021","Tees Valley and Durham","Driver and Vehicle Standards Agency","No function","60","50","29450","26780"
"In post","2021","Tees Valley and Durham","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Education and Skills Funding Agency","No function","150","140","37380","36500"
"In post","2021","Tees Valley and Durham","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","Legal","40","30","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","No function","240","200","21190","19830"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Land Registry","No function","660","600","27280","27130"
"In post","2021","Tees Valley and Durham","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Prison and Probation Service","No function","2970","2770","29030","27380"
"In post","2021","Tees Valley and Durham","HM Prison and Probation Service","Security","40","40","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","No function","500","440","22850","21010"
"In post","2021","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Home Office (incl. agencies)","Unknown","1030","880","24510","21430"
"In post","2021","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Savings and Investments","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Public Health England","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Standards and Testing Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Tees Valley and Durham","Valuation Office Agency","Property","270","250","24450","21100"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","No function","470","470","34850","32000"
"In post","2021","Unknown","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
